SMILES,TITLE
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCC#C,s_512____158631____4839458
COc1ccc2c(c1)[nH]cc2CCNC(=O)CC(=O)OC,s_22____13978824____590148
CC(c1cc2cccc(c2o1)OC)NC(=O)C,s_22____17638894____58844
CC(=C)CNC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_512____9045016____4839458
CC(CF)C(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____12111294
CC(C(=O)NCCc1c[nH]c2c1cccc2)Cl,EN300-27932
C[NH2+]CCCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_270006b____8394006____11615860
CC(C)(C)CC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____294126
c1cc2c(cc1Cl)[nH]cc2CCNC(=O)C[NH3+],s_240690b____7360096____3025698
CN(C)C(=O)C[NH2+]Cc1cc2cnccc2[nH]1,s_207____3310404____14949000
COc1ccc2c(c1)[nH]cc2CCNC(=O)C=C,s_273270____15547352____10884640
Cc1cccc2c1[nH]cc2CCNC(=O)CSC,s_22____5635330____60364
CSCC(=O)NCCc1c[nH]c2c1cccc2Cl,s_22____12346432____60364
c1cc2c(cc1F)c(c[nH]2)CCCNC(=O)CO,s_22____9966972____7941800
c1ccc(cc1)COc2cccc3c2c(c[nH]3)CCNC(=O)CCl,s_270062____15775348____8147258
Cc1cccc2c1c(c[nH]2)CCNC(=O)CCl,s_270062____7613388____8147258
CC(C)(C)NC(=O)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____8290858____16621896
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)C(C)[NH3+],s_240690b____13612076____3025692
CN(C(=O)C[NH2+]Cc1cc2c([nH]1)cccc2OC)OC,s_270004____11392970____15269820
CC(CF)C(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____12111294
CC(C)(CC(=O)NCCc1c[nH]c2c1cccc2OC)O,s_22____15506616____9477924
CC(C)(CC(=O)NCCc1c[nH]c2c1cc(cc2)OC)O,s_22____4839448____9477924
CC#CCNC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_512____7932012____4839458
COc1cccc2c1[nH]cc2CCNC(=O)CC(=O)OC,s_22____15506616____590148
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCCC#N,s_22____13978824____10389864
CC(C)C(=O)NCCc1c[nH]c2c1cccc2Br,s_22____16720536____337030
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CSC(F)F,s_22____4839448____10748158
c1cc2c(c(c1)Br)c(c[nH]2)CCNC(=O)CO,s_22____10303762____7941800
CC(C#N)C(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____4832482
CC(CC(=O)NCCc1c[nH]c2c1c(ccc2)OC)C=C,s_22____13025516____16520644
CCC(=O)NCCc1c[nH]c2c1cccc2Br,s_22____16720536____58887
COc1cccc2c1c(c[nH]2)CCNC(=O)CCC[NH3+],s_240690b____13025580____3025682
COCC(=O)NC(Cc1c[nH]c2c1cc(cc2)OC)C(=O)OC,s_11a____14724372____294102
CC(CC(=O)NCCc1c[nH]c2c1ccc(c2)OC)F,s_22____13978824____16890190
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCC3CC3,s_22____4839448____4970170
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCC=C,s_512____158555____4839458
CCC(=O)NCC(C)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____58887
CCC(C(=O)NCCc1c[nH]c2c1cc(cc2)OC)F,s_22____4839448____13756276
CC(C)(CC(=O)NCCc1c[nH]c2c1cc(cc2)OC)[NH3+],s_240690b____7354388____7368688
Cc1cccc2c1[nH]cc2CCNC(=O)CC[NH3+],s_240690b____7363756____3025680
C[NH+](C)Cc1c[nH]c2c1c(ccc2)OC,EN300-128270
COc1cccc2c1c(c[nH]2)CCNC(=O)CSCC#C,s_22____13025516____13040272
CSCC(=O)NCCc1c[nH]c2c1cccn2,s_22____13596594____60364
CCOC(C)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____8350024____16621896
COc1cccc2c1[nH]cc2CCNC(=O)CC[NH3+],s_240690b____15506692____3025680
c1cc2c(cc1O)c(c[nH]2)CCNC(=O)CO,s_22____13909752____7941800
CC(C)(C[NH2+]Cc1cc2c([nH]1)cccc2OC)O,s_270004____8296166____15269820
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)C(C=C)O,s_22____4839448____10475936
CC#CC(=O)NCCc1c[nH]c2c1cccn2,s_22____13596594____9296322
CC(=C)CNC(=O)NCCc1c[nH]c2c1cccc2OC,s_512____9045016____15506628
CC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____58844
CC(C)CNC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_512____158561____13978836
COc1cccc2c1[nH]cc2CCNC(=O)NCC(=C)Cl,s_512____5136592____15506628
CN(C(=O)C[NH2+]Cc1cc2cnccc2[nH]1)O,s_207____13973878____14949000
CC(CNC(=O)C(=O)N)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____12053348
CC(C(=O)NCCc1c[nH]c2c1cccc2Cl)O,s_22____12346432____7941096
CC(CC(=O)NCCc1c[nH]c2c1cc(cc2)OC)C[NH3+],s_270006b____8394006____11615938
CC(C(=O)NCCc1c[nH]c2c1cc(cc2)OC)[NH2+]C,s_270006b____8394006____11988994
CCN(CC)C(=O)C[NH2+]Cc1cc2c([nH]1)cccc2OC,s_270004____12856480____15269820
CCCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____58866
c1cc2c(cc1Cl)[nH]cc2CCNC(=O)CC[NH3+],s_240690b____7360096____3025680
CC(=O)NCCc1c[nH]c2c1cc(cc2)OCc3ccccc3,s_22____13951486____58844
CCCC(=O)NCCc1c[nH]c2c1cc(cc2)Cl,s_22____6079110____58866
CCCCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____303718
CC(C)C(C(=O)NCCc1c[nH]c2c1cccc2OC)F,s_22____15506616____9156240
Cc1cccc2c1[nH]cc2CCNC(=O)C[NH3+],s_240690b____7363756____3025698
CC(C(=O)NCCc1c[nH]c2c1cccc2OC)[NH3+],s_240690b____15506692____3025692
COc1cccc2c1c(c[nH]2)CCNC(=O)CSC,s_22____13025516____60364
COc1cccc2c1[nH]cc2CCNC(=O)CCCC#C,s_22____15506616____9322364
CC(C)C(=O)NC(C)(C)Cc1c[nH]c2c1ccc(c2)OC,s_270062____15561760____12409802
CCC(=O)NCCc1c[nH]c2c1ccc(c2)C,s_22____9156166____58887
CC(CNC(=O)C[NH3+])c1c[nH]c2c1cc(cc2)OC,s_240690b____15754670____3025698
CC(CC(=O)NCCc1c[nH]c2c1c(ccc2)OC)F,s_22____13025516____16890190
Cc1cccc2c1[nH]cc2CCNC(=O)CON,s_240690b____7363756____13151248
CCc1cccc2c1[nH]cc2CCNC(=O)CC,s_22____4602506____58887
CC(=O)CCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____59017
CCNC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_2554____13025538____951600
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCC=C,s_22____13978824____2757558
CC(c1cc2cccc(c2o1)OC)NC(=O)C[NH3+],s_240690b____17638974____3025698
c1cc2c(cc1F)c(c[nH]2)CCNC(=O)CCl,s_270062____16411674____8147258
C[NH2+]CC(=O)NCCc1c[nH]c2c1cc(cc2)Cl,s_240690b____7354134____7368582
CCNC(=S)NCCc1c[nH]c2c1cccc2OC,s_8____15506612____83696
c1cc2c(c(c1)F)c(c[nH]2)CCNC(=O)CON,s_240690b____16900534____13151248
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NOC,s_2708____4839472____8988634
COc1cccc2c1c(c[nH]2)CCNC(=O)NCCCF,s_512____7344786____13025528
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)C(F)F,s_22____4839448____58886
COc1ccc2c(c1)[nH]cc2CCNC(=O)NOC,s_2708____13978848____8988634
CCOc1cccc2c1c(c[nH]2)CCNC(=O)N,s_2554____9226558____788524
Cc1cccc2c1c(c[nH]2)CCNC(=O)CON,s_240690b____7362722____13151248
Cc1cccc2c1[nH]c(c2CCNC(=O)C)C,s_22____16720780____58844
CC(C)C(=O)NC(Cc1c[nH]c2c1cc(cc2)OC)C(=O)OC,s_11a____14724372____53470
C[NH+](Cc1cc2cc(ccc2[nH]1)OC)CC(=O)[O-],s_275532____13829784____16621902
COc1cccc2c1c(c[nH]2)CCNC(=O)NCCSC,s_512____11946682____13025528
CC(C)(C)CC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____294126
Cc1ccc2c(c1)[nH]cc2CC(C)(C)NC(=O)CCl,s_270062____15507212____8147258
CC#CC(=O)NC(C)c1[nH]c2ccc(cc2n1)OC,s_22____8929618____9296322
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)C[NH3+],s_240690b____13771088____3025698
CCNC(=O)NCCc1c[nH]c2c1cc(cc2)F,s_2554____9631380____951600
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)C#CC,s_22____13771018____9296322
CCOCC[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____8349722____16621896
COc1ccc2c(c1)[nH]cc2CCNC(=O)C(F)F,s_22____13978824____58886
Cc1c(c2cccc(c2[nH]1)F)CCNC(=O)C,s_22____17596642____58844
c1cc2c(cc1F)[nH]cc2CCNC(=O)C[NH3+],s_240690b____7354100____3025698
c1cc2c(cc1Cl)[nH]cc2CCNC(=O)CC#N,s_22____2228922____8794444
COc1cccc2c1c(c[nH]2)CCNC(=O)CN=[N+]=[N-],s_22____13025516____15789270
CN(CC#C)C(=O)NCCc1c[nH]c2c1cccc2OC,s_272164____14971778____17347350
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCCF,s_22____13978824____12105272
CSCC(=O)NCCc1c[nH]c2c1ccc(c2)Cl,s_22____2228922____60364
c1cc2c(c[nH]c2c(c1)Cl)CCNC(=O)CC#N,s_22____12346432____8794444
CN(C(=O)NCCc1c[nH]c2c1c(ccc2)OC)OC,s_2708____13025540____8739002
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)N,s_2554____4839470____788524
CN(CC#C)C(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_272164____14971778____17338548
COc1cccc2c1c(c[nH]2)CCNC(=O)C=C,s_273270____15547820____10884640
CSCC(=O)NCCc1cc2ccccc2[nH]1,s_22____7533902____60364
COc1ccc2c(c1)[nH]cc2CCNC(=O)CSCC=C,s_22____13978824____925054
CC(CNC(=O)C1CC1)c2c[nH]c3c2cc(cc3)OC,s_22____15754586____58902
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C(C(C)C)F,s_22____9226532____9156240
COc1ccc2c(c1)[nH]cc2CCNC(=O)C=C=C,s_22____13978824____17543248
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCC[NH3+],s_240690b____13978894____3025682
CCc1cccc2c1[nH]cc2CCNC(=O)CO,s_22____4602506____7941800
CCCC(=O)NCCc1c[nH]c2c1cccn2,s_22____13596594____58866
COc1ccc2c(c1)[nH]cc2CCNC(=O)CSC,s_22____13978824____60364
CC(C#N)C(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____4832482
C[NH2+]CCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_240690b____7354388____10126850
C[NH2+]CC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_240690b____13978894____7368582
CC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____58844
CC(C)CC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____58916
CC#CC(=O)NCCc1c[nH]c2c1c(ccc2)OCc3ccccc3,s_22____15775312____9296322
CC=CCCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____16726278
CCC(=O)NCCc1c[nH]c2c1cccc2Cl,s_22____12346432____58887
COc1cccc2c1cc([nH]2)C[NH2+]CC(=O)NCC=C,s_270004____8334182____15269820
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)CSC,s_22____13771018____60364
Cc1c(c2ccc(cc2[nH]1)F)CCNC(=O)CCl,s_270062____12854466____8147258
CCC(=O)NCCc1c[nH]c2c1c(cc(c2)F)F,s_22____15144084____58887
CC(C(=O)NCCc1c[nH]c2c1cc(cc2)OC)O,s_22____4839448____7941096
COCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____59039
CC(C)(C[NH2+]Cc1cc2c([nH]1)cccc2OC)C(=O)NC,s_270004____8299360____15269820
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____13612076____3025680
Cc1c(c2cc(ccc2[nH]1)Br)CCNC(=O)C,s_527a____17548202____156031
CCCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____58866
CC(CF)C(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____12111294
CCC(=O)NCCc1c[nH]c2c1c(ccc2)Br,s_22____10303762____58887
Cc1cccc2c1c(c[nH]2)CCNC(=O)C[NH2+]C,s_240690b____7362722____7368582
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)C[NH3+],s_240690b____13612076____3025698
CC(C)(CCl)C(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_270062____13978860____12187078
COc1cccc2c1c(c[nH]2)CCNC(=O)CCC=C,s_22____13025516____2757558
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NN,s_273464b____11201130____11234894
COc1ccc2c(c1)c(c[nH]2)CC(C(=O)OC)NC(=O)CCl,s_270062____14724382____8147258
CCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____58887
CCC(C(=O)NCCc1c[nH]c2c1c(ccc2)OCC)F,s_22____9226532____13756276
CCCC(=O)NCCc1c[nH]c2c1c(cc(c2)F)F,s_22____15144084____58866
CC(=O)NC(C)(C)Cc1c[nH]c2c1cccc2,s_270062____15422294____15585492
COc1cccc2c1[nH]cc2CCNC(=O)C3CC3,s_22____15506616____58902
CCC(=C)C(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____13206548
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C3CC3,s_22____9226532____58902
CCCC(C(=O)N(C)C)[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____16631050____16621896
CC(=O)NCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____58878
COc1ccc2c(c1)[nH]cc2CCNC(=O)C3CC3,s_22____13978824____58902
COCC(=O)NCCc1c[nH]c2c1cccc2Cl,s_22____12346432____59039
CC(=O)NC(C)(C)Cc1c[nH]c2c1ccc(c2)Br,s_270062____15561812____15585492
c1c2c(c[nH]c2cnc1Cl)CCNC(=O)C[NH3+],s_240690b____17036622____3025698
CC(=O)NCCc1c[nH]c2c1cc(cc2)Cl,s_22____6079110____58844
CCC(=O)NC(C)Cc1c[nH]c2c1cc(cc2)F,s_22____13913040____58887
CCN(CC)C(=O)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____12856480____16621896
Cc1ccc2c(c1)[nH]cc2CCNC(=O)CC#N,s_22____9156166____8794444
CNC(=S)NCCc1c[nH]c2c1cc(cc2)OC,s_8____4839444____83693
COc1cccc2c1[nH]cc2CCNC(=O)CCCC#N,s_22____15506616____10389864
CC(C(=O)NCCc1c[nH]c2c1c(ccc2)OC)[NH3+],s_240690b____13025580____3025692
CN(C)C(=O)C[NH2+]Cc1cc2c([nH]1)cc(cc2OC)OC,s_207____3310404____15501800
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)C,s_22____13612008____58844
COc1ccc2c(c1)cc([nH]2)C[NH2+]CC(=O)NCC=C,s_270004____8334182____16621896
CC(C)(Cc1c[nH]c2c1ccc(c2)Br)NC(=O)CCl,s_270062____15561812____8147258
C[NH2+]CC(=O)NCCc1c[nH]c2c1cccc2Cl,s_240690b____12346500____7368582
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C[NH3+],s_240690b____17027970____3025698
CCCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____58866
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC3CSC3,s_22____4839448____11560700
CCOCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____59118
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC#N,s_22____13771018____8794444
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCC[NH3+],s_240690b____7354388____3025682
CCCC(=O)NCC(C)(C)c1c[nH]c2c1ccc(c2)F,s_527a____12637914____156097
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)C(C)C,s_22____13612008____337030
CC(=O)NCCc1c[nH]c2c1ccc(c2)F,s_22____2366540____58844
CC(c1[nH]c2ccc(cc2n1)OC)NC(=O)CO,s_22____8929618____7941800
CCOCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____59118
CCC(=O)NCCc1c[nH]c2c1cc(cc2)C,s_22____13612008____58887
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CON,s_240690b____7354388____13151248
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)C[NH2+]C,s_240690b____13612076____7368582
c1cc2c(cc1F)c(c[nH]2)CCNC(=O)CC#N,s_22____9631354____8794444
CCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____58887
CC(C)C(=O)NCCc1c[nH]c2c1cc(cc2)O,s_22____13909752____337030
CC(CNC(=O)C)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____58844
CCOc1cccc2c1c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____17027970____3025680
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCCC#C,s_512____4862204____4839458
Cc1cccc2c1c(c[nH]2)CCNC(=O)CO,s_22____3219394____7941800
COc1cccc2c1[nH]cc2CCNC(=O)CSC3CC3,s_22____15506616____10687876
CCNC(=O)NCCc1c[nH]c2c1cc(cc2)O,s_487a____13909760____16733542
C[NH2+]CCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_240690b____13025580____10126850
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)CO,s_22____13612008____7941800
Cc1cccc2c1c(c[nH]2)CCNC(=O)C(C)[NH3+],s_240690b____7362722____3025692
Cc1cccc2c1c(c[nH]2)CCNC(=O)CC#N,s_22____3219394____8794444
CN(CC#C)C(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_272164____14971778____17342478
CCOc1cccc2c1c(c[nH]2)CCNC(=O)CCl,s_270062____16428268____8147258
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CS(=O)(=O)C,s_22____4839448____1290374
COc1cccc2c1[nH]cc2CCNC(=O)CCSC,s_22____15506616____60462
C[NH2+]CC(=O)NCCc1c[nH]c2c1c(cc(c2)F)F,s_240690b____15144160____7368582
CC(C(=O)NCCc1c[nH]c2c1cc(nc2)Cl)O,s_22____13570824____7941096
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCCC=C,s_512____11969934____4839458
CCOC(C)C[NH2+]Cc1cc2c([nH]1)cccc2OC,s_270004____8350024____15269820
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)C(=O)N,s_22____4839448____12053348
CC(C(=O)NCCc1c[nH]c2c1c(ccc2)F)[NH3+],s_240690b____16900534____3025692
CC(=O)NCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____58878
CN(C(=O)C[NH2+]Cc1cc2ccc(cc2[nH]1)F)O,s_207____13973878____9293594
CC(C)(Cc1c[nH]c2c1ccc(c2)OC)NC(=O)N,s_2554____15561754____788524
CCN(C(=O)C[NH2+]Cc1cc2c([nH]1)cccc2OC)OC,s_270004____11573550____15269820
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CSCC#N,s_22____4839448____575700
CCCC(=O)NCCc1c[nH]c2c1cccc2,s_527a____153889____156097
CC(C)C(=O)NCCc1c[nH]c2c1cc(cc2)F,s_22____9631354____337030
CC(C)(C)CC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____294126
COc1cccc2c1[nH]cc2CCNC(=O)CCC3CC3,s_22____15506616____4970170
CCCC(=O)NC(C)Cc1c[nH]c2c1cc(cc2)F,s_22____13913040____58866
CSCC(=O)NCCc1c[nH]c2c1cc(cc2)Cl,s_22____6079110____60364
CC(C)C(=O)NCCc1c[nH]c2c1cc(cc2)Cl,s_22____6079110____337030
CCCC(=O)NCCc1c[nH]c2c1cccc2Br,s_22____16720536____58866
c1cc2c(cc1Cl)c(c[nH]2)CCNC(=O)CC#N,s_22____6079110____8794444
CC#CC(=O)NC(C)Cc1c[nH]c2c1cc(cc2)F,s_22____13913040____9296322
CC(C(=O)NCCc1c[nH]c2c1cccn2)O,s_22____13596594____7941096
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C=C,s_273270____16383058____10884640
COc1cccc2c1c(c[nH]2)CCNC(=O)CCCF,s_22____13025516____12105272
CCC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____58887
Cc1ccc2c(c1)[nH]cc2CC(C)(C)NC(=O)C,s_270062____15507212____15585492
COc1ccc2c(c1)[nH]cc2CCNC(=O)CN=[N+]=[N-],s_22____13978824____15789270
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C(C)[NH3+],s_240690b____17027970____3025692
c1cc2c(c(c1)F)c(c[nH]2)CCNC(=O)N,s_2554____16900474____788524
C[NH+](Cc1cc2c([nH]1)cccc2OC)CC(=O)[O-],s_275532____13829784____15269824
CCC(=O)NC(C)c1cc2cccc(c2o1)OC,s_22____17638894____58887
Cc1cccc2c1[nH]cc2CCNC(=O)C,s_22____5635330____58844
CC(C)C(=O)NCCc1c[nH]c2c1ccc(c2)Cl,s_22____2228922____337030
CC(=C)CNC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_512____9045016____13978836
CC=CC(=O)NCC(C)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____12103014
CC#CC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____9296322
C[NH2+]CC(=O)NCCc1c[nH]c2c1cc(cc2)F,s_240690b____17029356____7368582
COc1cccc2c1[nH]cc2CCNC(=O)CSCC#N,s_22____15506616____575700
COc1cccc2c1c(c[nH]2)CCNC(=O)COCC=C,s_22____13025516____3489590
c1cc2c(c[nH]c2nc1)CCNC(=O)C[NH3+],s_240690b____17036658____3025698
Cc1cc(cc2c1cc([nH]2)C[NH2+]CC(=O)N(C)O)OC,s_207____13973878____15565042
COc1cccc2c1[nH]cc2CCNC(=O)NCC(F)F,s_512____6389034____15506628
CC#CC(=O)NCc1c[nH]c2c1cc(cc2)OC(C)C,s_22____9192330____9296322
CN(C)C(=O)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_207____3310404____16621894
CCNC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_2554____13978846____951600
CCCC(=O)NCCc1c[nH]c2c1cc(cc2)C,s_22____13612008____58866
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)C3CC3,s_22____4839448____58902
c1cc2c(c(c1)F)c(c[nH]2)CCNC(=O)C[NH3+],s_240690b____16900534____3025698
COc1ccc2c(c1)c(c[nH]2)CC[NH3+],EN300-75859
CC(C[NH2+]Cc1cc2cc(ccc2[nH]1)OC)OC,s_270004____9164178____16621896
COc1cccc2c1c(c[nH]2)CCNC(=O)NCCC#C,s_512____4862204____13025528
CC(C(=O)NCCc1c[nH]c2c1c(ccc2)OC)O,s_22____13025516____7941096
CCOCCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____3124140
CC(C)(Cc1c[nH]c2c1c(ccc2)Br)NC(=O)CCl,s_270062____15561864____8147258
Cc1cccc2c1[nH]cc2CCNC(=O)C(C)C,s_22____5635330____337030
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CN=[N+]=[N-],s_22____4839448____15789270
CC(CCc1c[nH]c2c1cccc2)O,EN300-362556
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC#N,s_22____4839448____8794444
CC#CCNC(=O)NCCc1c[nH]c2c1cccc2OC,s_512____7932012____15506628
CC(C)CC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____58916
CCC(=O)NCCc1c[nH]c2c1cc(cc2)O,s_22____13909752____58887
CC(C)(CNC(=O)CSC)c1c[nH]c2c1ccc(c2)F,s_527a____12637914____237535
CCCC(=O)NCCc1c[nH]c2c1cc(cc2)O,s_22____13909752____58866
c1cc2c(cc1F)[nH]cc2CCNC(=O)N,s_2554____2366562____788524
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCN=[N+]=[N-],s_22____13978824____15789276
CSCC(=O)NCCc1c[nH]c2c1cc(cc2)O,s_22____13909752____60364
CC(=O)NC(C)(C)Cc1c[nH]c2c1cc(cc2)Br,s_270062____15428004____15585492
c1cc2c(cc1Cl)[nH]cc2CCNC(=O)CCl,s_270062____7608398____8147258
COc1cccc2c1c(c[nH]2)CCNC(=O)NCC3CC3,s_512____309924____13025528
COc1cccc2c1[nH]cc2CCNC(=O)NCCC#C,s_512____4862204____15506628
COc1cccc2c1c(c[nH]2)CCNC(=O)CSC3CC3,s_22____13025516____10687876
CC(C)C(=O)NCCc1c[nH]c2c1cccc2Cl,s_22____12346432____337030
CC1(N=N1)C[NH2+]Cc2cc3cc(ccc3[nH]2)OC,s_270004____16711614____16621896
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCSC,s_22____4839448____60462
c1ccc2c(c1)c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____7351080____3025680
CCC(=C)C(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____13206548
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)COC,s_22____13771018____59039
CC#CC(=O)NCC(C)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____9296322
CCNC(=O)NCCc1c[nH]c2c1cccc2OC,s_2554____15506638____951600
CC(C(=O)NCCc1c[nH]c2c1ccc(c2)OC)[NH3+],s_240690b____13978894____3025692
COCCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____2909590
CC(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_22____13570824____58844
CC(C#N)C(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____4832482
COCCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____2909590
CC(C)(Cc1c[nH]c2c1cccc2)NC(=O)CCl,s_270062____15422294____8147258
COc1cccc2c1c(c[nH]2)CCNC(=O)CCCC#C,s_22____13025516____9322364
CC(CNC(=O)C[NH2+]C)c1c[nH]c2c1cc(cc2)OC,s_240690b____15754670____7368582
COc1cccc2c1[nH]cc2CCNC(=O)CSCC#C,s_22____15506616____13040272
COc1cccc2c1[nH]cc2CCNC(=O)CCC=C,s_22____15506616____2757558
COCC(=O)NCCc1c[nH]c2c1cc(cc2)O,s_22____13909752____59039
COc1ccc2c(c1)[nH]cc2CCNC(=O)CO,s_22____13978824____7941800
COCC[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____8288600____16621896
c1cc2c(cc1F)c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____17029356____3025680
CC(=O)NCCc1c[nH]c2c1cc(cc2Cl)Cl,s_22____10565622____58844
CC=CCCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____16726278
CCOc1cccc2c1c(c[nH]2)CCNC(=O)CON,s_240690b____17027970____13151248
CC(=O)NCCCc1c[nH]c2c1cccc2,s_22____4145702____58844
