SMILES,TITLE
COc1cccc2c1[nH]cc2CCNC(=O)NCCCF,s_512____7344786____15506628
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)C=C=C,s_22____4839448____17543248
CCCNC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_512____214540____13025528
c1cc2c(c[nH]c2c(c1)Cl)CCNC(=O)CO,s_22____12346432____7941800
COCC(=O)NCCc1c[nH]c2c1c(cc(c2)F)F,s_22____15144084____59039
COc1ccc2c(c1)[nH]cc2CCNC(=O)CC[NH3+],s_240690b____13978894____3025680
CC#CC(=O)NCCc1c[nH]c2c1cccc2Br,s_22____16720536____9296322
COc1cccc2c1c(c[nH]2)CCNC(=O)NCC=C,s_512____158555____13025528
CC[NH2+]CC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_240690b____13978894____7368632
CC#CC(=O)NCCc1c[nH]c2c1ccc(c2)Cl,s_22____2228922____9296322
CN(C(=O)C[NH2+]Cc1cc2c([nH]1)cccc2F)O,s_207____13973878____9105504
CC(C(=O)N(C)C)[NH2+]Cc1cc2c([nH]1)cccc2OC,s_207____9284526____15269818
CC=CC(=O)NCCc1c[nH]c2c1cc(cc2)O,s_22____13909752____12103014
CC#CC(=O)NCCc1c[nH]c2c1cccc2OCc3ccccc3,s_22____15775398____9296322
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)C[NH3+],s_240690b____13913110____3025698
c1c2c(cc(c1F)F)[nH]cc2CCNC(=O)CON,s_240690b____13040954____13151248
CCCC(=O)NCCc1c[nH]c2c1cc(cc2)OCCC,s_22____13771018____58866
CC(C)(CC(=O)NCCc1c[nH]c2c1c(ccc2)OC)O,s_22____13025516____9477924
c1cc2c(cc1Br)c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____12854120____3025680
CC(C(=O)NCCc1c[nH]c2c1cc(cc2)Cl)[NH3+],s_240690b____7354134____3025692
COc1cccc2c1c(c[nH]2)CCNC(=O)CC3CSC3,s_22____13025516____11560700
CC(C)(Cc1c[nH]c2c1cccc2Br)NC(=O)CCl,s_270062____15561916____8147258
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC3CC3,s_512____309924____13978836
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____13771088____3025680
Cc1c(c2c([nH]1)cccc2Br)CCNC(=O)C,s_270062____17634280____15585492
CC(C)CNC(=O)NCCc1c[nH]c2c1cccc2OC,s_512____158561____15506628
CC[NH2+]CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_240690b____7354388____7368632
CN(C(=O)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC)OC,s_270004____11392970____16621896
Cc1c(c2cccc(c2[nH]1)F)CCNC(=O)CCl,s_270062____17596686____8147258
CC(C(=O)NCCc1cc2ccccc2[nH]1)[NH3+],s_240690b____11689208____3025692
CC(C)C(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_22____13570824____337030
c1c2c(c[nH]c2cnc1Cl)CCNC(=O)CC#N,s_22____13570824____8794444
COc1cccc2c1[nH]cc2CCNC(=O)CC#N,s_22____15506616____8794444
CC(C)(CNC(=O)C[NH3+])c1c[nH]c2c1ccc(c2)F,s_240690b____12637968____3025698
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)C(C)[NH3+],s_240690b____13771088____3025692
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C#CC,s_22____9226532____9296322
CCN(C)C(=O)C[NH2+]Cc1cc2c([nH]1)cccc2OC,s_270004____8992410____15269820
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCCSC,s_512____11946682____4839458
CC=CC(=O)NCCc1c[nH]c2c1ccc(c2)F,s_22____2366540____12103014
COc1ccc2c(c1)[nH]cc2CCNC(=O)CSC3CC3,s_22____13978824____10687876
CCC(C(=O)NCCc1c[nH]c2c1c(ccc2)OC)F,s_22____13025516____13756276
c1ccc2c(c1)cc([nH]2)CCNC(=O)CO,s_22____7533902____7941800
CC#CC(=O)NCCc1c[nH]c2c1cc(cc2)Cl,s_22____6079110____9296322
CC(CNC(=O)C=C)c1c[nH]c2c1cc(cc2)OC,s_273270____16389250____10884640
c1c2c(c[nH]c2cnc1Cl)CCNC(=O)CO,s_22____13570824____7941800
Cc1cccc2c1[nH]cc2CCNC(=O)C[NH2+]C,s_240690b____7363756____7368582
CN(CC#N)C(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_272164____14971800____17342478
CC(CNC(=O)C(C)O)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____7941096
CCCC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____58866
CC(=O)NCCCc1c[nH]c2c1cc(cc2)F,s_22____9966972____58844
CC(C(=O)NCCc1c[nH]c2c1cccc2Cl)[NH3+],s_240690b____12346500____3025692
CC#CC(=O)NCCc1cc2ccccc2[nH]1,s_22____7533902____9296322
Cc1cc2cc(ccc2[nH]1)OC,EN300-77547
CCCC(=O)NCCc1c[nH]c2c1cccc2C,s_22____5635330____58866
CC(c1[nH]c2ccc(cc2n1)OC)NC(=O)C,s_22____8929618____58844
C[NH+](C)CC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____2989428
CC#CC(=O)NC(C)Cc1c[nH]c2c1cc(c(c2)F)F,s_22____14190602____9296322
CC(=O)NC(Cc1c[nH]c2c1cc(cc2)O)C(=O)[O-],s_274078a____14577114____12873778
C[NH2+]CC(=O)NCCc1c[nH]c2c1ccc(c2)F,s_240690b____7354100____7368582
CCN(C)C(=O)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____8992410____16621896
c1ccc2c(c1)cc([nH]2)CCNC(=O)CC[NH3+],s_240690b____11689208____3025680
CC=CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____12103014
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)CON,s_240690b____13612076____13151248
COc1cccc2c1[nH]cc2CCNC(=O)NCCSC,s_512____11946682____15506628
CCC(=O)NCCc1c[nH]c2c1c(ccc2)C,s_22____3219394____58887
COc1cccc2c1c(c[nH]2)CCNC(=O)CCCC#N,s_22____13025516____10389864
c1cc2c(cc1Cl)c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____7354134____3025680
CC(C)(Cc1c[nH]c2c1ccc(c2)F)NC(=O)CCl,s_270062____15754776____8147258
CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____58844
c1cc2c(c[nH]c2c(c1)Br)CCNC(=O)CO,s_22____16720536____7941800
CC(C(=O)NCCc1c[nH]c2c1cccc2)[NH3+],s_240690b____7351080____3025692
C[NH+](C)CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____2989428
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCCSC,s_512____11946682____13978836
COc1cccc2c1c(c[nH]2)CCNC(=O)CC(=O)OC,s_22____13025516____590148
COCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____59039
CCc1cccc2c1[nH]cc2CCNC(=O)CCl,s_270062____7616166____8147258
COc1cccc2c1[nH]cc2CCNC(=O)NCC=CCl,s_512____13448004____15506628
CCNC(=O)NC(C)(C)Cc1c[nH]c2c1ccc(c2)OC,s_2554____15561754____951600
C[NH2+]CC(=O)NCCc1c[nH]c2c1cccc2Br,s_240690b____16720624____7368582
COc1cccc2c1[nH]cc2CCNC(=O)C=C=C,s_22____15506616____17543248
CSCC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____60364
Cc1cccc2c1c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____7362722____3025680
c1cc2c(c[nH]c2nc1)CCNC(=O)CO,s_22____13596594____7941800
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)C,s_22____13913040____58844
COCC(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_22____13570824____59039
CC(C#N)C(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____4832482
CC(C)(CC(=O)NCCc1c[nH]c2c1ccc(c2)OC)[NH3+],s_240690b____13978894____7368688
CC(=O)NCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____58878
c1cc2c(cc1F)c(c[nH]2)CCCNC(=O)CCl,s_270062____16429760____8147258
CCCNC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_512____214540____4839458
c1cc2c(c(c1)F)c(c[nH]2)CCNC(=O)CO,s_22____16900452____7941800
CC=CC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____12103014
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C=C=C,s_22____9226532____17543248
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCCCF,s_512____7344786____13978836
CSCC(=O)NCCc1c[nH]c2c1cccc2,s_527a____153889____237535
CC#CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____9296322
COc1cccc2c1c(c[nH]2)CCNC(=O)NOC,s_2708____13025540____8988634
c1cc2c(c(c1)F)c(c[nH]2)CCNC(=O)CCl,s_270062____16900488____8147258
c1cc2c(c[nH]c2c(c1)Br)CCNC(=O)CON,s_240690b____16720624____13151248
COCC(=O)NCCc1c[nH]c2c1ccc(c2)F,s_22____2366540____59039
CC(C)C(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____337030
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCC(F)F,s_512____6389034____4839458
CC(CC(=O)NCCc1c[nH]c2c1cccc2OC)[NH3+],s_240690b____15506692____7368602
c1cc2c(c(c1)Br)c(c[nH]2)CCNC(=O)CC#N,s_22____10303762____8794444
c1c2c(cc(c1F)F)[nH]cc2CCNC(=O)C[NH3+],s_240690b____13040954____3025698
CCCCNC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_512____214534____13978836
Cc1cc(cc2c1cc([nH]2)C[NH2+]CC(=O)N(C)C)OC,s_207____3310404____15565042
C[NH2+]CC(=O)NCCc1c[nH]c2c1cc(c(c2)F)F,s_240690b____13040954____7368582
CCOc1cccc2c1c(c[nH]2)CCNC(=O)CO,s_22____9226532____7941800
COc1cccc2c1[nH]cc2CCNC(=O)C=C,s_273270____16373254____10884640
CC#CC(=O)NCCCc1c[nH]c2c1cc(cc2)F,s_22____9966972____9296322
CC(C[NH+](C)Cc1cc2cc(ccc2[nH]1)OC)C(=O)[O-],s_275532____13829896____16621902
COc1ccc2c(c1)[nH]cc2CCNC(=O)C[NH3+],s_240690b____13978894____3025698
COc1cccc2c1[nH]cc2CCNC(=O)CC3CSC3,s_22____15506616____11560700
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCCC#C,s_22____4839448____9322364
CC(C)C(=O)NCC(C)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____337030
CC(C)(CNC(=O)CC[NH3+])c1c[nH]c2c1ccc(c2)F,s_240690b____12637968____3025680
CN(C)C(=O)CC[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____8294786____16621896
CCNC(=O)NCCc1c[nH]c2c1ccc(c2)F,s_2554____2366562____951600
COc1cc2c(cc([nH]2)CCCNC(=O)CCl)c(c1)OC,s_270062____7623638____8147258
CC(C(=O)NCCc1c[nH]c2c1c(ccc2)Br)O,s_22____10303762____7941096
CCC(=O)Nc1cc2cc(ccc2[nH]1)OC,s_22____9276248____58887
CC(C)Oc1ccc2c(c1)c(c[nH]2)CNC(=O)C,s_22____9192330____58844
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CSC,s_22____4839448____60364
c1cc2c(cc1Cl)[nH]cc2CCNC(=O)CON,s_240690b____7360096____13151248
CC(CNC(=O)N)c1c[nH]c2c1cc(cc2)OC,s_2554____15754608____788524
CC(C)C(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____337030
CC#CC(=O)NCCc1c([nH]c2c1cccc2F)C,s_22____17596642____9296322
COc1cccc2c1[nH]cc2CCNC(=O)CCCF,s_22____15506616____12105272
CN(CC#C)C(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_272164____14971778____9374306
CCOCCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____3124140
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)N(C)CC#C,s_272164____14971778____17341378
COc1ccc2c(c1)[nH]cc2CCNC(=O)CSCC#N,s_22____13978824____575700
COc1ccc2c(c1)cc([nH]2)C[NH2+]CC(CO)OC,s_270004____13952054____16621896
COc1cccc2c1c(c[nH]2)CCNC(=O)C(F)F,s_22____13025516____58886
COc1cccc2c1[nH]cc2CCNC(=O)C(C=C)O,s_22____15506616____10475936
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCCC=C,s_512____11969934____13978836
CN(C)C(=O)C[NH2+]Cc1cc2c([nH]1)cccc2OC,s_207____3310404____15269818
c1c(cc(c2c1[nH]cc2CCNC(=O)CC[NH3+])F)F,s_240690b____15144160____3025680
COCC(=O)NCCc1c[nH]c2c1cc(cc2)F,s_22____9631354____59039
c1ccc2c(c1)cc([nH]2)CCNC(=O)C[NH3+],s_240690b____11689208____3025698
CNC(=S)NCCc1c[nH]c2c1ccc(c2)OC,s_8____13978820____83693
CC(C)[NH2+]CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_270006b____8394006____11954852
CC(=O)NCc1c[nH]c2c1cc(cc2)F,s_22____15273190____58844
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCCO,s_22____13978824____16783912
CC(=O)CCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____59017
COc1ccc2c(c1)cc([nH]2)C[NH2+]CC(=O)OCC#C,s_270004____15267152____16621896
CCCOCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____2009696
CCCC(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_22____13570824____58866
C[NH2+]CCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_240690b____13978894____10126850
CC(C)C(=O)NCCc1c[nH]c2c1cc(cc2)Br,s_270062____12854088____12409802
COc1cccc2c1[nH]cc2CCNC(=O)CC(F)(F)F,s_22____15506616____1720042
CCOCC[NH2+]Cc1cc2c([nH]1)cccc2OC,s_270004____8349722____15269820
c1cc2c(cc1F)[nH]cc2CCNC(=O)CON,s_240690b____7354100____13151248
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)C[NH2+]C3CC3,s_270006b____8394006____7762300
CCOCC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____59118
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC#C,s_512____158631____13978836
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)N,s_2554____13771040____788524
CC(CNC(=O)C(F)F)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____58886
COc1cccc2c1c(c[nH]2)CCNC(=O)C=C=C,s_22____13025516____17543248
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC[NH3+],s_240690b____7354388____3025680
COCC[NH+](Cc1cc2c([nH]1)cccc2OC)CC(=O)[O-],s_275532____13829952____15269824
CC(=O)NCCc1c[nH]c2c1cccn2,s_22____13596594____58844
COc1cccc2c1c(c[nH]2)CCNC(=O)CC#N,s_22____13025516____8794444
CC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____58844
CC#CC(=O)NCCc1c[nH]c2c1cccc2Cl,s_22____12346432____9296322
CCC(=O)NCCCc1c[nH]c2c1cc(cc2)F,s_22____9966972____58887
c1c2c(c[nH]c2cnc1Cl)CCNC(=O)CC[NH3+],s_240690b____17036622____3025680
COCC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____59039
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCCC#C,s_512____4862204____13978836
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)C=CC,s_22____13771018____12103014
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CSC3CC3,s_22____4839448____10687876
COc1cccc2c1[nH]cc2CCNC(=O)NCCC=C,s_512____11969934____15506628
CC(C)(CNC(=O)C[NH2+]C)c1c[nH]c2c1ccc(c2)F,s_240690b____12637968____7368582
CC#CC(=O)NC(C)c1cc2cccc(c2o1)OC,s_22____17638894____9296322
CC=CCCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____16726278
CC(CNC(=O)CCl)c1c[nH]c2c1cc(cc2)OC,s_270062____15754622____8147258
COc1cccc2c1c(c[nH]2)CCNC(=O)CCCO,s_22____13025516____16783912
CC#CC(=O)NCCc1c[nH]c2c1cc(cc2)C,s_22____13612008____9296322
CN(C(=O)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC)O,s_207____13973878____16621894
COc1cccc2c1[nH]cc2CCNC(=O)CN=[N+]=[N-],s_22____15506616____15789270
c1cc2c(c[nH]c2nc1)CCNC(=O)CON,s_240690b____17036658____13151248
CC(C(=O)NCCc1c[nH]c2c1cccn2)[NH3+],s_240690b____17036658____3025692
c1cc2c(c[nH]c2c(c1)Br)CCNC(=O)CCl,s_270062____16720576____8147258
COc1cccc2c1c(c[nH]2)CCNC(=O)CCN=[N+]=[N-],s_22____13025516____15789276
COCC(=O)NCCc1c[nH]c2c1cc(cc2)Cl,s_22____6079110____59039
CCCC(=O)NCC(C)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____58866
Cc1ccc2c(c1)[nH]cc2CCNC(=O)CC[NH3+],s_240690b____11689238____3025680
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC=CCl,s_512____13448004____13978836
COc1cccc2c1[nH]cc2CCNC(=O)NCC3CC3,s_512____309924____15506628
COc1cccc2c1c(c[nH]2)CCNC(=O)NCC(F)F,s_512____6389034____13025528
CC(C)(CC(=O)NCCc1c[nH]c2c1cccc2OC)[NH3+],s_240690b____15506692____7368688
C[NH2+]CC(=O)NCCc1c[nH]c2c1ccc(c2)Cl,s_240690b____7360096____7368582
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC(=C)Br,s_512____2055224____13978836
CC(CNC(=O)CON)c1c[nH]c2c1cc(cc2)OC,s_240690b____15754670____13151248
CC#CC(=O)NCCc1c[nH]c2c1cc(cc2)OCc3ccccc3,s_22____13951486____9296322
Cc1c(c2ccccc2[nH]1)CCNC(=O)C,s_527a____2833524____156031
CC(C)CC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____58916
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C=CC,s_22____9226532____12103014
CC#CC(=O)NCCc1c[nH]c2c1cc(cc2)F,s_22____9631354____9296322
Cc1cccc2c1c(c[nH]2)CCNC(=O)COC,s_22____3219394____59039
c1cc2c(cc1F)c(c[nH]2)CCNC(=O)CO,s_22____9631354____7941800
CC(C)C(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_22____13978824____337030
CC(C[NH2+]Cc1cc2cc(ccc2[nH]1)OC)O,s_270004____8299666____16621896
CC(=O)NCCc1c[nH]c2c1cccc2Cl,s_22____12346432____58844
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)CC#N,s_22____13913040____8794444
CCC(C(=O)NCCc1c[nH]c2c1ccc(c2)OC)F,s_22____13978824____13756276
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC(=C)Cl,s_512____5136592____13978836
CCNC(=O)C(C)(C)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____8299440____16621896
CCC(=O)NCCc1c[nH]c2c1cc(cc2)F,s_22____9631354____58887
C[NH2+]CC(=O)NCCc1c[nH]c2c1c(ccc2)F,s_240690b____16900534____7368582
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC#N,s_22____13612008____8794444
CNC(=S)NCCc1c[nH]c2c1cccc2OC,s_8____15506612____83693
Cc1ccc2c(c1)[nH]cc2CCNC(=O)COC,s_22____9156166____59039
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCC=CCl,s_512____13448004____4839458
CCCCNC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_512____214534____13025528
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CO,s_22____4839448____7941800
CC(=O)NC(Cc1c[nH]c2c1cccn2)C(=O)[O-],s_274078a____12246902____12873778
CC(c1cc2cccc(c2o1)OC)NC(=O)CCl,s_270062____17638936____8147258
COc1cccc2c1c(c[nH]2)CCNC(=O)CC3CC3,s_22____13025516____592954
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCl,s_270062____7617122____8147258
COc1ccc2c(c1)c(c[nH]2)CC(C(=O)OC)[NH3+],EN300-2008931
COc1cccc2c1c(c[nH]2)CCNC(=O)CCl,s_270062____13025552____8147258
COCC(=O)NCCc1c[nH]c2c1ccc(c2)Cl,s_22____2228922____59039
CC(CC(=O)NCCc1c[nH]c2c1ccc(c2)OC)C=C,s_22____13978824____16520644
CC(CNC(=O)N(C)CC#C)c1c[nH]c2c1cc(cc2)OC,s_272164____14971778____17348112
COc1cccc2c1[nH]cc2CCNC(=O)NCC=C,s_512____158555____15506628
CC(C)(CC(=O)NCCc1c[nH]c2c1c(ccc2)OC)[NH3+],s_240690b____13025580____7368688
CC(C(=O)NCCc1c[nH]c2c1ccc(c2)F)O,s_22____2366540____7941096
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC3CC3,s_22____4839448____592954
COc1cccc2c1c(c[nH]2)CCNC(=O)CO,s_22____13025516____7941800
Cc1c(c2ccc(cc2[nH]1)F)CCNC(=O)C,s_270062____12854466____15585492
CCCCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____303718
CCOc1cccc2c1c(c[nH]2)CCNC(=O)CC(C)(C)O,s_22____9226532____9477924
Cc1ccc2c(c1)c(c([nH]2)C)CCNC(=O)C,s_22____16720658____58844
CC(C)(C)CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____294126
CCC(C(=O)NCC(C)c1c[nH]c2c1cc(cc2)OC)F,s_22____15754586____13756276
CC(CC(=O)NCCc1c[nH]c2c1cccc2OC)C=C,s_22____15506616____16520644
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CC(=O)OC,s_22____4839448____590148
CCCCNC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_512____214534____4839458
c1c2c(cc(c1Cl)F)[nH]cc2CCNC(=O)C[NH3+],s_240690b____12342476____3025698
CC(CNC(=O)CC[NH3+])c1c[nH]c2c1cc(cc2)OC,s_240690b____15754670____3025680
CC(C)C(=O)NCCc1c[nH]c2c1c(ccc2)F,s_22____16900452____337030
COc1cccc2c1c(c[nH]2)CCNC(=O)C(=O)N,s_22____13025516____12053348
CC(C[NH2+]Cc1cc2c([nH]1)cccc2OC)OC,s_270004____9164178____15269820
CCNC(=S)NCC(C)c1c[nH]c2c1cc(cc2)OC,s_8____15754582____83696
COc1cccc2c1[nH]cc2CCNC(=O)CCl,s_270062____15506652____8147258
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCC3CC3,s_22____13978824____4970170
CC(C)NC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_512____158537____13025528
CC(=O)NCCc1c[nH]c2c1c(ccc2)OCc3ccccc3,s_22____15775312____58844
COc1ccc2c(c1)cc([nH]2)NC(=O)CO,s_22____9276248____7941800
COc1cccc2c1[nH]cc2CCNC(=O)C(F)F,s_22____15506616____58886
C[NH2+]CC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_240690b____13025580____7368582
CC(C)(C[NH2+]Cc1cc2cc(ccc2[nH]1)OC)C(=O)OC,s_270004____8284638____16621896
CC(C)(CNC(=O)COC)c1c[nH]c2c1ccc(c2)F,s_527a____12637914____157834
Cc1cccc2c1[nH]cc2CCNC(=O)CO,s_22____5635330____7941800
CCOc1cccc2c1c(c[nH]2)CCNC(=O)C(F)F,s_22____9226532____58886
CC(C(=O)[O-])[NH+](C)Cc1cc2c([nH]1)cccc2OC,s_275532____13830256____15269824
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)CC[NH3+],s_240690b____13913110____3025680
COc1cccc2c1c(c[nH]2)CCNC(=O)NCC=CCl,s_512____13448004____13025528
COc1cccc2c1c(c[nH]2)CCNC(=O)CS(=O)(=O)C,s_22____13025516____1290374
CCC(C(=O)NCCc1c[nH]c2c1cccc2OC)F,s_22____15506616____13756276
COc1cccc2c1c(c[nH]2)CCNC(=O)CSCC=C,s_22____13025516____925054
CC=CC(=O)NCCc1c[nH]c2c1cc(cc2)F,s_22____9631354____12103014
COc1cccc2c1c(c[nH]2)CCNC(=O)C(C=C)O,s_22____13025516____10475936
COc1cccc2c1[nH]cc2CCNC(=O)N,s_2554____15506638____788524
COc1cccc2c1[nH]cc2CCNC(=O)CS(=O)(=O)C,s_22____15506616____1290374
c1ccc2c(c1)c(c[nH]2)CCNC(=O)C[NH3+],s_240690b____7351080____3025698
CC(=O)NCCc1c[nH]c2c1cc(cc2)N,EN300-1694055
c1c2c(c[nH]c2cnc1Cl)CCNC(=O)CON,s_240690b____17036622____13151248
COc1cccc2c1c(c[nH]2)CCNC(=O)NN,s_273464b____13025594____11234894
COc1ccc2c(c1)[nH]cc2CCNC(=O)N,s_2554____13978846____788524
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCC(=O)[O-],s_58____12370788____131253
c1cc2c(cc1F)c(c[nH]2)CCNC(=O)N,s_2554____9631380____788524
CC(C(=O)NCCc1c[nH]c2c1cc(cc2)OC)[NH3+],s_240690b____7354388____3025692
CCCC(=O)NCCc1c[nH]c2c1c(ccc2)OCC,s_22____9226532____58866
CC(=C)CNC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_512____9045016____13025528
CC[NH2+]CC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_240690b____13025580____7368632
CCCOCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____2009696
C[NH2+]CC(=O)NCCc1c[nH]c2c1cc(cc2)Br,s_240690b____12854120____7368582
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCC=C,s_22____4839448____2757558
CC(C)C(C(=O)NCCc1c[nH]c2c1ccc(c2)OC)F,s_22____13978824____9156240
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CCN=[N+]=[N-],s_22____4839448____15789276
c1c(cc(c2c1c(c[nH]2)CCNC(=O)CCl)Cl)Cl,s_270062____16424530____8147258
c1cc2c(cc1Cl)c(c[nH]2)CCNC(=O)CCl,s_270062____7620740____8147258
CCCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____58866
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC=CBr,s_512____15075154____13978836
C[NH+](C)CC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____2989428
c1cc2c(c[nH]c2c(c1)Br)CCNC(=O)CC[NH3+],s_240690b____16720624____3025680
COc1cccc2c1[nH]cc2CCNC(=O)CC3CC3,s_22____15506616____592954
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)CON,s_240690b____13913110____13151248
CC(C(=O)NCCc1c[nH]c2c1cc(cc2)Br)[NH3+],s_240690b____12854120____3025692
CC(CNC(=O)C=C=C)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____17543248
CC(C)NC(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_512____158537____13978836
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)NN,s_273464b____13771102____11234894
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)COCC[NH3+],s_270006b____8394006____11615886
c1cc2c(c(c1)F)c(c[nH]2)CCNC(=O)CC#N,s_22____16900452____8794444
CC(=O)NC(C)(C)Cc1c[nH]c2c1c(ccc2)Br,s_270062____15561864____15585492
CN(CCF)C(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_272164____14971852____17338548
