SMILES,TITLE,fragments,Hybrid2,docked_fragment,site
COC(=O)Nc1ccc(cc1)Cc2ccncc2,x0159,x0159,-8.405703,x0749,active-covalent
C[C@H]1CN(CCO1)C(=O)Cn2cccn2,x0411,x0411,-8.403324,x0397,active-noncovalent
C[C@H]1CN(CCO1)C(=O)Cn2cccn2,x1132,x1132,-8.403324,x0397,active-noncovalent
CS(=O)(=O)NCCc1ccc(cc1)F,x0171,x0171,-8.401482,x0161,active-noncovalent
c1cc(ccc1NC(=S)N)OC(F)(F)F,x1243,x1243,-8.400145,x0749,active-covalent
c1cc(ccc1NC(=S)N)OC(F)(F)F,x0230,x0230,-8.400145,x0749,active-covalent
COC(=O)Nc1nnc(s1)CC2CCCC2,x0660,x0660,-8.395270,x0678,active-noncovalent
C[NH2+]CCC1CCCCC1,x0158,x0158,-8.391209,x0195,active-noncovalent
Cn1ccc(n1)C(=O)NC[C@@H]2CCCO2,x0503,x0503,-8.386631,x0749,active-covalent
Cn1ccc(n1)C(=O)NC[C@@H]2CCCO2,x1187,x1187,-8.386631,x0749,active-covalent
CCc1ccccc1NC(=O)c2c(nns2)C,x1106,x1106,-8.385263,x0749,active-covalent
CCc1ccccc1NC(=O)c2c(nns2)C,x0359,x0359,-8.385263,x0749,active-covalent
CN(CC(=O)[O-])C(=O)c1ccc(cc1)F,x0312,x0312,-8.384836,x0397,active-noncovalent
c1ccc2c(c1)ccc(n2)C(=O)NO,x0144,x0144,-8.380999,x1382,active-covalent
C[NH2+]Cc1ccncc1,x1211,x1211,-8.380624,x0540,active-noncovalent
C1CC1c2nc(on2)C[NH+]3CCOCC3,x0382,x0382,-8.379877,x0678,active-noncovalent
C[C@H]1C[C@@H](C[N@]1S(=O)(=O)C)C(=O)OC(C)(C)C,x0886,x0886,-8.379017,x0749,active-covalent
CCCc1cc(=O)oc2c1ccc(c2)OC(=O)C,x0110,x0110,-8.377654,x0749,active-covalent
CC(=O)Nc1ccc(cc1)OC(=O)N2CCCC2,x0253,x0253,-8.369528,x0072,active-noncovalent
c1ccc(cc1)CCCC(=O)N2CCOCC2,x0449,x0449,-8.367527,x0749,active-covalent
CC(C)c1ccc(cc1)NC(=O)N2CCOCC2,x0509,x0509,-8.365993,x0161,active-noncovalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x0762,x0762,-8.360458,x0749,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x1386,x1386,-8.360458,x0749,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x1485,x1485,-8.360458,x0749,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x1415,x1415,-8.360458,x0749,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x0688,x0688,-8.360458,x0749,active-covalent
c1ccc(cc1)Nc2nncs2,x0244,x0244,-8.357056,x0678,active-noncovalent
Cc1ccc(c(c1)C)OCC(=O)N2CCOCC2,x0405,x0405,-8.356479,x0161,active-noncovalent
CCC(=O)Nc1ccc(cc1O)C,x0317,x0317,-8.354318,x0195,active-noncovalent
COc1cccc2c1nc(s2)NC(=O)CCl,x0795,x0795,-8.354192,x0195,active-noncovalent
COc1cccc2c1nc(s2)NC(=O)CCl,x1475,x1475,-8.354192,x0195,active-noncovalent
COc1cccc2c1nc(s2)NC(=O)CCl,x0721,x0721,-8.354192,x0195,active-noncovalent
COc1cccc2c1nc(s2)NC(=O)CCl,x1396,x1396,-8.354192,x0195,active-noncovalent
COc1cccc2c1nc(s2)NC(=O)CCl,x1449,x1449,-8.354192,x0195,active-noncovalent
COc1cccc2c1nc(s2)NC(=O)CCl,x1310,x1310,-8.354192,x0195,active-noncovalent
COc1cccc2c1nc(s2)NC(=O)CCl,x1348,x1348,-8.354192,x0195,active-noncovalent
COc1ccccc1N2CCN(CC2)CC#N,x0649,x0649,-8.353209,x0072,active-noncovalent
Cc1cccc2c1nc(s2)NC(=O)OC,x0552,x0552,-8.350819,x0195,active-noncovalent
C[NH+]1CCN(CC1)C(=O)Nc2ccc(cc2)F,x0633,x0633,-8.338463,x0104,active-noncovalent
C[NH+]1CCN(CC1)C(=O)Nc2ccc(cc2)F,x1066,x1066,-8.338463,x0104,active-noncovalent
c1ccc(cc1)C(=O)NC2CCN(CC2)C(=O)CCl,x1351,x1351,-8.333075,x0749,active-covalent
c1ccc(cc1)C(=O)NC2CCN(CC2)C(=O)CCl,x1426,x1426,-8.333075,x0749,active-covalent
c1ccc(cc1)C(=O)NC2CCN(CC2)C(=O)CCl,x1451,x1451,-8.333075,x0749,active-covalent
c1ccc(cc1)C(=O)NC2CCN(CC2)C(=O)CCl,x1313,x1313,-8.333075,x0749,active-covalent
c1ccc(cc1)C(=O)NC2CCN(CC2)C(=O)CCl,x0799,x0799,-8.333075,x0749,active-covalent
c1ccc(cc1)C(=O)NC2CCN(CC2)C(=O)CCl,x0725,x0725,-8.333075,x0749,active-covalent
c1cnc(nc1)NC(=O)Cc2ccc(cc2)Cl,x0381,x0381,-8.331869,x0678,active-noncovalent
Cc1ccc(cc1)[C@]2(CCN(C2)C(=O)C)C(=O)OC,x0896,x0896,-8.331729,x0678,active-noncovalent
CNC(=O)c1cccc2c1[nH]cc2,x0652,x0652,-8.324838,x0195,active-noncovalent
c1ccnc(c1)NC[C@H]2CC[NH2+]C2,x0482,x0482,-8.319512,x0072,active-noncovalent
c1ccnc(c1)NC[C@H]2CC[NH2+]C2,x1193,x1193,-8.319512,x0072,active-noncovalent
CCn1c2ccccc2nc1NC(=O)C,x0185,x0185,-8.318187,x0195,active-noncovalent
c1ccc(cc1)CN[C@H]2CC[NH2+]C2,x0477,x0477,-8.310785,x0161,active-noncovalent
c1ccc(cc1)CN[C@H]2CC[NH2+]C2,x1209,x1209,-8.310785,x0161,active-noncovalent
c1cc(cc(c1)Cl)C[NH+]2CCOCC2,x0669,x0669,-8.308483,x0678,active-noncovalent
CN1CC[C@@H](C1=O)Oc2cccc(c2)F,x1178,x1178,-8.303802,x0749,active-covalent
CN1CC[C@@H](C1=O)Oc2cccc(c2)F,x0544,x0544,-8.303802,x0749,active-covalent
COc1ccc(cn1)NC(=O)Nc2cccs2,x0409,x0409,-8.302752,x0678,active-noncovalent
COc1ccc(cc1)NC(=O)Nc2ccncc2,x0448,x0448,-8.300281,x0678,active-noncovalent
c1cc(ccc1C[NH+]2CCOCC2)C(F)(F)F,x0539,x0539,-8.298043,x0749,active-covalent
c1c[nH+]c(cc1N2CCCC2)C(=O)N,x0658,x0658,-8.296037,x0195,active-noncovalent
c1cc(ccc1C[N@H+]2CC[C@H](C2)O)Cl,x0654,x0654,-8.292242,x0749,active-covalent
c1cc(ccc1C[N@H+]2CC[C@H](C2)O)Cl,x1198,x1198,-8.292242,x0749,active-covalent
C[C@H]1CCCN(CC1)C(=O)c2cscn2,x0534,x0534,-8.291144,x0397,active-noncovalent
Cc1c(cccc1Cl)NC(=O)C[NH3+],x0676,x0676,-8.277519,x0749,active-covalent
Cc1c(cccc1Cl)NC(=O)C[NH3+],x1288,x1288,-8.277519,x0749,active-covalent
c1cc(c(c(c1)F)C(=O)N2CCCCCC2)F,x0506,x0506,-8.268783,x0749,active-covalent
CCCn1c(ccn1)c2ccncc2,x1091,x1091,-8.268024,x0072,active-noncovalent
CCCn1c(ccn1)c2ccncc2,x0162,x0162,-8.268024,x0072,active-noncovalent
CC(=O)c1cccc(c1)NC(=O)C(F)(F)F,x0438,x0438,-8.266839,x0195,active-noncovalent
C1CCC(C1)[NH2+]C[C@@H]2CCCO2,x1138,x1138,-8.265560,x0678,active-noncovalent
C1CCC(C1)[NH2+]C[C@@H]2CCCO2,x0562,x0562,-8.265560,x0678,active-noncovalent
c1ccc(cc1)S(=O)(=O)[N@@]2CC[C@@H](C2)[NH3+],x1250,x1250,-8.265256,x0749,active-covalent
c1ccc(cc1)S(=O)(=O)[N@@]2CC[C@@H](C2)[NH3+],x0489,x0489,-8.265256,x0749,active-covalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)CCl,x1317,x1317,-8.260922,x0749,active-covalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)CCl,x1454,x1454,-8.260922,x0749,active-covalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)CCl,x1481,x1481,-8.260922,x0749,active-covalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)CCl,x1431,x1431,-8.260922,x0749,active-covalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)CCl,x0810,x0810,-8.260922,x0749,active-covalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)CCl,x0736,x0736,-8.260922,x0749,active-covalent
Cc1cc(no1)CN(C)C(=O)NC2CC2,x0397,x0397,-8.257285,x0397,active-noncovalent
COc1cc(cc(c1OC)OC)C[NH3+],x0118,x0118,-8.253920,x0195,active-noncovalent
COC(=O)c1ccc(cc1)NC(=O)C(F)(F)F,x0616,x0616,-8.248976,x0749,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Cl,x0772,x0772,-8.245034,x0749,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Cl,x1438,x1438,-8.245034,x0749,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Cl,x1334,x1334,-8.245034,x0749,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Cl,x1489,x1489,-8.245034,x0749,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Cl,x0698,x0698,-8.245034,x0749,active-covalent
Cn1ccc(n1)C(=O)Nc2cccc(c2)C(=O)[O-],x0285,x0285,-8.240463,x0749,active-covalent
CCNC(=O)c1ccc(c(c1)F)N(C)C,x0560,x0560,-8.238508,x0161,active-noncovalent
CC(C)c1ccc(cc1)C[NH+]2CCC(CC2)O,x0101,x0101,-8.233604,x0749,active-covalent
CN(C)C(=O)c1ccc(cc1Br)F,x0241,x0241,-8.230582,x0678,active-noncovalent
Cc1nnc(s1)C[N@@H+]2CCC=C(C2)F,x0395,x0395,-8.229791,x0678,active-noncovalent
CC[C@@H](c1ccncc1)[NH2+]C,x0289,x0289,-8.228788,x0540,active-noncovalent
CN(C[C@@H]1CCOC1)c2c(cncn2)Cl,x0555,x0555,-8.226234,x1093,active-noncovalent
CN(C[C@@H]1CCOC1)c2c(cncn2)Cl,x1166,x1166,-8.226234,x1093,active-noncovalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1389,x1389,-8.223348,x0749,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x0767,x0767,-8.223348,x0749,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1418,x1418,-8.223348,x0749,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1437,x1437,-8.223348,x0749,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1486,x1486,-8.223348,x0749,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x0693,x0693,-8.223348,x0749,active-covalent
C1CC2(CC2)CN(C1)C(=O)COC(F)F,x0588,x0588,-8.221041,x0195,active-noncovalent
c1ccc(cc1)OCC(=O)N2CCCC2,x0324,x0324,-8.217861,x0749,active-covalent
c1ccc(c(c1)C[NH+]2CCOCC2)O,x0624,x0624,-8.217443,x0678,active-noncovalent
CCNC(=O)Nc1cc(on1)C,x0623,x0623,-8.216379,x0678,active-noncovalent
Cn1cc(cn1)[C@@H]2CCC[C@@H]2C(=O)OC,x0921,x0921,-8.214624,x0195,active-noncovalent
C[C@@H](C[NH2+]Cc1c(cccc1Cl)Cl)O,x0590,x0590,-8.209663,x0678,active-noncovalent
C[C@@H](C[NH2+]Cc1c(cccc1Cl)Cl)O,x1199,x1199,-8.209663,x0678,active-noncovalent
C[C@@H](C[NH2+]Cc1c(cccc1Cl)Cl)O,x1276,x1276,-8.209663,x0678,active-noncovalent
c1cc(ccc1OCC(=O)N2CCCC2)F,x0547,x0547,-8.209067,x0749,active-covalent
CC(=O)N1C[C@@H]([C@@H](C1)c2ccccc2)CO,x0913,x0913,-8.204608,x0708,active-covalent
Cc1cc(on1)C(=O)Nc2ccn(n2)C,x1274,x1274,-8.204236,x0678,active-noncovalent
Cc1cc(on1)C(=O)Nc2ccn(n2)C,x0388,x0388,-8.204236,x0678,active-noncovalent
COc1ccc(cc1)C[NH2+]C2CCCC2,x0400,x0400,-8.203548,x0749,active-covalent
COC[C@@H]1C[N@](CCO1)c2ccccn2,x1144,x1144,-8.203186,x0195,active-noncovalent
COC[C@@H]1C[N@](CCO1)c2ccccn2,x0677,x0677,-8.203186,x0195,active-noncovalent
COc1ccc(cc1)[C@H](C(=O)[O-])[NH3+],x1218,x1218,-8.202593,x0830,active-covalent
c1c(c(=O)[nH]c(=O)[nH]1)NC2CCCCC2,x0284,x0284,-8.202197,x0195,active-noncovalent
c1c2c(sc1C(=O)NNC(=O)CCl)CCCC2,x0782,x0782,-8.202065,x0678,active-noncovalent
c1c2c(sc1C(=O)NNC(=O)CCl)CCCC2,x0708,x0708,-8.202065,x0678,active-noncovalent
C[C@@]1(C(=O)NC(=O)N1)CCc2ccc(cc2)OC,x0048,x0048,-8.199460,x0104,active-noncovalent
C[C@@]1(C(=O)NC(=O)N1)CCc2ccc(cc2)OC,x1203,x1203,-8.199460,x0104,active-noncovalent
Cc1cc(nc(n1)Nc2ccccc2)C,x0510,x0510,-8.198807,x1093,active-noncovalent
CCN(CC)c1cccc(c1)O,x1052,x1052,-8.195868,x0195,active-noncovalent
CCN(CC)c1cccc(c1)O,x0303,x0303,-8.195868,x0195,active-noncovalent
Cn1c(=O)n(c(=O)s1)Cc2ccccc2,x1302,x1302,-8.193286,x0678,active-noncovalent
Cn1c(=O)n(c(=O)s1)Cc2ccccc2,x1299,x1299,-8.193286,x0678,active-noncovalent
Cn1c(=O)n(c(=O)s1)Cc2ccccc2,x1296,x1296,-8.193286,x0678,active-noncovalent
Cn1c(=O)n(c(=O)s1)Cc2ccccc2,x1293,x1293,-8.193286,x0678,active-noncovalent
Cc1cc(no1)C(=O)NCc2cccs2,x1058,x1058,-8.192686,x0678,active-noncovalent
Cc1cc(no1)C(=O)NCc2cccs2,x0407,x0407,-8.192686,x0678,active-noncovalent
Cc1c(c(=O)[nH][nH]1)CCO,x0300,x0300,-8.177485,x0678,active-noncovalent
Cc1ccc(c2c1NCCC2)NC(=O)C,x0089,x0089,-8.175303,x0195,active-noncovalent
CC(C)Nc1[nH]c2ccccc2n1,x1094,x1094,-8.171877,x0678,active-noncovalent
CC(C)Nc1[nH]c2ccccc2n1,x0168,x0168,-8.171877,x0678,active-noncovalent
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x1410,x1410,-8.171848,x0749,active-covalent
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x1460,x1460,-8.171848,x0749,active-covalent
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x1327,x1327,-8.171848,x0749,active-covalent
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x1384,x1384,-8.171848,x0749,active-covalent
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x0753,x0753,-8.171848,x0749,active-covalent
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x1483,x1483,-8.171848,x0749,active-covalent
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x0827,x0827,-8.171848,x0749,active-covalent
CCOc1ccc(cc1)[C@@H](C)[NH3+],x1130,x1130,-8.169896,x0195,active-noncovalent
CCOc1ccc(cc1)[C@@H](C)[NH3+],x0275,x0275,-8.169896,x0195,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0805,x0805,-8.163763,x0195,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1353,x1353,-8.163763,x0195,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1428,x1428,-8.163763,x0195,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1401,x1401,-8.163763,x0195,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0731,x0731,-8.163763,x0195,active-noncovalent
COc1ccc2cn[nH]c(=O)c2c1OC,x0213,x0213,-8.156851,x0540,active-noncovalent
c1ccc(cc1)CNc2c[nH]c(=O)[nH]c2=O,x0239,x0239,-8.155928,x0678,active-noncovalent
c1ccc(cc1)CNc2c[nH]c(=O)[nH]c2=O,x1244,x1244,-8.155928,x0678,active-noncovalent
Cn1cc(cn1)CNC(=O)c2ccco2,x0452,x0452,-8.154411,x0678,active-noncovalent
COc1cccc(c1)[C@@H]2CCOC[C@@H]2C(=O)OC,x0890,x0890,-8.153377,x0195,active-noncovalent
Cc1ccccc1CCNC(=O)C,x0208,x0208,-8.153120,x0195,active-noncovalent
Cc1ccc(cc1)OCC(=O)N2CC[NH+](CC2)C,x0354,x0354,-8.151998,x0104,active-noncovalent
CN1CC[N@@](CC1=O)c2c(cccn2)F,x0429,x0429,-8.149520,x0195,active-noncovalent
C[C@@H](c1nnc2n1cccc2)NC(=O)C,x0055,x0055,-8.147388,x0195,active-noncovalent
c1cc(ccc1NC(=O)CC#N)Cl,x0585,x0585,-8.147179,x0749,active-covalent
CC(=O)N1C[C@H]([C@H](C1)C(=O)OC)c2ccccc2,x0905,x0905,-8.146653,x0708,active-covalent
C[C@]1(CCCN1C(=O)OC(C)(C)C)C(=O)N,x0918,x0918,-8.146595,x0874,active-noncovalent
c1cscc1[C@@H]2CCC[C@@H]2C(=O)[O-],x0867,x0867,-8.143205,x0759,active-covalent
c1cc(ncc1F)NC2CCOCC2,x0631,x0631,-8.139266,x0434,active-noncovalent
Cc1ccccc1CNc2nnnn2C,x0445,x0445,-8.137181,x0678,active-noncovalent
C[C@@H]1CCN([C@@H]2[C@H]1CCCC2)C(=O)CCl,x1312,x1312,-8.132010,x0195,active-noncovalent
C[C@@H]1CCN([C@@H]2[C@H]1CCCC2)C(=O)CCl,x0798,x0798,-8.132010,x0195,active-noncovalent
C[C@@H]1CCN([C@@H]2[C@H]1CCCC2)C(=O)CCl,x0724,x0724,-8.132010,x0195,active-noncovalent
C[C@@H]1CCN([C@@H]2[C@H]1CCCC2)C(=O)CCl,x1350,x1350,-8.132010,x0195,active-noncovalent
c1cc(ccc1[C@@]2(CCC[NH2+]C2)C[NH3+])F,x0845,x0845,-8.129405,x0161,active-noncovalent
C1CN(CC[NH2+]1)C(=O)CC(F)(F)F,x0085,x0085,-8.129176,x0195,active-noncovalent
C1CN(CC[NH2+]1)C(=O)CC(F)(F)F,x1238,x1238,-8.129176,x0195,active-noncovalent
C[C@@H]1[C@@H](CCC[N@H+]1Cc2ccccc2)O,x0464,x0464,-8.128137,x0195,active-noncovalent
Cc1c2cn[nH]c(=O)c2n(n1)C,x0342,x0342,-8.126868,x0678,active-noncovalent
COc1ccc(cc1OC)C[NH+]2CCOCC2,x0664,x0664,-8.118290,x0104,active-noncovalent
Cc1ccc(cc1)CNC(=O)COC,x0523,x0523,-8.117338,x0104,active-noncovalent
CC(=O)N1CCC[C@H]1C(=O)NCC#CBr,x0976,x0976,-8.115957,x0195,active-noncovalent
CC(=O)NCC1(CCOCC1)c2ccccc2,x0279,x0279,-8.107312,x0678,active-noncovalent
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x1409,x1409,-8.099801,x0195,active-noncovalent
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x0821,x0821,-8.099801,x0195,active-noncovalent
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x1459,x1459,-8.099801,x0195,active-noncovalent
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x1381,x1381,-8.099801,x0195,active-noncovalent
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x1323,x1323,-8.099801,x0195,active-noncovalent
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x0747,x0747,-8.099801,x0195,active-noncovalent
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x1364,x1364,-8.099801,x0195,active-noncovalent
C[C@H](COc1cccc(c1)F)O,x1168,x1168,-8.095153,x0195,active-noncovalent
C[C@H](COc1cccc(c1)F)O,x0233,x0233,-8.095153,x0195,active-noncovalent
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0689,x0689,-8.094704,x0749,active-covalent
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1330,x1330,-8.094704,x0749,active-covalent
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0763,x0763,-8.094704,x0749,active-covalent
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1465,x1465,-8.094704,x0749,active-covalent
CC[NH2+]Cc1cccc2c1cc[nH]2,x0663,x0663,-8.093389,x0678,active-noncovalent
CC[NH2+]Cc1cccc2c1cc[nH]2,x1088,x1088,-8.093389,x0678,active-noncovalent
Cn1c2ccccc2c(n1)C(=O)N,x0066,x0066,-8.093293,x0195,active-noncovalent
CC(=O)Nc1ccc(cc1)Nc2ccccc2,x0164,x0164,-8.093094,x0072,active-noncovalent
c1cc(ccc1C[NH2+]C[C@H]2CCCO2)F,x0417,x0417,-8.090335,x1093,active-noncovalent
Cc1nc(sn1)N2CCC[NH2+]CC2,x0608,x0608,-8.065742,x0195,active-noncovalent
Cc1ccc(s1)C(=O)Nc2ccccc2OC,x0319,x0319,-8.056968,x0749,active-covalent
C[C@H]1C[C@@H](C[NH2+]1)C(=O)OC(C)(C)C,x0843,x0843,-8.056814,x0195,active-noncovalent
COc1cccc(c1)[C@@H]2CCOC[C@@H]2[NH3+],x0923,x0923,-8.055153,x0195,active-noncovalent
c1cc2c(cc1C(=O)N3CCCCCC3)OCO2,x0376,x0376,-8.053423,x0749,active-covalent
Cc1nc(on1)NC(=O)CC2CCCC2,x0114,x0114,-8.040282,x0678,active-noncovalent
Cc1cc(ns1)C(=O)NC[C@@H]2CCCO2,x0385,x0385,-8.040281,x0397,active-noncovalent
Cc1cc(ns1)C(=O)NC[C@@H]2CCCO2,x1129,x1129,-8.040281,x0397,active-noncovalent
C[C@@H](Cc1ccc(cc1)Br)C(=O)N,x1196,x1196,-8.038245,x0749,active-covalent
C[C@@H](Cc1ccc(cc1)Br)C(=O)N,x0314,x0314,-8.038245,x0749,active-covalent
COC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccco2)O,x0436,x0436,-8.037658,x0195,active-noncovalent
CC(=O)c1ccc(cc1)OCC(=O)[O-],x0223,x0223,-8.036836,x0749,active-covalent
C1CN(CCC1C(=O)N)C(=O)CC#N,x0295,x0295,-8.035443,x0678,active-noncovalent
C1CS(=O)(=O)C[C@@H]1N2CCN(CC2)C(=O)CCl,x0726,x0726,-8.031411,x0749,active-covalent
C1CS(=O)(=O)C[C@@H]1N2CCN(CC2)C(=O)CCl,x0800,x0800,-8.031411,x0749,active-covalent
C1CS(=O)(=O)C[C@@H]1N2CCN(CC2)C(=O)CCl,x1452,x1452,-8.031411,x0749,active-covalent
CC(C)(c1ccccc1)C(=O)N,x1267,x1267,-8.031240,x0678,active-noncovalent
CC(C)(c1ccccc1)C(=O)N,x0268,x0268,-8.031240,x0678,active-noncovalent
Cc1cccc(c1C)NC(=O)C[NH+]2CCOCC2,x0419,x0419,-8.025280,x0749,active-covalent
Cc1nc(cs1)C[N@]2C[C@H](C[C@H]2C[NH3+])F,x0470,x0470,-8.023185,x1418,active-covalent
Cc1nc(cs1)C[N@]2C[C@H](C[C@H]2C[NH3+])F,x1248,x1248,-8.023185,x1418,active-covalent
c1cn2c(n1)[C@H](CCC2)C(=O)N,x0302,x0302,-8.018932,x1093,active-noncovalent
c1cn2c(n1)[C@H](CCC2)C(=O)N,x1131,x1131,-8.018932,x1093,active-noncovalent
COc1ccc(cc1)NC2=[NH+]CCN2,x1269,x1269,-8.016686,x0678,active-noncovalent
COc1ccc(cc1)NC2=[NH+]CCN2,x0644,x0644,-8.016686,x0678,active-noncovalent
c1ccc(cc1)S(=O)(=O)[N@]2CC[C@H]3[C@@]2(C3)C(=O)N,x0904,x0904,-8.016534,x0161,active-noncovalent
CCN(CCO)c1ccc(cc1)N,x0211,x0211,-8.015523,x0195,active-noncovalent
C1C[C@H](CN(C1)C(=O)CCC(F)(F)F)[NH3+],x0646,x0646,-8.015240,x0195,active-noncovalent
C1C[C@H](CN(C1)C(=O)CCC(F)(F)F)[NH3+],x1181,x1181,-8.015240,x0195,active-noncovalent
CNC(=O)c1cccc(n1)C(=O)[O-],x0047,x0047,-8.011734,x0831,active-covalent
CC(=O)N1CC[C@H]2[C@@]1(C2)Sc3ccccc3,x0912,x0912,-8.009000,x0749,active-covalent
Cc1ccc(cc1)[C@]2(CCC[NH2+]C2)C(=O)OC,x0911,x0911,-8.008082,x0749,active-covalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x0801,x0801,-8.005103,x0195,active-noncovalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x1399,x1399,-8.005103,x0195,active-noncovalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x0727,x0727,-8.005103,x0195,active-noncovalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x1477,x1477,-8.005103,x0195,active-noncovalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x1314,x1314,-8.005103,x0195,active-noncovalent
CC(C)C(=O)N1CC[NH+](CC1)C(C)C,x0467,x0467,-8.001329,x0104,active-noncovalent
Cc1nc(cs1)CC(=O)N2CCOCC2,x0580,x0580,-8.000721,x0749,active-covalent
C[C@@H](CNC(=O)Nc1ccccc1)O,x1126,x1126,-7.998687,x0749,active-covalent
C[C@@H](CNC(=O)Nc1ccccc1)O,x0040,x0040,-7.998687,x0749,active-covalent
CC(C)(CO)NC(=O)c1cccc(c1)Cl,x0630,x0630,-7.993550,x0195,active-noncovalent
COc1cccc(c1)[C@@H]2CCOC[C@@H]2C(=O)[O-],x0906,x0906,-7.993543,x0678,active-noncovalent
COc1ccc(cc1)CNC(=O)CC#N,x0610,x0610,-7.990477,x0104,active-noncovalent
COc1ccc(cc1)CNC(=O)CC#N,x1266,x1266,-7.990477,x0104,active-noncovalent
C[C@@H]1C[C@H]1C(=O)NCCc2ccc(cc2)Cl,x0656,x0656,-7.988801,x0678,active-noncovalent
c1[nH]c2c(n1)c(ncn2)N3CCC3,x0521,x0521,-7.987397,x0678,active-noncovalent
CC(=O)c1cccc(c1)NC(=O)N2CCOCC2,x0199,x0199,-7.986823,x0749,active-covalent
Cc1cc(nc(n1)C)N2CC[NH2+]CC2,x0147,x0147,-7.984191,x0195,active-noncovalent
c1cc(c(c(c1)F)C(=O)N2CCCC2)F,x0496,x0496,-7.983286,x0678,active-noncovalent
c1cc(ccc1[C@@H]2COC[C@@H]2C(=O)[O-])F,x0847,x0847,-7.982597,x0759,active-covalent
C[1C@@H]1CC[1C@@H](O1)C(=O)N2CCC=C(C2)F,x0493,x0493,-7.978871,x0104,active-noncovalent
CCOC(=O)NCc1ccccc1,x0492,x0492,-7.977962,x0678,active-noncovalent
CCOC(=O)NCc1ccccc1,x1067,x1067,-7.977962,x0678,active-noncovalent
CC(=O)N1CC[C@@H]2[C@]1(C2)c3cccc(n3)COC,x0928,x0928,-7.977842,x0195,active-noncovalent
CCOc1ccccc1N2CC[NH2+]CC2,x0088,x0088,-7.968272,x0678,active-noncovalent
