SMILES,TITLE,fragments,Hybrid2,docked_fragment,site
c1ccc(c(c1)C#N)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1335,x1335,-9.037238,x0072,active-noncovalent
c1ccc(c(c1)C#N)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1371,x1371,-9.037238,x0072,active-noncovalent
c1ccc(c(c1)C#N)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1439,x1439,-9.037238,x0072,active-noncovalent
c1ccc(c(c1)C#N)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0774,x0774,-9.037238,x0072,active-noncovalent
c1ccc(c(c1)C#N)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1490,x1490,-9.037238,x0072,active-noncovalent
c1ccc(cc1)C(=O)Nc2ccc3c(c2)cccn3,x0059,x0059,-9.035738,x0195,active-noncovalent
c1cnc(cn1)N2CC[C@]3(C2)CCOC3,x0425,x0425,-9.026854,x0678,active-noncovalent
c1cnc(cn1)N2CC[C@]3(C2)CCOC3,x1123,x1123,-9.026854,x0678,active-noncovalent
c1cc(ccc1C(=O)N)NC(=O)[C@@H]2CCCO2,x0499,x0499,-9.014398,x0749,active-covalent
c1cc(ccc1C(=O)N)NC(=O)[C@@H]2CCCO2,x1136,x1136,-9.014398,x0749,active-covalent
CC1CCN(CC1)C(=O)c2cc3ccccc3o2,x0621,x0621,-9.007912,x0195,active-noncovalent
Cc1nccn1Cc2cccc(c2)C#N,x0648,x0648,-8.996169,x0195,active-noncovalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)C3CC3,x0441,x0441,-8.991626,x0195,active-noncovalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)C3CC3,x1051,x1051,-8.991626,x0195,active-noncovalent
c1ccc(c(c1)C(=O)Nc2nncs2)F,x0416,x0416,-8.987787,x0749,active-covalent
C[C@@H](c1ccccc1F)N2CC[NH2+]CC2,x0471,x0471,-8.987543,x0195,active-noncovalent
c1cc(c(nc1)NCC2CCOCC2)F,x0504,x0504,-8.984223,x0072,active-noncovalent
CC(=O)N1CCN(CC1)c2ccc(cc2)Cl,x0056,x0056,-8.982459,x0749,active-covalent
CC(=O)N1CC[C@@H]2[C@]1(C2)C(=O)c3cccnc3,x0932,x0932,-8.980422,x0195,active-noncovalent
c1ccc(cc1)COc2ccccc2N,x0141,x0141,-8.973719,x0161,active-noncovalent
c1cc(sc1)C(=O)N2CCN(CC2)C(=O)CCl,x1412,x1412,-8.962703,x0749,active-covalent
c1cc(sc1)C(=O)N2CCN(CC2)C(=O)CCl,x0832,x0832,-8.962703,x0749,active-covalent
c1cc(sc1)C(=O)N2CCN(CC2)C(=O)CCl,x0758,x0758,-8.962703,x0749,active-covalent
c1cc(sc1)C(=O)N2CCN(CC2)C(=O)CCl,x1366,x1366,-8.962703,x0749,active-covalent
CC1CCN(CC1)C(=O)CCCc2ccccc2,x0292,x0292,-8.930166,x1093,active-noncovalent
CC(C)CC(=O)NCc1ccc2c(c1)OCO2,x0431,x0431,-8.927890,x0195,active-noncovalent
Cn1nc(nn1)NC(=O)c2cc3ccccc3o2,x0495,x0495,-8.918229,x0678,active-noncovalent
Cc1nc2ccccc2n1CCC(=O)N,x0154,x0154,-8.917376,x0678,active-noncovalent
Cc1nc2ccccc2n1CCC(=O)N,x1239,x1239,-8.917376,x0678,active-noncovalent
C[C@H](c1cccnc1)[NH2+]C2CC2,x0619,x0619,-8.906029,x0678,active-noncovalent
C[C@H](c1cccnc1)[NH2+]C2CC2,x1133,x1133,-8.906029,x0678,active-noncovalent
C[C@@H]1CCCN(C1)C(=O)C2CCN(CC2)C(=O)CCl,x0781,x0781,-8.904353,x0749,active-covalent
C[C@@H]1CCCN(C1)C(=O)C2CCN(CC2)C(=O)CCl,x1360,x1360,-8.904353,x0749,active-covalent
C[C@@H]1CCCN(C1)C(=O)C2CCN(CC2)C(=O)CCl,x0817,x0817,-8.904353,x0749,active-covalent
C[C@@H]1CCCN(C1)C(=O)C2CCN(CC2)C(=O)CCl,x0707,x0707,-8.904353,x0749,active-covalent
C[C@@H]1CCCN(C1)C(=O)C2CCN(CC2)C(=O)CCl,x1457,x1457,-8.904353,x0749,active-covalent
C[C@@H]1CCCN(C1)C(=O)C2CCN(CC2)C(=O)CCl,x0743,x0743,-8.904353,x0749,active-covalent
CN(c1ccccc1)C(=O)[C@@H]2CC[NH2+]C2,x0600,x0600,-8.903916,x0749,active-covalent
CN(c1ccccc1)C(=O)[C@@H]2CC[NH2+]C2,x1205,x1205,-8.903916,x0749,active-covalent
c1ccc(c(c1)C(=O)NCCc2ccncc2)F,x0426,x0426,-8.897669,x0678,active-noncovalent
c1ccc(c(c1)C[NH2+]C2CCOCC2)F,x0566,x0566,-8.897429,x0678,active-noncovalent
c1ccc(c(c1)C[NH2+]C2CCOCC2)F,x1109,x1109,-8.897429,x0678,active-noncovalent
CC(=O)Nc1ccc(cc1)N2CC[NH+](CC2)C,x1053,x1053,-8.891528,x0749,active-covalent
CC(=O)Nc1ccc(cc1)N2CC[NH+](CC2)C,x0345,x0345,-8.891528,x0749,active-covalent
CC(=O)Nc1ccc(cc1)N2CC[NH+](CC2)C,x1282,x1282,-8.891528,x0749,active-covalent
Cc1ccc(cc1)N2CCN(CC2)C(=O)N,x1071,x1071,-8.886573,x0749,active-covalent
Cc1ccc(cc1)N2CCN(CC2)C(=O)N,x0043,x0043,-8.886573,x0749,active-covalent
c1cc(cc(c1)Cl)NC(=O)C[NH+]2CCCC2,x0349,x0349,-8.878303,x0195,active-noncovalent
c1cc(oc1)C(=O)N2CC[NH+](CC2)CC(=O)N,x0341,x0341,-8.873401,x0161,active-noncovalent
Cc1ccccc1OCC(=O)N(C)C,x0684,x0684,-8.853641,x0195,active-noncovalent
Cc1cc(no1)C(=O)NCC(=O)OC,x0466,x0466,-8.849805,x0397,active-noncovalent
Cc1cc(no1)C(=O)NCC(=O)OC,x1065,x1065,-8.849805,x0397,active-noncovalent
c1cc(c(nc1)Cl)C(=O)Nc2nc[nH]n2,x0653,x0653,-8.848922,x0678,active-noncovalent
c1cc(ccc1C[C@]2(CC[NH2+]C2)N)F,x0881,x0881,-8.842945,x0195,active-noncovalent
Cc1ccn(c(=O)c1)Cc2csc(n2)C,x0256,x0256,-8.842185,x0678,active-noncovalent
Cc1cccc(c1)Nc2c3cnn(c3ncn2)C,x0543,x0543,-8.837940,x0678,active-noncovalent
c1cc(ccc1n2cc(nn2)CO)Cl,x0142,x0142,-8.833220,x0749,active-covalent
c1cc(ccc1n2cc(nn2)CO)Cl,x1122,x1122,-8.833220,x0749,active-covalent
COc1ccc(cc1)C2(CCOCC2)C(=O)OC,x0865,x0865,-8.832322,x0749,active-covalent
CC(C)(C)C1CCN(CC1)C(=O)c2ccccc2,x0378,x0378,-8.828969,x0749,active-covalent
Cc1ccccc1C[N@@H+]2CCCN(CC2)C(=O)CCl,x0757,x0757,-8.817808,x0678,active-noncovalent
Cc1ccccc1C[N@@H+]2CCCN(CC2)C(=O)CCl,x0831,x0831,-8.817808,x0678,active-noncovalent
c1ccc(cc1)SCC(=O)NC2CCCCC2,x0578,x0578,-8.817554,x1093,active-noncovalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x1494,x1494,-8.813875,x0195,active-noncovalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x0705,x0705,-8.813875,x0195,active-noncovalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x0779,x0779,-8.813875,x0195,active-noncovalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x1340,x1340,-8.813875,x0195,active-noncovalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x0706,x0706,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x1341,x1341,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x1393,x1393,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x1320,x1320,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x1442,x1442,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x1359,x1359,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x0780,x0780,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x0742,x0742,-8.810882,x0749,active-covalent
C1CCCN(CC1)C(=O)C2CCN(CC2)C(=O)CCl,x0816,x0816,-8.810882,x0749,active-covalent
CN(c1ccc(nn1)C(=O)N)C2CCC2,x0306,x0306,-8.807671,x0749,active-covalent
Cn1nc(nn1)NC(=O)c2ccc(cc2)F,x0640,x0640,-8.800728,x0678,active-noncovalent
Cc1ccccc1[C@@H]2COC[C@@H]2C(=O)[O-],x0898,x0898,-8.796511,x1392,active-covalent
COC(=O)[C@@]1(CC[NH2+]C1)Cc2ccc(cc2)F,x0860,x0860,-8.795607,x0195,active-noncovalent
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,x0829,x0829,-8.791444,x0072,active-noncovalent
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,x0755,x0755,-8.791444,x0072,active-noncovalent
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,x1484,x1484,-8.791444,x0072,active-noncovalent
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,x1411,x1411,-8.791444,x0072,active-noncovalent
COC(=O)c1ccc(cc1)NC(=O)C2CCCC2,x0412,x0412,-8.791307,x0749,active-covalent
CS(=O)(=O)Cc1[nH]c2ccccc2n1,x0084,x0084,-8.784011,x0678,active-noncovalent
CS(=O)(=O)Cc1[nH]c2ccccc2n1,x1237,x1237,-8.784011,x0678,active-noncovalent
c1cnccc1C(=O)N2CC[NH2+]CC2,x0620,x0620,-8.777584,x0195,active-noncovalent
c1ccc(c(c1)[C@@H]2C[NH2+]C[C@@H]2CO)F,x0922,x0922,-8.772961,x0195,active-noncovalent
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x1491,x1491,-8.760096,x0072,active-noncovalent
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x1372,x1372,-8.760096,x0072,active-noncovalent
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x1469,x1469,-8.760096,x0072,active-noncovalent
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x1336,x1336,-8.760096,x0072,active-noncovalent
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x0775,x0775,-8.760096,x0072,active-noncovalent
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x0701,x0701,-8.760096,x0072,active-noncovalent
CCc1ccc(cc1)c2c(sc(n2)N)C,x0280,x0280,-8.756579,x0161,active-noncovalent
c1ccc(c(c1)NC(=S)N)OC(F)(F)F,x0226,x0226,-8.755044,x0678,active-noncovalent
C[C@H]1C[N@H+]([C@@H](CO1)C)Cc2c(snn2)Cl,x0587,x0587,-8.754675,x0678,active-noncovalent
CC(=O)N[C@H]1Cc2ccccc2NC1,x1213,x1213,-8.753743,x0195,active-noncovalent
c1cc(cc(c1)F)C[NH+]2CCOCC2,x0520,x0520,-8.740264,x0678,active-noncovalent
c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N,x1119,x1119,-8.735435,x0678,active-noncovalent
c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N,x0108,x0108,-8.735435,x0678,active-noncovalent
c1cnc(nc1)NC2CCCCCC2,x0485,x0485,-8.728378,x0678,active-noncovalent
C1CCC(CC1)CCC(=O)N2CCOCC2,x1110,x1110,-8.724532,x0749,active-covalent
C1CCC(CC1)CCC(=O)N2CCOCC2,x0565,x0565,-8.724532,x0749,active-covalent
c1cc(c(c(c1)Cl)C[NH+]2CCN(CC2)C(=O)CCl)F,x0729,x0729,-8.715132,x0830,active-covalent
c1cc(c(c(c1)Cl)C[NH+]2CCN(CC2)C(=O)CCl)F,x0803,x0803,-8.715132,x0830,active-covalent
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1468,x1468,-8.709384,x1093,active-noncovalent
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1488,x1488,-8.709384,x1093,active-noncovalent
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0697,x0697,-8.709384,x1093,active-noncovalent
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1333,x1333,-8.709384,x1093,active-noncovalent
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1390,x1390,-8.709384,x1093,active-noncovalent
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0771,x0771,-8.709384,x1093,active-noncovalent
Cc1ccc(cc1O)NC(=O)c2ccco2,x1229,x1229,-8.709225,x1093,active-noncovalent
CNc1c(cc(cn1)C(F)(F)F)Cl,x1078,x1078,-8.708693,x0195,active-noncovalent
CNc1c(cc(cn1)C(F)(F)F)Cl,x0193,x0193,-8.708693,x0195,active-noncovalent
c1cc2c(cc1c3cc[nH]n3)OCO2,x0326,x0326,-8.701745,x0195,active-noncovalent
c1cc(cc(c1)O)C[NH+]2CCSCC2,x0372,x0372,-8.697557,x0107,active-noncovalent
Cc1ccc(cc1)CC(=O)NC[C@@H]2CCCO2,x1125,x1125,-8.693243,x0749,active-covalent
Cc1ccc(cc1)CC(=O)NC[C@@H]2CCCO2,x0351,x0351,-8.693243,x0749,active-covalent
CCCc1nnc(s1)NC(=O)c2ccccn2,x0403,x0403,-8.691767,x0104,active-noncovalent
CC(C)C(=O)Nc1cccc(c1)C#N,x0637,x0637,-8.690668,x0195,active-noncovalent
Cc1ccc(cc1)CNC(=O)Cc2cccs2,x0366,x0366,-8.682387,x0678,active-noncovalent
C[NH+](C)Cc1nc(no1)C2(CCCC2)[NH3+],x0628,x0628,-8.681139,x0397,active-noncovalent
c1cc(ccc1NC(=O)C[NH+]2CCCC2)F,x1050,x1050,-8.676518,x0161,active-noncovalent
c1cc(ccc1NC(=O)C[NH+]2CCCC2)F,x0440,x0440,-8.676518,x0161,active-noncovalent
C[C@H]1C[C@@H](C[N@@H+]1C)C(=O)OC(C)(C)C,x0864,x0864,-8.672071,x0195,active-noncovalent
c1cc(ccc1CC(=O)Nc2ccc(cc2)F)F,x0474,x0474,-8.669066,x1093,active-noncovalent
CC[NH+]1CCN(CC1)C(=O)NC2CCCCC2,x0410,x0410,-8.660185,x0678,active-noncovalent
CC[NH+]1CCN(CC1)C(=O)NC2CCCCC2,x1107,x1107,-8.660185,x0678,active-noncovalent
c1cc(c(cc1C#N)F)N2CC[NH2+]CC2,x0591,x0591,-8.658874,x0161,active-noncovalent
COc1ccc(cc1)NCc2ccc(cc2)F,x0371,x0371,-8.655661,x1093,active-noncovalent
c1cc(cc(c1)Cl)C[NH+]2CCN(CC2)C(=O)CCl,x0770,x0770,-8.647134,x0749,active-covalent
c1cc(cc(c1)Cl)C[NH+]2CCN(CC2)C(=O)CCl,x1369,x1369,-8.647134,x0749,active-covalent
c1cc(cc(c1)Cl)C[NH+]2CCN(CC2)C(=O)CCl,x0696,x0696,-8.647134,x0749,active-covalent
c1ccc(c(c1)[C@@H]2COC[C@@H]2CO)F,x0914,x0914,-8.640936,x0195,active-noncovalent
c1ccc(cc1)OCC(=O)Nc2ccccc2O,x0497,x0497,-8.639600,x0161,active-noncovalent
C[NH2+]Cc1ccc(cc1)C(F)(F)F,x0136,x0136,-8.638557,x0195,active-noncovalent
c1cc(ccc1c2cncnc2N)Cl,x0248,x0248,-8.638306,x0678,active-noncovalent
Cn1c(ccn1)C(=O)NCc2cccs2,x0433,x0433,-8.637927,x0678,active-noncovalent
C[C@@H](c1ccccc1Cl)NS(=O)(=O)C,x0163,x0163,-8.637293,x0678,active-noncovalent
C[C@@H](c1ccccc1Cl)NS(=O)(=O)C,x1186,x1186,-8.637293,x0678,active-noncovalent
COc1ccc(cc1)CC(=O)Nc2nncs2,x0679,x0679,-8.629848,x0678,active-noncovalent
Cc1ccc(cc1)CNC(=O)c2c(ccs2)C,x0491,x0491,-8.628611,x0749,active-covalent
Cc1nc(on1)C[NH+]2CCC(CC2)CO,x0167,x0167,-8.624547,x0107,active-noncovalent
COc1ccc2c(c1)sc(n2)NC(=O)C3CC3,x1089,x1089,-8.622681,x0749,active-covalent
COc1ccc2c(c1)sc(n2)NC(=O)C3CC3,x0363,x0363,-8.622681,x0749,active-covalent
c1cc2c(cc1CNC(=O)CCl)OCO2,x0826,x0826,-8.609344,x0195,active-noncovalent
c1cc2c(cc1CNC(=O)CCl)OCO2,x0752,x0752,-8.609344,x0195,active-noncovalent
CCc1ccc(s1)C(=O)NCc2cnn(c2)C,x1283,x1283,-8.609312,x0678,active-noncovalent
CCc1ccc(s1)C(=O)NCc2cnn(c2)C,x0364,x0364,-8.609312,x0678,active-noncovalent
CCc1ccc(s1)C(=O)NCc2cnn(c2)C,x1054,x1054,-8.609312,x0678,active-noncovalent
COCC(=O)NCc1[nH]c2ccccc2n1,x0674,x0674,-8.607532,x0195,active-noncovalent
CNC(=O)NCc1c(cccc1Cl)F,x0096,x0096,-8.605600,x0678,active-noncovalent
C[NH+]1CCN(CC1)C(=O)[C@H]2CCCO2,x0603,x0603,-8.601013,x0195,active-noncovalent
C[NH+]1CCN(CC1)C(=O)[C@H]2CCCO2,x1263,x1263,-8.601013,x0195,active-noncovalent
c1cc(cc(c1)Cl)C(=O)Nc2ccon2,x1246,x1246,-8.600665,x0749,active-covalent
c1cc(cc(c1)Cl)C(=O)Nc2ccon2,x0368,x0368,-8.600665,x0749,active-covalent
C[C@H]1COCC[N@@H+]1Cc2ccccc2F,x0370,x0370,-8.597687,x0678,active-noncovalent
C[NH+]1CCN(CC1)C(=O)Nc2ccccc2,x0165,x0165,-8.596467,x0749,active-covalent
C[C@@H]1CN(CCO1)C(=O)c2cnccn2,x1195,x1195,-8.595640,x0107,active-noncovalent
C[C@@H]1CN(CCO1)C(=O)c2cnccn2,x0196,x0196,-8.595640,x0107,active-noncovalent
c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1368,x1368,-8.592737,x0072,active-noncovalent
c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1487,x1487,-8.592737,x0072,active-noncovalent
c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1467,x1467,-8.592737,x0072,active-noncovalent
c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0695,x0695,-8.592737,x0072,active-noncovalent
c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1332,x1332,-8.592737,x0072,active-noncovalent
c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0769,x0769,-8.592737,x0072,active-noncovalent
CCC1CCC(CC1)[NH2+]C[C@H]2CCCO2,x0375,x0375,-8.591557,x1093,active-noncovalent
Cc1cccc(c1)C[NH+]2CCN(CC2)C(=O)CCl,x0692,x0692,-8.591468,x0072,active-noncovalent
Cc1cccc(c1)C[NH+]2CCN(CC2)C(=O)CCl,x1331,x1331,-8.591468,x0072,active-noncovalent
Cc1cccc(c1)C[NH+]2CCN(CC2)C(=O)CCl,x0766,x0766,-8.591468,x0072,active-noncovalent
Cc1cccc(c1)C[NH+]2CCN(CC2)C(=O)CCl,x1388,x1388,-8.591468,x0072,active-noncovalent
Cc1cccc(c1)C[NH+]2CCN(CC2)C(=O)CCl,x1417,x1417,-8.591468,x0072,active-noncovalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x1446,x1446,-8.582395,x0749,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x1305,x1305,-8.582395,x0749,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x1343,x1343,-8.582395,x0749,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x0715,x0715,-8.582395,x0749,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x0789,x0789,-8.582395,x0749,active-covalent
COCC(=O)Nc1nc(cs1)c2ccccc2,x0263,x0263,-8.575462,x0749,active-covalent
CC1(CN(C[C@@H]1O)c2c(cccn2)F)C,x0458,x0458,-8.574858,x0749,active-covalent
CC1(CN(C[C@@H]1O)c2c(cccn2)F)C,x1197,x1197,-8.574858,x0749,active-covalent
c1cc(c(cc1Cl)N(=O)=O)N2CCN(CC2)C(=O)CCl,x0768,x0768,-8.565459,x0749,active-covalent
c1cc(c(cc1Cl)N(=O)=O)N2CCN(CC2)C(=O)CCl,x1419,x1419,-8.565459,x0749,active-covalent
c1cc(c(cc1Cl)N(=O)=O)N2CCN(CC2)C(=O)CCl,x0694,x0694,-8.565459,x0749,active-covalent
Cc1ccc(c(c1)NC(=O)Nn2cnnc2)OC,x0529,x0529,-8.562340,x0678,active-noncovalent
Cc1ccc(cc1)CN2CCS(=O)(=O)CC2,x0386,x0386,-8.557223,x0749,active-covalent
c1cc(ncc1N2CCCOCC2)C#N,x1048,x1048,-8.555458,x0749,active-covalent
c1cc(ncc1N2CCCOCC2)C#N,x1077,x1077,-8.555458,x0749,active-covalent
c1cc(ncc1N2CCCOCC2)C#N,x0421,x0421,-8.555458,x0749,active-covalent
Cc1ccc(nc1)NC(=O)[C@H]2CCCO2,x1210,x1210,-8.540951,x0749,active-covalent
Cc1ccc(nc1)NC(=O)[C@H]2CCCO2,x0361,x0361,-8.540951,x0749,active-covalent
CC(=O)Nc1ccc(cc1)CC(=O)N,x0087,x0087,-8.540783,x1385,active-covalent
c1cc(oc1)C(=O)NCCc2ccc(cc2)F,x0444,x0444,-8.540394,x0678,active-noncovalent
Cc1nc(c(s1)NC(=O)OC)c2ccccc2,x1235,x1235,-8.534267,x0434,active-noncovalent
CCCn1c2ccccc2nc1NC(=O)CC,x0681,x0681,-8.521357,x0195,active-noncovalent
Cc1c(c(on1)C)C(=O)NCCC2=CCCCC2,x0357,x0357,-8.515441,x0678,active-noncovalent
Cc1c(c(on1)C)C(=O)NCCC2=CCCCC2,x1075,x1075,-8.515441,x0678,active-noncovalent
C[NH2+]C[C@H]1COc2ccccc2O1,x0225,x0225,-8.505136,x0195,active-noncovalent
C[NH2+]C[C@H]1COc2ccccc2O1,x1242,x1242,-8.505136,x0195,active-noncovalent
C[N@@H+]1CC[C@H]2[C@@]1(C2)c3cccc(n3)COC,x0925,x0925,-8.504783,x0195,active-noncovalent
C[C@H](c1ccc(cc1)c2cncnc2)[NH3+],x0092,x0092,-8.504209,x0104,active-noncovalent
C[C@H](c1ccc(cc1)c2cncnc2)[NH3+],x1190,x1190,-8.504209,x0104,active-noncovalent
C[NH2+][C@H]1CCC[N@](C1)c2cccnn2,x0067,x0067,-8.504120,x0387,active-noncovalent
C[NH+](C)CCN1C(=O)c2ccccc2C1=O,x0271,x0271,-8.498603,x0195,active-noncovalent
Cc1cccc(n1)NC(=O)[C@@H]2CCC[NH2+]2,x1179,x1179,-8.494068,x1093,active-noncovalent
Cc1cccc(n1)NC(=O)[C@@H]2CCC[NH2+]2,x0420,x0420,-8.494068,x1093,active-noncovalent
COc1ccc(cc1)N2C[C@H](CC2=O)C(=O)N,x0068,x0068,-8.492237,x0749,active-covalent
COc1ccc(cc1)N2C[C@H](CC2=O)C(=O)N,x1153,x1153,-8.492237,x0749,active-covalent
c1ccc(cc1)c2cc(on2)C[NH3+],x0151,x0151,-8.486247,x0161,active-noncovalent
c1ccc(c(c1)CNc2c[nH]nc2)F,x0111,x0111,-8.482352,x0749,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0814,x0814,-8.481145,x0749,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0760,x0760,-8.481145,x0749,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x1456,x1456,-8.481145,x0749,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x1357,x1357,-8.481145,x0749,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0740,x0740,-8.481145,x0749,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0686,x0686,-8.481145,x0749,active-covalent
c1cc(ccc1C[NH2+]Cc2ccc(cc2)F)C#N,x0597,x0597,-8.479713,x1093,active-noncovalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1339,x1339,-8.473157,x0749,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x0704,x0704,-8.473157,x0749,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1422,x1422,-8.473157,x0749,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1441,x1441,-8.473157,x0749,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x0778,x0778,-8.473157,x0749,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1471,x1471,-8.473157,x0749,active-covalent
CCn1cc(cn1)C(=O)NCc2ccc(cc2)F,x0374,x0374,-8.473101,x0161,active-noncovalent
Cc1ccc(c(c1)O)NC(=O)c2ccccc2C,x0515,x0515,-8.473072,x1093,active-noncovalent
Cc1cccc(n1)[N@]2CC[NH2+][C@@H](C2)C,x0537,x0537,-8.469460,x0195,active-noncovalent
Cc1cccc(n1)[N@]2CC[NH2+][C@@H](C2)C,x1188,x1188,-8.469460,x0195,active-noncovalent
CC(=O)Nc1ccc(cc1)Oc2ncccn2,x0194,x0194,-8.469294,x0072,active-noncovalent
CCC(=O)NCc1nnc2n1CCCC2,x0278,x0278,-8.462798,x0678,active-noncovalent
C[C@H](c1ccc(cc1)NC(=O)C2CC2)[NH3+],x0589,x0589,-8.462635,x0749,active-covalent
C[C@H](c1ccc(cc1)NC(=O)C2CC2)[NH3+],x1135,x1135,-8.462635,x0749,active-covalent
c1cc(ccc1NC(=O)N2CCOCC2)O,x0316,x0316,-8.454274,x0749,active-covalent
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NCC#CBr,x0984,x0984,-8.446019,x0678,active-noncovalent
COC(=O)[C@H]1CCC[C@H]1c2ccsc2,x0861,x0861,-8.425566,x0195,active-noncovalent
C[C@H](C(=O)Nc1cc(n[nH]1)C(F)(F)F)[NH3+],x0318,x0318,-8.421195,x0161,active-noncovalent
C[C@H](C(=O)Nc1cc(n[nH]1)C(F)(F)F)[NH3+],x1142,x1142,-8.421195,x0161,active-noncovalent
C[C@H]1C[C@@H](CN1C(=O)C)C(=O)OC(C)(C)C,x0878,x0878,-8.419034,x0749,active-covalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)N(=O)=O,x0808,x0808,-8.411917,x0749,active-covalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)N(=O)=O,x0734,x0734,-8.411917,x0749,active-covalent
CC(C)NC(=O)c1ccc2ccccc2n1,x0538,x0538,-8.411561,x0195,active-noncovalent
CC(C)NC(=O)c1ccc2ccccc2n1,x1256,x1256,-8.411561,x0195,active-noncovalent
