SMILES,TITLE,fragments
CN(C)C(=O)CN1CCC(NC(=O)Nc2cccnc2)CC1,2917,x0434
CCCNC(=O)C1(NC(=O)Nc2cccnc2)CCCCC1,2918,x0434
COc1cc(CNC(=O)Nc2cccnc2)cc(Br)c1OC,2919,x0434
CC(C)(C)Sc1ccc(NC(=O)Nc2cccnc2)cc1F,2920,x0434
O=C(NCc1nc(-c2ccccc2)no1)Nc1cccnc1,2921,x0434
O=C(CNC(=O)Nc1cccnc1)NCCc1ccccc1,2922,x0434
CCS(=O)(=O)N1CCC(CNC(=O)Nc2cccnc2)CC1,2923,x0434
CC(C)N(C)c1ccc(NC(=O)Nc2cccnc2)cc1F,2924,x0434
O=C(Nc1cccnc1)NC1CCN(c2ccccc2)CC1,2925,x0434
O=C(Nc1ccc(N2CCNC2=O)cc1)Nc1cccnc1,2926,x0434
CC1(CNC(=O)Nc2cccnc2)OCCc2sccc21,2927,x0434
O=C(Nc1cccnc1)Nc1ccc2oc(C(F)F)nc2c1,2928,x0434
COc1ccc(CN(C)C)cc1NC(=O)Nc1cccnc1,2929,x0434
COc1ccc(CCNC(=O)Nc2cccnc2)c(OC)c1,2930,x0434
COC(=O)C1(NC(=O)Nc2cccnc2)CCCC2CC21,2931,x0434
O=C(Nc1cccnc1)Nc1ccc2nc(C3CC3)oc2c1,2932,x0434
O=C(Nc1cccnc1)NC(c1ccc(F)cc1)C1CCC1,2933,x0434
O=C(NCc1ccc(OC(F)(F)F)cc1)Nc1cccnc1,2934,x0434
O=C(Nc1cccnc1)Nc1cccc(N2CCC2=O)c1,2935,x0434
O=C(Nc1cccnc1)NC(CC(F)(F)F)c1ccccc1,2936,x0434
O=C(Nc1cccnc1)Nc1ccc(NC2CCCC2)nc1,2937,x0434
CC(F)(F)c1ccccc1CNC(=O)Nc1cccnc1,2938,x0434
O=C(Nc1cccnc1)Nc1cccc(Cn2cccn2)c1,2939,x0434
CCCC(=O)Nc1ccccc1NC(=O)Nc1cccnc1,2940,x0434
O=C(NCC1(OCCO)CCSCC1)Nc1cccnc1,2941,x0434
Cc1noc(-c2ccc(NC(=O)Nc3cccnc3)cc2)n1,2942,x0434
CN(C)C(=O)c1cccc(CNC(=O)Nc2cccnc2)c1,2943,x0434
CC(C)CSc1nn(C)cc1NC(=O)Nc1cccnc1,2944,x0434
CCCCN(C)c1ccc(NC(=O)Nc2cccnc2)cc1,2945,x0434
Cc1noc(-c2cccc(NC(=O)Nc3cccnc3)c2)n1,2946,x0434
O=C(NCCc1ccccc1OC(F)F)Nc1cccnc1,2947,x0434
COc1cccnc1C(O)CNC(=O)Nc1cccnc1,2948,x0434
CC(=O)NCc1cccc(CNC(=O)Nc2cccnc2)c1,2949,x0434
CN(C)C(=O)Nc1cccc(NC(=O)Nc2cccnc2)c1,2950,x0434
O=C(NCC(CO)Cc1cccc(F)c1)Nc1cccnc1,2951,x0434
O=C(NCC1CCC(O)(C(F)(F)F)C1)Nc1cccnc1,2952,x0434
O=C(Nc1cccnc1)Nc1ccccc1N1CCOCC1,2953,x0434
O=C(Nc1cccnc1)NC1CC(Nc2ccccc2)C1,2954,x0434
O=C(Nc1cccnc1)NC1CCCOc2ccc(F)cc21,2955,x0434
CC(C)Oc1nccc(CNC(=O)Nc2cccnc2)n1,2956,x0434
O=C(Nc1cccnc1)Nc1ccccc1SCC(F)(F)F,2957,x0434
CCOc1ccc(CNC(=O)Nc2cccnc2)c(F)c1,2958,x0434
O=C(Nc1cccnc1)NC1CCc2ccc(F)c(F)c21,2959,x0434
O=C(NCc1nc2ccccn2c1Br)Nc1cccnc1,2960,x0434
COc1ccccc1COCCNC(=O)Nc1cccnc1,2961,x0434
COC(=O)CC1(NC(=O)Nc2cccnc2)CCCOC1,2962,x0434
CC1(C)CCc2cc(NC(=O)Nc3cccnc3)ccc21,2963,x0434
NC(=O)[C@@H]1CCCN1CCCNC(=O)Nc1cccnc1,2964,x0434
CN1CCC(NC(=O)Nc2cccnc2)c2ccccc21,2965,x0434
CC(C)C(CNC(=O)Nc1cccnc1)c1cccnc1,2966,x0434
CC1(C)COc2cc(NC(=O)Nc3cccnc3)ccc21,2967,x0434
CC(C)(CNC(=O)Nc1cccnc1)c1ccc(Cl)cn1,2968,x0434
C=CCCOc1cccc(NC(=O)Nc2cccnc2)c1,2969,x0434
CCCCn1ncc(NC(=O)Nc2cccnc2)c1CC,2970,x0434
COC(=O)c1ccc(NC(=O)Nc2cccnc2)c(C)n1,2971,x0434
O=C(Nc1cccnc1)Nc1ccc2cc[nH]c(=O)c2c1,2972,x0434
CCOC(=O)C1(C)COCC1NC(=O)Nc1cccnc1,2973,x0434
CCC1(NC(=O)Nc2cccnc2)CCC(=O)NC1=O,2974,x0434
CC(CNC(=O)Nc1cccnc1)N1C[C@H](C)O[C@H](C)C1,2975,x0434
CC(C)(C)OC(=O)C(C)(O)CNC(=O)Nc1cccnc1,2976,x0434
O=C(Nc1cccnc1)Nc1conc1-c1ccccc1,2977,x0434
O=C(Nc1cccnc1)Nc1cccc2nc(Cl)ccc12,2978,x0434
COc1cc(CCO)ccc1NC(=O)Nc1cccnc1,2979,x0434
CCOC(CNC(=O)Nc1cccnc1)C1CCOCC1,2980,x0434
O=C(Nc1cccnc1)Nc1cccc(C(F)(F)F)c1F,2981,x0434
O=C(NCC1(OCCO)CCOCC1)Nc1cccnc1,2982,x0434
CCOc1cc(Br)c(F)cc1NC(=O)Nc1cccnc1,2983,x0434
CN(CCNC(=O)Nc1cccnc1)c1ccc(Br)cc1,2984,x0434
O=C(Nc1cccnc1)Nc1cc(Cl)cc(C(F)(F)F)c1,2985,x0434
CS(=O)(=O)c1ccc(CNC(=O)Nc2cccnc2)cn1,2986,x0434
CC(C)C(CNC(=O)Nc1cccnc1)c1ccnn1C,2987,x0434
O=C(NCc1nc2cc(Br)ccc2o1)Nc1cccnc1,2988,x0434
CCOC(=O)C(CCCOC)NC(=O)Nc1cccnc1,2989,x0434
CC(C)(C)c1ccncc1CNC(=O)Nc1cccnc1,2990,x0434
COC1Cc2ccc(NC(=O)Nc3cccnc3)cc2C1,2991,x0434
COC(=O)c1cc(NC(=O)Nc2cccnc2)sc1C,2992,x0434
CCC(CC)c1cc(CNC(=O)Nc2cccnc2)on1,2993,x0434
O=C(Nc1cccnc1)NC(CF)c1ccc(F)cc1F,2994,x0434
O=C(NCc1ccc([N+](=O)[O-])c(F)c1)Nc1cccnc1,2995,x0434
Cc1ncc(CO)c(CNC(=O)Nc2cccnc2)c1O,2996,x0434
O=C(NCC1CCc2cc(Br)ccc21)Nc1cccnc1,2997,x0434
Cn1cc(NC(=O)Nc2cccnc2)c(C2CCCC2)n1,2998,x0434
O=C(NCCc1ccc(C(F)F)cn1)Nc1cccnc1,2999,x0434
CCc1ccc(C(COC)NC(=O)Nc2cccnc2)o1,3000,x0434
O=C(NCc1nc2ccc(Br)cc2o1)Nc1cccnc1,3001,x0434
COCc1ccc(NC(=O)Nc2cccnc2)cc1C#N,3002,x0434
O=C(NCC(O)Cc1cccc(Cl)c1)Nc1cccnc1,3003,x0434
CC(NC(=O)Nc1cccnc1)c1coc2ccccc12,3004,x0434
O=C(Nc1cccnc1)Nc1ccc(Br)c2ncccc12,3005,x0434
O=C(Nc1cccnc1)Nc1ccc2cc(O)ccc2c1,3006,x0434
Cc1cc(C#N)ccc1CCNC(=O)Nc1cccnc1,3007,x0434
C=CCCCCCCCCCNC(=O)Nc1cccnc1,3008,x0434
CS(=O)(=O)NCC1CCCC1NC(=O)Nc1cccnc1,3009,x0434
Cc1ccc2cnccc2c1NC(=O)Nc1cccnc1,3010,x0434
CC(C)(C)c1cc(CCNC(=O)Nc2cccnc2)no1,3011,x0434
Cn1ncc2ccc(CNC(=O)Nc3cccnc3)cc21,3012,x0434
CC(C)Oc1cc(Br)cc(NC(=O)Nc2cccnc2)c1,3013,x0434
O=C(Nc1cccnc1)Nc1cccc(F)c1C(F)(F)F,3014,x0434
COCC(CN1CCOCC1)NC(=O)Nc1cccnc1,3015,x0434
O=C(NCCc1ccc2c[nH]nc2c1)Nc1cccnc1,3016,x0434
C=CCOc1ccc(Br)cc1NC(=O)Nc1cccnc1,3017,x0434
Cc1nccc2c(NC(=O)Nc3cccnc3)cccc12,3018,x0434
O=C(NCC1CCC1c1ccccc1)Nc1cccnc1,3019,x0434
O=C(Nc1cccnc1)NC1Cc2cnccc2NC1=O,3020,x0434
CC(CCc1ccc(I)cc1)NC(=O)Nc1cccnc1,3021,x0434
CC(=O)NCc1nc(CNC(=O)Nc2cccnc2)cs1,3022,x0434
O=C(Nc1cccnc1)N[C@@H](CO)CCc1ccccc1,3023,x0434
COCCN1CC(CNC(=O)Nc2cccnc2)CC1=O,3024,x0434
COc1cc(NC(=O)Nc2cccnc2)cc(OC)c1Cl,3025,x0434
O=C(Nc1cccnc1)Nc1ccc2c(c1)CCCCC2,3026,x0434
O=C(NCCc1cccc2cc[nH]c12)Nc1cccnc1,3027,x0434
O=C(NCc1nnc(N2CCCC2)o1)Nc1cccnc1,3028,x0434
O=C(Nc1cccnc1)N[C@]1(c2ccccc2)C[C@@H](F)C1,3029,x0434
CC1(NC(=O)Nc2cccnc2)CCOc2ccccc21,3030,x0434
COc1ccc(CCNC(=O)Nc2cccnc2)c(F)c1,3031,x0434
CC(C)C[C@@H](CN1CCCC1)NC(=O)Nc1cccnc1,3032,x0434
NC(=O)CC1(CNC(=O)Nc2cccnc2)CCCCC1,3033,x0434
CN1Cc2c(NC(=O)Nc3cccnc3)cccc2C1=O,3034,x0434
O=C(Nc1cccnc1)N[C@@H]1CCCc2cc(F)ccc21,3035,x0434
C[C@H](NC(=O)Nc1cccnc1)c1csc2ccccc12,3036,x0434
COC(=O)C1(NC(=O)Nc2cccnc2)CC2(CCC2)C1,3037,x0434
O=C(Nc1cccnc1)Nc1cccc2ccc(Cl)nc12,3038,x0434
Cc1ccc2c(c1)[C@H](NC(=O)Nc1cccnc1)CCC2,3039,x0434
O=C(Nc1cccnc1)Nc1ccc2c(=O)[nH]cnc2c1,3040,x0434
O=C(Nc1cccnc1)NC1CCCc2ccccc2C1,3041,x0434
CS(=O)CC(NC(=O)Nc1cccnc1)c1ccccc1,3042,x0434
CC(CCC(=O)OC(C)(C)C)NC(=O)Nc1cccnc1,3043,x0434
O=C(Nc1cccnc1)NC1CCc2cc(O)ccc2C1,3044,x0434
CN1Cc2ccccc2C(NC(=O)Nc2cccnc2)C1,3045,x0434
CC(CSCc1ccccc1)NC(=O)Nc1cccnc1,3046,x0434
O=C(NCC1CCNc2ccccc21)Nc1cccnc1,3047,x0434
Cc1cc(NC(=O)Nc2cccnc2)c2ncccc2c1,3048,x0434
NC(=O)c1cc(N)cc(CNC(=O)Nc2cccnc2)c1,3049,x0434
O=C(Nc1cccnc1)NC(CO)CCc1ccncc1,3050,x0434
Cc1cccc2nc(CNC(=O)Nc3cccnc3)cn12,3051,x0434
COc1ccc([C@@H](C)NC(=O)Nc2cccnc2)cc1C,3052,x0434
O=C(NCC(O)c1ccc(Cl)c(F)c1)Nc1cccnc1,3053,x0434
CCN(CCNC(=O)Nc1cccnc1)CCC(F)(F)F,3054,x0434
Cn1c(CNC(=O)Nc2cccnc2)nc2cccnc21,3055,x0434
O=C(NCCc1ccc2occc2c1)Nc1cccnc1,3056,x0434
CCOC(CNC(=O)Nc1cccnc1)c1ccccc1,3057,x0434
O=C(Nc1cccnc1)NC1COc2c(Cl)cc(Cl)cc21,3058,x0434
COc1ccc(NC(=O)Nc2cccnc2)cc1C(F)F,3059,x0434
CN(C)C[C@@H](NC(=O)Nc1cccnc1)c1ccccc1,3060,x0434
Cc1ccc2oc(CNC(=O)Nc3cccnc3)cc2c1,3061,x0434
CN1CCC(NC(=O)CNC(=O)Nc2cccnc2)CC1,3062,x0434
O=C(Nc1cccnc1)NC1CCc2cc(Br)ccc2C1,3063,x0434
O=C(CNC(=O)Nc1cccnc1)NCc1ccccc1,3064,x0434
COC(CNC(=O)Nc1cccnc1)c1ccccc1C,3065,x0434
Cc1ccc2sc(CNC(=O)Nc3cccnc3)nc2c1,3066,x0434
COc1ccc(C)cc1[C@@H](C)NC(=O)Nc1cccnc1,3067,x0434
CN(C)C(=O)C1(NC(=O)Nc2cccnc2)CCCCC1,3068,x0434
CC(C)N1CCC(CCNC(=O)Nc2cccnc2)CC1,3069,x0434
CCN(C)c1cc(CNC(=O)Nc2cccnc2)ccn1,3070,x0434
Cc1cc(C)c([C@H](C)NC(=O)Nc2cccnc2)c(C)c1,3071,x0434
Cc1ccc(SCCNC(=O)Nc2cccnc2)cc1C,3072,x0434
CC(CCc1ccc(Br)cc1)NC(=O)Nc1cccnc1,3073,x0434
COc1cc(C(N)=O)ccc1NC(=O)Nc1cccnc1,3074,x0434
O=C(NCCc1nnc2ccccn12)Nc1cccnc1,3075,x0434
O=C(Nc1cccnc1)NC1(c2cccc(Br)c2)CCC1,3076,x0434
O=C(Nc1cccnc1)Nc1cccc(-c2cn[nH]c2)c1,3077,x0434
O=C(NCc1ccc(OCCO)cc1)Nc1cccnc1,3078,x0434
CCc1ccc(C(CO)NC(=O)Nc2cccnc2)cc1,3079,x0434
O=C(Nc1cccnc1)Nc1ccc(O)c2ccccc12,3080,x0434
CC(C)Oc1ccc(Cl)cc1NC(=O)Nc1cccnc1,3081,x0434
CCn1ccc2cc(NC(=O)Nc3cccnc3)ccc21,3082,x0434
Cc1ccnc(C(NC(=O)Nc2cccnc2)C2CC2)n1,3083,x0434
CC(C)OCc1cccc(NC(=O)Nc2cccnc2)c1,3084,x0434
O=C(NCC1(c2ccccc2F)CC1)Nc1cccnc1,3085,x0434
O=C(Nc1cccnc1)Nc1ccc(F)cc1OC(F)F,3086,x0434
O=C(NCc1ccc2c(c1)CCCO2)Nc1cccnc1,3087,x0434
CC(C)Oc1ncccc1CNC(=O)Nc1cccnc1,3088,x0434
O=C(NCCc1ccc2c(c1)CCO2)Nc1cccnc1,3089,x0434
O=C(Nc1cccnc1)Nc1c[nH]nc1-c1ccccn1,3090,x0434
CC(C)(NC(=O)Nc1cccnc1)c1ccc(F)cc1F,3091,x0434
CC(C)Oc1cc(CNC(=O)Nc2cccnc2)ccn1,3092,x0434
O=C(Nc1cccnc1)NC1(c2cccc(Cl)c2)CCC1,3093,x0434
CCOc1ccc(CNC(=O)Nc2cccnc2)cc1Cl,3094,x0434
O=C(NCc1cnn(CC(F)(F)F)c1)Nc1cccnc1,3095,x0434
COCc1cc(CNC(=O)Nc2cccnc2)ccc1F,3096,x0434
Cc1ccccc1C1(NC(=O)Nc2cccnc2)CCC1,3097,x0434
C=CCC(Cc1ccccc1)NC(=O)Nc1cccnc1,3098,x0434
CS(=O)(=O)C1(CNC(=O)Nc2cccnc2)CCOCC1,3099,x0434
COCc1ccc(CNC(=O)Nc2cccnc2)cc1F,3100,x0434
O=C(Nc1cccnc1)NC1(c2nnn[nH]2)CCOCC1,3101,x0434
O=C(Nc1cccnc1)N[C@H](CO)Cc1ccc(O)cc1,3102,x0434
O=C(NCc1nnc(-c2cccs2)[nH]1)Nc1cccnc1,3103,x0434
O=C(NCCCOc1ccc(F)cc1)Nc1cccnc1,3104,x0434
O=C(Nc1ccc(OCCCO)cc1)Nc1cccnc1,3105,x0434
CC[C@H](C)[C@H](NC(=O)Nc1cccnc1)C(=O)OC(C)C,3106,x0434
CCc1ccc(C(C)(C)NC(=O)Nc2cccnc2)cc1,3107,x0434
O=C(NCC(O)COc1ccccc1)Nc1cccnc1,3108,x0434
O=C(NCC(O)c1c(F)cccc1Cl)Nc1cccnc1,3109,x0434
O=C(NCCn1ccc(C(F)(F)F)n1)Nc1cccnc1,3110,x0434
O=C(Nc1cccnc1)Nc1ccccc1-c1nccs1,3111,x0434
COCC(NC(=O)Nc1cccnc1)c1ccc(F)cc1,3112,x0434
COc1cccc(C(O)CNC(=O)Nc2cccnc2)c1,3113,x0434
COC(=O)N1CCC(CNC(=O)Nc2cccnc2)CC1,3114,x0434
Cc1ccccc1C(C)(C)CNC(=O)Nc1cccnc1,3115,x0434
Cc1cccc(OCC(C)NC(=O)Nc2cccnc2)c1,3116,x0434
CC(NC(=O)Nc1cccnc1)C(O)c1ccccc1F,3117,x0434
CC(CNC(=O)Nc1cccnc1)Sc1ccc(Br)cc1,3118,x0434
CNC(=O)Nc1cccc(NC(=O)Nc2cccnc2)c1,3119,x0434
COc1cccc(CCCNC(=O)Nc2cccnc2)c1,3120,x0434
CCOCc1ccc(CNC(=O)Nc2cccnc2)cc1,3121,x0434
O=C(NCCc1ccc([N+](=O)[O-])cc1)Nc1cccnc1,3122,x0434
COc1ccc(C(C)NC(=O)Nc2cccnc2)cc1Br,3123,x0434
O=C(NCc1ccccc1C(F)(F)F)Nc1cccnc1,3124,x0434
O=C(Nc1cccnc1)Nc1ccc(O)c(C(F)(F)F)c1,3125,x0434
COC(=O)C12CCC(NC(=O)Nc3cccnc3)(CC1)C2,3126,x0434
CCNC(=O)c1ccccc1NC(=O)Nc1cccnc1,3127,x0434
O=C(Nc1cccnc1)NC1(c2cccnc2)CCCC1,3128,x0434
CC(C)(CNC(=O)Nc1cccnc1)c1ccc(F)cc1,3129,x0434
COc1ccc(F)cc1C(C)NC(=O)Nc1cccnc1,3130,x0434
CNC(=O)Cc1ccccc1NC(=O)Nc1cccnc1,3131,x0434
CS(=O)(=O)CCn1cc(NC(=O)Nc2cccnc2)cn1,3132,x0434
O=C(Nc1cccnc1)NC1CC2CCCC(O)(C2)C1,3133,x0434
CN(CCCNC(=O)Nc1cccnc1)c1ccccn1,3134,x0434
CNC(=O)c1ccc(CNC(=O)Nc2cccnc2)cc1,3135,x0434
CCOc1ccc(CNC(=O)Nc2cccnc2)cc1C,3136,x0434
O=C(Nc1cccnc1)NC1(c2ncccn2)CCC1,3137,x0434
O=C(Nc1cccnc1)NC1CCCN(CC(F)(F)F)C1,3138,x0434
COc1cc(Cl)c(NC(=O)Nc2cccnc2)cc1OC,3139,x0434
O=C(Nc1cccnc1)NC1(C2CC2)CCCCCC1,3140,x0434
CCOc1cccc(CCNC(=O)Nc2cccnc2)c1,3141,x0434
O=C(NCCc1cn2c(n1)CCCC2)Nc1cccnc1,3142,x0434
O=C(Nc1cccnc1)Nc1ccc(-n2nccn2)nc1,3143,x0434
CC(C)C(Cc1ccccc1)NC(=O)Nc1cccnc1,3144,x0434
Cn1nnc2c1CCC(NC(=O)Nc1cccnc1)C2,3145,x0434
CC(NC(=O)Nc1cccnc1)C(=O)Nc1ccccc1,3146,x0434
O=C1COc2cc(NC(=O)Nc3cccnc3)ccc2N1,3147,x0434
CC1(NC(=O)Nc2cccnc2)CCc2ccccc2C1,3148,x0434
O=C(NCc1cc(C(F)(F)F)no1)Nc1cccnc1,3149,x0434
O=C(NCCSCc1ccccc1F)Nc1cccnc1,3150,x0434
CN(C)C[C@H]1CC[C@@H](NC(=O)Nc2cccnc2)CC1,3151,x0434
O=C(NCC1CCN(C2CC2)CC1)Nc1cccnc1,3152,x0434
O=C(NCc1nc2ccc(F)cc2[nH]1)Nc1cccnc1,3153,x0434
CCC(CC)(CNC(=O)Nc1cccnc1)C(=O)OC,3154,x0434
CC(C)(C)c1ccc(CNC(=O)Nc2cccnc2)s1,3155,x0434
CC(C)(C)C(CNC(=O)Nc1cccnc1)OCCO,3156,x0434
COc1ccc(C(C)(C)NC(=O)Nc2cccnc2)cc1,3157,x0434
CCC(CNC(=O)Nc1cccnc1)C1CCOCC1,3158,x0434
Cc1noc(C(C)(C)CNC(=O)Nc2cccnc2)n1,3159,x0434
CCc1nc(C(=O)O)c(NC(=O)Nc2cccnc2)s1,3160,x0434
O=C(NCC1(O)Cc2ccccc2C1)Nc1cccnc1,3161,x0434
CC(NC(=O)Nc1cccnc1)C(C)C1CCCCC1,3162,x0434
O=C(Nc1cccnc1)Nc1ccc2c(c1)COCC2,3163,x0434
O=C(NCC1CCCCN1C1CC1)Nc1cccnc1,3164,x0434
O=C(Nc1cccnc1)NC1CC(=O)N(CC(F)(F)F)C1,3165,x0434
O=C(Nc1cccnc1)NC(C1CC1)C1COCCO1,3166,x0434
Cc1nc2c([nH]1)CC(NC(=O)Nc1cccnc1)CC2,3167,x0434
COC(=O)c1ncoc1CNC(=O)Nc1cccnc1,3168,x0434
O=C(Nc1cccnc1)NC1COc2c1ccc(Cl)c2Cl,3169,x0434
Cc1cc(CNC(=O)Nc2cccnc2)cc(C)c1F,3170,x0434
CCOC(=O)C(NC(=O)Nc1cccnc1)C1CCC1,3171,x0434
O=C(NCC1CCC2(CCCC2)O1)Nc1cccnc1,3172,x0434
O=C(NCC1CC2(CCOCC2)C1)Nc1cccnc1,3173,x0434
Cc1c(CNC(=O)Nc2cccnc2)cccc1[N+](=O)[O-],3174,x0434
O=C(Nc1cccnc1)Nc1cccc(N2CCC2)c1,3175,x0434
O=C(NCc1cnn(C(F)(F)F)c1)Nc1cccnc1,3176,x0434
CC1(C)CCCC(CNC(=O)Nc2cccnc2)CC1,3177,x0434
Cc1coc2ccc(NC(=O)Nc3cccnc3)cc12,3178,x0434
Cc1nnc2n1CCCC2NC(=O)Nc1cccnc1,3179,x0434
O=C(Nc1cccnc1)NC(C1CC1)C1CCCCO1,3180,x0434
O=C(NCC1(O)CCC(F)(F)CC1)Nc1cccnc1,3181,x0434
CCCc1ccccc1CNC(=O)Nc1cccnc1,3182,x0434
COCC(NC(=O)Nc1cccnc1)C1CCCOC1,3183,x0434
O=C(NCCn1cnnc1C1CC1)Nc1cccnc1,3184,x0434
COc1c(C)cccc1CNC(=O)Nc1cccnc1,3185,x0434
Cn1cc(NC(=O)Nc2cccnc2)c2ccccc21,3186,x0434
O=C(NCCCC1CC2CCC1C2)Nc1cccnc1,3187,x0434
Cn1ncc2c1CC(NC(=O)Nc1cccnc1)CC2,3188,x0434
O=C(Nc1cccnc1)Nc1cccc2c1CCOC2,3189,x0434
O=C(NCc1cccc2nonc12)Nc1cccnc1,3190,x0434
O=C(NCC1CSc2ccccc21)Nc1cccnc1,3191,x0434
Cc1cc(F)c(CNC(=O)Nc2cccnc2)c(F)c1,3192,x0434
CN(C)c1ccc(CNC(=O)Nc2cccnc2)nc1,3193,x0434
O=C(NCc1cnc2ccsc2c1)Nc1cccnc1,3194,x0434
CCOC(CNC(=O)Nc1cccnc1)C1CCOC1,3195,x0434
O=C(Nc1cccnc1)NC1CCCC(C(F)F)CC1,3196,x0434
O=C(Nc1cccnc1)Nc1ccc2[nH]c(S)nc2c1,3197,x0434
O=C(NCc1cccc2ccsc12)Nc1cccnc1,3198,x0434
CCS(=O)(=O)N1CC(CNC(=O)Nc2cccnc2)C1,3199,x0434
O=C(Nc1cccnc1)NC(CF)c1ccc(Cl)cc1,3200,x0434
O=C(Nc1cccnc1)Nc1cccnc1C(F)(F)F,3201,x0434
O=C(NCCCc1cccc(O)c1)Nc1cccnc1,3202,x0434
C[C@@H](NC(=O)Nc1cccnc1)c1ccc(Cl)cc1Br,3203,x0434
CCC(NC(=O)Nc1cccnc1)c1c(C)noc1C,3204,x0434
O=C(NCc1nnc(C(F)(F)F)s1)Nc1cccnc1,3205,x0434
O=C(Nc1cccnc1)NC(c1ccncc1)C1CC1,3206,x0434
COc1cc(Br)c(Cl)cc1NC(=O)Nc1cccnc1,3207,x0434
COc1cc(C)c(NC(=O)Nc2cccnc2)cc1F,3208,x0434
O=C(NCCC(O)C1CCCCC1)Nc1cccnc1,3209,x0434
O=C(NCC[C@@H](O)c1ccccc1)Nc1cccnc1,3210,x0434
O=C(Nc1cccnc1)Nc1cc(Br)cc([N+](=O)[O-])c1,3211,x0434
Cc1cnc(F)c(C(C)NC(=O)Nc2cccnc2)c1,3212,x0434
O=C(NC[C@@H](O)c1ccc(Cl)cc1)Nc1cccnc1,3213,x0434
O=C(Nc1ccc(N2CCC2)cc1)Nc1cccnc1,3214,x0434
O=C(Nc1cccnc1)Nc1cc(I)cc([N+](=O)[O-])c1,3215,x0434
O=C(NCc1cccc2[nH]nnc12)Nc1cccnc1,3216,x0434
O=C(Nc1cccnc1)NC1CCCCCCCCC1,3217,x0434
O=C(Nc1cccnc1)Nc1cccc2[nH]c(=O)oc12,3218,x0434
CNCc1cc(Br)ccc1NC(=O)Nc1cccnc1,3219,x0434
CCOC(=O)C(CC1CC1)NC(=O)Nc1cccnc1,3220,x0434
COCC1(CNC(=O)Nc2cccnc2)CCOCC1,3221,x0434
O=C(Nc1cccnc1)Nc1cccc2c1CNC2=O,3222,x0434
CCOCc1nnc(CNC(=O)Nc2cccnc2)s1,3223,x0434
Cc1csc(CCCCNC(=O)Nc2cccnc2)n1,3224,x0434
Cc1ccc(C(C)(O)CNC(=O)Nc2cccnc2)o1,3225,x0434
COc1ccncc1CCNC(=O)Nc1cccnc1,3226,x0434
O=C(NCCc1cc(Cl)ccc1Cl)Nc1cccnc1,3227,x0434
CC[C@@H](NC(=O)Nc1cccnc1)C(=O)OC(C)(C)C,3228,x0434
Cn1cc(C(C)(O)CNC(=O)Nc2cccnc2)cn1,3229,x0434
O=C(Nc1cccnc1)Nc1cccc2c1CCCN2,3230,x0434
Cc1nc2n(n1)CC(NC(=O)Nc1cccnc1)CC2,3231,x0434
O=C(Nc1cccnc1)NC12CCC(C(F)F)(CC1)C2,3232,x0434
Cn1cc(CC(CO)NC(=O)Nc2cccnc2)cn1,3233,x0434
O=C(NCCc1cn2c(n1)SCC2)Nc1cccnc1,3234,x0434
O=C(NCc1nnnn1CC1CC1)Nc1cccnc1,3235,x0434
O=C(Nc1cccnc1)NC1CC2(CC(CO)C2)C1,3236,x0434
O=C(Nc1cccnc1)Nc1ccc2c(c1)nnn2O,3237,x0434
O=C(Nc1cccnc1)NC1CCCC1C1CCCC1,3238,x0434
O=C(Nc1cccnc1)Nc1cc2c(cc1Cl)CCC2,3239,x0434
O=C(Nc1cccnc1)Nc1ccccc1OCCF,3240,x0434
O=C(Nc1cccnc1)NC1CCCN(C2CC2)C1=O,3241,x0434
COCCc1ccccc1NC(=O)Nc1cccnc1,3242,x0434
CC(C)(O)c1ccc(NC(=O)Nc2cccnc2)cc1,3243,x0434
Cc1cc(CCNC(=O)Nc2cccnc2)ccc1Cl,3244,x0434
O=C(Nc1cccnc1)N[C@@H]1CCCc2ccccc21,3245,x0434
CC1(c2ccccc2)CC1NC(=O)Nc1cccnc1,3246,x0434
C=CCOC(=O)[C@@H](NC(=O)Nc1cccnc1)C(C)C,3247,x0434
O=C(Nc1cccnc1)Nc1cccc2c1OCCC2,3248,x0434
O=C(NCc1csc(C(F)(F)F)n1)Nc1cccnc1,3249,x0434
COC(=O)C(NC(=O)Nc1cccnc1)C1CCCC1,3250,x0434
CC(C)C(NC(=O)Nc1cccnc1)c1ccccn1,3251,x0434
Cc1ccc2c(c1)CCC2NC(=O)Nc1cccnc1,3252,x0434
CC(NC(=O)Nc1cccnc1)c1cccc(F)c1F,3253,x0434
CCc1ccc([C@@H](C)NC(=O)Nc2cccnc2)cc1,3254,x0434
COC(=O)C(NC(=O)Nc1cccnc1)C1CCOC1,3255,x0434
O=C(CNC(=O)Nc1cccnc1)Nc1ccccn1,3256,x0434
CC(C)c1ccccc1CNC(=O)Nc1cccnc1,3257,x0434
O=C(NCc1nc2ncccc2[nH]1)Nc1cccnc1,3258,x0434
CC(C)(NC(=O)Nc1cccnc1)c1ccc(F)cc1,3259,x0434
CCc1nc(CCNC(=O)Nc2cccnc2)sc1C,3260,x0434
O=C(Nc1cccnc1)NC1CN(c2ccccn2)C1,3261,x0434
CC(CNC(=O)Nc1cccnc1)Oc1ccccc1,3262,x0434
CC(NC(=O)Nc1cccnc1)c1ccc(F)c(Br)c1,3263,x0434
