SMILES,TITLE,docked_fragment,site,inspiration frags,Chemgauss4
COC(=O)C[C@H](c1ccc(cc1)C(F)(F)F)NC(=O)Nc2cccnc2,5942,x0434,active-noncovalent,x0434,-7.579010
c1cc(cnc1)NC(=O)N[C@@H]2C[C@H]3C=C[C@@H]2O3,9306,x0434,active-noncovalent,x0434,-7.578493
c1cc(cnc1)NC(=O)NCCc2cccnc2Cl,7171,x0434,active-noncovalent,x0434,-7.578071
c1cc(cnc1)NC(=O)N[C@@H](CO)c2ccc(cc2)Cl,1386,x0434,active-noncovalent,x0434,-7.576362
CCCn1ccc(c1)CNC(=O)Nc2cccnc2,3379,x0434,active-noncovalent,x0434,-7.576033
CCOC(=O)[C@@H](CCc1cnccn1)NC(=O)Nc2cccnc2,13474,x0434,active-noncovalent,x0434,-7.575966
CC(C)C(=O)Nc1cccc(c1)CNC(=O)Nc2cccnc2,4544,x0434,active-noncovalent,x0434,-7.575062
COc1ccc(c(c1)NC(=O)Nc2cccnc2)c3cc(c(c(c3)F)F)F,9389,x0434,active-noncovalent,x0434,-7.574909
CC1(CCC[C@H](CC1)NC(=O)Nc2cccnc2)C,12934,x0434,active-noncovalent,x0434,-7.573020
CCOC(=O)[C@H](Cc1ccc(cc1)OC)NC(=O)Nc2cccnc2,2332,x0434,active-noncovalent,x0434,-7.572792
C=CCOC(=O)N1CCC[C@@H](C1)NC(=O)Nc2cccnc2,928,x0434,active-noncovalent,x0434,-7.571327
CCc1cc(ncn1)N2CCC[C@@H](C2)NC(=O)Nc3cccnc3,607,x0434,active-noncovalent,x0434,-7.570622
c1ccc(cc1)[C@H](CN2CCCC2=O)NC(=O)Nc3cccnc3,6258,x0434,active-noncovalent,x0434,-7.569211
c1ccc(cc1)N2CCC[C@H]2CNC(=O)Nc3cccnc3,4619,x0434,active-noncovalent,x0434,-7.568676
CC(C)(C)[C@@H](COc1ccccc1F)NC(=O)Nc2cccnc2,4333,x0434,active-noncovalent,x0434,-7.567873
CC1(CCC1)OCCNC(=O)Nc2cccnc2,7652,x0434,active-noncovalent,x0434,-7.566912
COc1ccc(cc1C2(CC2)NC(=O)Nc3cccnc3)Br,6520,x0434,active-noncovalent,x0434,-7.566070
COC(=O)[C@H](c1cccs1)NC(=O)Nc2cccnc2,7037,x0434,active-noncovalent,x0434,-7.565995
c1cc(c(c(c1)Cl)Cl)c2cc(ccc2NC(=O)Nc3cccnc3)Cl,425,x0434,active-noncovalent,x0434,-7.565724
CCOc1cccc(c1)CCNC(=O)Nc2cccnc2,3141,x0434,active-noncovalent,x0434,-7.565512
CCCC[C@@H]([C@H](C(=O)NC1CC1)O)NC(=O)Nc2cccnc2,2617,x0434,active-noncovalent,x0434,-7.565267
c1cc(cnc1)NC(=O)NCCC2C3CC4CC(C3)CC2C4,8375,x0434,active-noncovalent,x0434,-7.565147
CC(C)(C1(CC1)c2ccccc2)NC(=O)Nc3cccnc3,2789,x0434,active-noncovalent,x0434,-7.564605
c1cc(cnc1)NC(=O)NCC2(CCCCC2)c3ccc(cc3Cl)Cl,6091,x0434,active-noncovalent,x0434,-7.563572
Cc1cccc(c1)[C@H](C)NC(=O)Nc2cccnc2,9081,x0434,active-noncovalent,x0434,-7.562328
c1ccc2c(c1)C[NH2+]C[C@@H]2CNC(=O)Nc3cccnc3,1146,x0434,active-noncovalent,x0434,-7.561490
C[C@H]([C@@H](C(F)(F)F)OC)NC(=O)Nc1cccnc1,9102,x0434,active-noncovalent,x0434,-7.561310
c1cc(cnc1)NC(=O)NCCOCC(=O)N,1826,x0434,active-noncovalent,x0434,-7.560967
c1cc(cnc1)NC(=O)NCC2(CCCC2)c3ccc(cc3F)F,11901,x0434,active-noncovalent,x0434,-7.559464
Cc1cc(ccc1Br)CC(C)(C)NC(=O)Nc2cccnc2,6518,x0434,active-noncovalent,x0434,-7.558737
c1cc(cnc1)NC(=O)N[C@@H](CC(F)(F)F)c2ccc(cc2)Br,6302,x0434,active-noncovalent,x0434,-7.557259
c1ccc2c(c1)CN(C(=O)CO2)CCNC(=O)Nc3cccnc3,13438,x0434,active-noncovalent,x0434,-7.556736
CC(=CCNC(=O)Nc1cccnc1)C,11323,x0434,active-noncovalent,x0434,-7.555410
c1ccc(cc1)[C@@H](COc2ccccc2)NC(=O)Nc3cccnc3,536,x0434,active-noncovalent,x0434,-7.554922
C[C@@]12CC[C@@](C1)(CO2)CCNC(=O)Nc3cccnc3,9393,x0434,active-noncovalent,x0434,-7.554091
CC(C)OCC(C)(C)NC(=O)Nc1cccnc1,6398,x0434,active-noncovalent,x0434,-7.553997
c1ccc2c(c1)CCN(C2=O)CCNC(=O)Nc3cccnc3,4422,x0434,active-noncovalent,x0434,-7.553596
CCOC(=O)C[C@H](C1CCCCCC1)NC(=O)Nc2cccnc2,13859,x0434,active-noncovalent,x0434,-7.553569
c1cc(cnc1)NC(=O)NC[C@H]2CCc3c[nH]nc3C2,14712,x0434,active-noncovalent,x0434,-7.553379
Cc1cnc(nc1C)CCNC(=O)Nc2cccnc2,5830,x0434,active-noncovalent,x0434,-7.552637
CC[C@@H](CNC(=O)Nc1cccnc1)OC,13252,x0434,active-noncovalent,x0434,-7.551788
c1cc(cnc1)NC(=O)NCC2(CCOCC2)c3ccc(cc3Cl)Cl,526,x0434,active-noncovalent,x0434,-7.551065
c1cc(cnc1)NC(=O)NCCn2cc(c(n2)C(F)(F)F)Cl,12244,x0434,active-noncovalent,x0434,-7.550944
CC(C)n1cc2c(n1)[C@H](CCC2)NC(=O)Nc3cccnc3,4620,x0434,active-noncovalent,x0434,-7.550193
C[C@]1(CC[N@@H+](C1)Cc2ccccc2)CNC(=O)Nc3cccnc3,6138,x0434,active-noncovalent,x0434,-7.549429
c1cc(cnc1)NC(=O)NCC[C@@H]2C[C@H]3CC[C@@H]2C3,11062,x0434,active-noncovalent,x0434,-7.549082
COc1ccc2c(c1)[C@@](CC2)(CNC(=O)Nc3cccnc3)O,8262,x0434,active-noncovalent,x0434,-7.548621
Cc1ccc(cc1)C2(CCC2)NC(=O)Nc3cccnc3,4970,x0434,active-noncovalent,x0434,-7.548122
c1cc(cnc1)NC(=O)NCC2C[C@H]3CC[C@@H](C2)S3,3839,x0434,active-noncovalent,x0434,-7.548011
C=CCCC[C@@H](c1ccccc1)NC(=O)Nc2cccnc2,4641,x0434,active-noncovalent,x0434,-7.547269
CCc1ccc2ccccc2c1CNC(=O)Nc3cccnc3,7622,x0434,active-noncovalent,x0434,-7.544588
c1cc(cnc1)NC(=O)N[C@@H](CF)c2ccc(cc2)C#N,14425,x0434,active-noncovalent,x0434,-7.544104
c1cc(cnc1)NC(=O)NCc2nnc3n2cc(cc3Cl)C(F)(F)F,7958,x0434,active-noncovalent,x0434,-7.543942
c1cc(cnc1)NC(=O)N[C@@H]2C[C@H]3[C@@H]2CCCCC3,5634,x0434,active-noncovalent,x0434,-7.541653
CNC(=O)OCCCNC(=O)Nc1cccnc1,13024,x0434,active-noncovalent,x0434,-7.541597
CC1CCC2(CC[C@@H](O2)CNC(=O)Nc3cccnc3)CC1,14160,x0434,active-noncovalent,x0434,-7.540920
C[C@@H](CCc1cccn1C)NC(=O)Nc2cccnc2,5062,x0434,active-noncovalent,x0434,-7.540593
c1cc(cnc1)NC(=O)NCC2[C@H]3[C@@H]2CCCC3,11109,x0434,active-noncovalent,x0434,-7.539103
c1cc(cnc1)NC(=O)N[C@@H](CCO)c2ccc(cc2)Cl,4906,x0434,active-noncovalent,x0434,-7.538284
c1cc(cnc1)NC(=O)N[C@]23CCC[C@H]2OCC3,2058,x0434,active-noncovalent,x0434,-7.538261
CC[C@H](C)c1ccc(cc1)[C@H](c2cccs2)NC(=O)Nc3cccnc3,13746,x0434,active-noncovalent,x0434,-7.538224
c1ccc(cc1)CO[C@H]2COCC[C@@H]2NC(=O)Nc3cccnc3,11999,x0434,active-noncovalent,x0434,-7.538196
c1cc(cnc1)NC(=O)NC[C@@H]2CC[N@H+]2C3CC3,11652,x0434,active-noncovalent,x0434,-7.538058
CCC(CC)(CCO)CNC(=O)Nc1cccnc1,10948,x0434,active-noncovalent,x0434,-7.537642
C[C@@H](c1ccc(cc1F)C(F)(F)F)NC(=O)Nc2cccnc2,8179,x0434,active-noncovalent,x0434,-7.537616
CC(C)(c1ccccc1OC)NC(=O)Nc2cccnc2,13043,x0434,active-noncovalent,x0434,-7.536988
c1cc(cnc1)NC(=O)NCC2(CCCC2)c3ccc(cc3)Cl,14091,x0434,active-noncovalent,x0434,-7.536549
c1cc(cnc1)NC(=O)NC[C@H]2CC[C@@H]3C[C@H]2CO3,7631,x0434,active-noncovalent,x0434,-7.536489
C[C@@H](c1ccc(cc1Br)Cl)NC(=O)Nc2cccnc2,5074,x0434,active-noncovalent,x0434,-7.536192
CC1(C[C@H](c2ccc(cc2O1)F)NC(=O)Nc3cccnc3)C,12088,x0434,active-noncovalent,x0434,-7.535216
Cc1cc(cc(c1O)C)CCNC(=O)Nc2cccnc2,8760,x0434,active-noncovalent,x0434,-7.535102
c1cc(c(c(c1)Cl)F)C2(CCCC2)CNC(=O)Nc3cccnc3,538,x0434,active-noncovalent,x0434,-7.534750
CC1(Cc2cccc(c2O1)OCCNC(=O)Nc3cccnc3)C,4313,x0434,active-noncovalent,x0434,-7.533656
C[C@@](CO)(c1ccccc1)NC(=O)Nc2cccnc2,7066,x0434,active-noncovalent,x0434,-7.532593
c1cc(cnc1)NC(=O)NCc2nccc(n2)C(F)(F)F,12505,x0434,active-noncovalent,x0434,-7.531991
C[C@@]1(CCC=CC1)NC(=O)Nc2cccnc2,15166,x0434,active-noncovalent,x0434,-7.531907
CC(C)[C@H]([C@@H]1C[C@H]1c2ccccc2)NC(=O)Nc3cccnc3,3689,x0434,active-noncovalent,x0434,-7.531735
c1cc(cnc1)NC(=O)NCc2c(cc(cc2O)O)O,7628,x0434,active-noncovalent,x0434,-7.531530
c1cc(cnc1)NC(=O)NCC2C[C@H]3CC[C@@H](C2)O3,15160,x0434,active-noncovalent,x0434,-7.530777
c1cc(cc(c1)N2CCCC2=O)CNC(=O)Nc3cccnc3,6462,x0434,active-noncovalent,x0434,-7.529562
CCOC(=O)[C@@H](Cc1ccc(cc1)I)NC(=O)Nc2cccnc2,2445,x0434,active-noncovalent,x0434,-7.527969
c1cc(cnc1)NC(=O)N[C@@H]2CCC[C@H]2CCO,5412,x0434,active-noncovalent,x0434,-7.527442
c1ccc2c(c1)COC[C@@H]2NC(=O)Nc3cccnc3,12740,x0434,active-noncovalent,x0434,-7.526355
c1cc(cnc1)NC(=O)NCC[C@@H]2CCC3(O2)CCC3,8820,x0434,active-noncovalent,x0434,-7.526185
Cc1cc2c(cc1CCNC(=O)Nc3cccnc3)CCCC2,1918,x0434,active-noncovalent,x0434,-7.525451
c1ccc(cc1)CC2(CCOCC2)NC(=O)Nc3cccnc3,6406,x0434,active-noncovalent,x0434,-7.524115
c1cc(cnc1)NC(=O)NC2(CCCC2)C(F)F,9180,x0434,active-noncovalent,x0434,-7.522763
Cc1cccnc1CCNC(=O)Nc2cccnc2,12958,x0434,active-noncovalent,x0434,-7.522411
COC(=O)[C@@H](Cc1ccc2ccccc2c1)CNC(=O)Nc3cccnc3,11722,x0434,active-noncovalent,x0434,-7.521966
C[C@](CCNC(=O)Nc1cccnc1)(C(F)(F)F)O,8990,x0434,active-noncovalent,x0434,-7.520795
c1ccc(cc1)[C@H]2CCCC[C@@H]2CNC(=O)Nc3cccnc3,14005,x0434,active-noncovalent,x0434,-7.520700
COC[C@H](c1ccc(cc1)F)NC(=O)Nc2cccnc2,3112,x0434,active-noncovalent,x0434,-7.520257
c1ccc(c(c1)CNC(=O)Nc2cccnc2)n3ccnc3,2883,x0434,active-noncovalent,x0434,-7.519208
CCOC(=O)[C@@H](Cc1ccc(cc1)C(F)F)NC(=O)Nc2cccnc2,13602,x0434,active-noncovalent,x0434,-7.519061
c1cc(cnc1)NC(=O)NCc2c(cc(cc2Cl)Br)Cl,8831,x0434,active-noncovalent,x0434,-7.518983
c1cc(cnc1)NC(=O)NC[C@@H]2Cc3cc(ccc3O2)Br,14444,x0434,active-noncovalent,x0434,-7.518852
c1cc(cnc1)NC(=O)NCCOCc2ccc(cc2)Cl,10691,x0434,active-noncovalent,x0434,-7.518684
c1cc(cnc1)NC(=O)NC[C@@H]2C3(C2(F)F)CCC3,1965,x0434,active-noncovalent,x0434,-7.518510
C[C@H]1C[C@H](CCO1)CNC(=O)Nc2cccnc2,14441,x0434,active-noncovalent,x0434,-7.517997
c1cc(cnc1)NC(=O)NCCc2ccn(n2)c3ccc(cc3)F,13867,x0434,active-noncovalent,x0434,-7.517863
c1ccc(cc1)[C@H](CC(F)F)NC(=O)Nc2cccnc2,13110,x0434,active-noncovalent,x0434,-7.517683
c1ccc2c(c1)c3ccccc3n2CCNC(=O)Nc4cccnc4,2387,x0434,active-noncovalent,x0434,-7.515154
c1cc(c(c(c1)Cl)CNC(=O)Nc2cccnc2)F,11033,x0434,active-noncovalent,x0434,-7.513732
c1cc(cnc1)NC(=O)N[C@@H](CF)c2ccc(cc2)Br,12690,x0434,active-noncovalent,x0434,-7.512735
C[C@H](c1ccc(cc1Cl)F)NC(=O)Nc2cccnc2,14448,x0434,active-noncovalent,x0434,-7.512248
Cc1cccc(c1)[C@@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,6118,x0434,active-noncovalent,x0434,-7.511616
c1cc(cnc1)NC(=O)NC[C@H](c2ccc(cc2Cl)F)C(F)F,3724,x0434,active-noncovalent,x0434,-7.511485
COc1ccc(cc1)CNC(=O)CNC(=O)Nc2cccnc2,12178,x0434,active-noncovalent,x0434,-7.511478
Cc1cccc(c1)CCNC(=O)Nc2cccnc2,11078,x0434,active-noncovalent,x0434,-7.511477
CCC(CC)(c1ccc(c(c1)Cl)Cl)NC(=O)Nc2cccnc2,775,x0434,active-noncovalent,x0434,-7.510449
c1ccc(cc1)CCCCCCNC(=O)Nc2cccnc2,2767,x0434,active-noncovalent,x0434,-7.510288
CCC(C)(C)CNC(=O)Nc1cccnc1,9347,x0434,active-noncovalent,x0434,-7.509258
Cc1ccc(c(c1)C[C@H](C(C)C)NC(=O)Nc2cccnc2)OC,2524,x0434,active-noncovalent,x0434,-7.508934
C[C@@H](c1ccc(cc1F)C#N)NC(=O)Nc2cccnc2,14518,x0434,active-noncovalent,x0434,-7.508886
c1cc(nc(c1)C(F)(F)F)CCNC(=O)Nc2cccnc2,10366,x0434,active-noncovalent,x0434,-7.507484
CC(C)c1ccc2c(c1)[C@@H](CCO2)NC(=O)Nc3cccnc3,10083,x0434,active-noncovalent,x0434,-7.506699
Cn1c(nnc1C2CC2)CNC(=O)Nc3cccnc3,6947,x0434,active-noncovalent,x0434,-7.505772
c1ccc2c(c1)CCC[C@@H]2C3(CC3)NC(=O)Nc4cccnc4,2600,x0434,active-noncovalent,x0434,-7.505454
CCOc1ccc(cc1)Oc2ccccc2NC(=O)Nc3cccnc3,4049,x0434,active-noncovalent,x0434,-7.504871
c1ccc(cc1)CCCNC(=O)Nc2cccnc2,5400,x0434,active-noncovalent,x0434,-7.503259
c1ccc(cc1)CC2(CCCC2)NC(=O)Nc3cccnc3,8512,x0434,active-noncovalent,x0434,-7.503143
C[C@@H](CNC(=O)Nc1cccnc1)c2cccc(c2)Cl,5084,x0434,active-noncovalent,x0434,-7.502328
CO[C@@H]1CCC[C@@H](C1)CNC(=O)Nc2cccnc2,5358,x0434,active-noncovalent,x0434,-7.501489
c1cc(cnc1)NC(=O)N[C@@H](Cc2ccc(cc2)O)CO,3102,x0434,active-noncovalent,x0434,-7.500381
c1ccc(cc1)CCOCCCCNC(=O)Nc2cccnc2,10209,x0434,active-noncovalent,x0434,-7.500353
c1ccc(cc1)c2ccc(c(c2)F)CNC(=O)Nc3cccnc3,12004,x0434,active-noncovalent,x0434,-7.499669
CC(C)(C)OC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)Nc2cccnc2,13630,x0434,active-noncovalent,x0434,-7.498152
Cc1ccc(cc1)Oc2cc(ccc2NC(=O)Nc3cccnc3)Br,9843,x0434,active-noncovalent,x0434,-7.497406
COC(=O)[C@]12C[C@H]1C[C@@H](C2)NC(=O)Nc3cccnc3,2044,x0434,active-noncovalent,x0434,-7.497142
C[C@@H](c1ccccc1C(C)C)NC(=O)Nc2cccnc2,14514,x0434,active-noncovalent,x0434,-7.497133
C#C[C@@H](c1ccc(cc1)Br)NC(=O)Nc2cccnc2,1333,x0434,active-noncovalent,x0434,-7.496975
Cc1cccc(c1)C(c2cccc(c2)C)NC(=O)Nc3cccnc3,7912,x0434,active-noncovalent,x0434,-7.496120
c1cc(c(c(c1)Br)CNC(=O)Nc2cccnc2)O,7150,x0434,active-noncovalent,x0434,-7.495187
CC1CCN(CC1)c2ccc(cc2NC(=O)Nc3cccnc3)F,8116,x0434,active-noncovalent,x0434,-7.494494
c1cc(cnc1)NC(=O)NCC2(CC2)CC3CCC3,1464,x0434,active-noncovalent,x0434,-7.493647
c1cc(cnc1)NC(=O)NC[C@]23CCCC[C@H]2C3(F)F,7499,x0434,active-noncovalent,x0434,-7.493053
C[C@@H](c1cc(c(c(c1)F)F)F)NC(=O)Nc2cccnc2,14660,x0434,active-noncovalent,x0434,-7.492917
c1cc(cnc1)NC(=O)Nc2cc(ccc2N3CCSCC3)Cl,6434,x0434,active-noncovalent,x0434,-7.492465
c1cc(cnc1)NC(=O)N[C@H]2CCCc3c2ccc(c3)F,12471,x0434,active-noncovalent,x0434,-7.490886
CCOC(=O)COc1ccc(cc1)CCNC(=O)Nc2cccnc2,4191,x0434,active-noncovalent,x0434,-7.490546
c1ccc2c(c1)cccc2NCCNC(=O)Nc3cccnc3,2713,x0434,active-noncovalent,x0434,-7.490541
c1cc(cnc1)NC(=O)N[C@H]2CS(=O)(=O)C[C@@H]2N3CCOCC3,4469,x0434,active-noncovalent,x0434,-7.489167
Cc1ccc(cc1)C[NH+]2CCC(CC2)CNC(=O)Nc3cccnc3,494,x0434,active-noncovalent,x0434,-7.488663
COC(=O)C1(CC1)CNC(=O)Nc2cccnc2,15077,x0434,active-noncovalent,x0434,-7.486756
CCCOc1ccc(cc1)O[C@@H]2CCCC[C@H]2NC(=O)Nc3cccnc3,11726,x0434,active-noncovalent,x0434,-7.485580
Cc1cn(nc1CCNC(=O)Nc2cccnc2)C,11531,x0434,active-noncovalent,x0434,-7.484589
COC(=O)[C@@H](Cc1ccc(cc1)OC(F)F)NC(=O)Nc2cccnc2,13604,x0434,active-noncovalent,x0434,-7.482740
Cc1cccc(c1)[C@@H](C)CNC(=O)Nc2cccnc2,5157,x0434,active-noncovalent,x0434,-7.480962
c1cc(cc(c1)F)[C@H](CCO)NC(=O)Nc2cccnc2,14520,x0434,active-noncovalent,x0434,-7.480613
CC(C)(CC1CCCC1)NC(=O)Nc2cccnc2,9172,x0434,active-noncovalent,x0434,-7.480585
c1cc(cnc1)NC(=O)NCCc2csc(n2)c3ccc(cc3)Cl,4273,x0434,active-noncovalent,x0434,-7.480519
C[C@@]1(CCOC1=O)NC(=O)Nc2cccnc2,1773,x0434,active-noncovalent,x0434,-7.480092
c1cc(cnc1)NC(=O)NCCc2ccc(cc2)C#N,5115,x0434,active-noncovalent,x0434,-7.480050
c1ccc(cc1)CCCC[C@H](c2ccccc2)NC(=O)Nc3cccnc3,5912,x0434,active-noncovalent,x0434,-7.479759
CC1(C[C@@H](c2ccccc2O1)CNC(=O)Nc3cccnc3)C,10100,x0434,active-noncovalent,x0434,-7.479513
CS(=O)(=O)c1cccc(c1)[C@@H](c2ccc(cc2)F)NC(=O)Nc3cccnc3,13610,x0434,active-noncovalent,x0434,-7.479455
C[C@@H](c1ccc(cc1)SC)NC(=O)Nc2cccnc2,7032,x0434,active-noncovalent,x0434,-7.478493
c1cc(cnc1)NC(=O)Nc2ccc(c(c2)c3nc[nH]n3)F,4715,x0434,active-noncovalent,x0434,-7.477765
C[C@H](c1ccc2c(c1)CCC2)NC(=O)Nc3cccnc3,6814,x0434,active-noncovalent,x0434,-7.477117
CSc1ccc(cc1)[C@]2(CCOC2)NC(=O)Nc3cccnc3,9596,x0434,active-noncovalent,x0434,-7.476415
C[C@H](c1ccccc1O)NC(=O)Nc2cccnc2,5271,x0434,active-noncovalent,x0434,-7.475928
CCOC(=O)[C@@H](Cc1cc(ccc1F)I)NC(=O)Nc2cccnc2,9776,x0434,active-noncovalent,x0434,-7.474838
CC(C)(C[N@@H+](C)Cc1ccccc1)NC(=O)Nc2cccnc2,12237,x0434,active-noncovalent,x0434,-7.474190
c1cc(cnc1)NC(=O)NCC2CCS(=O)(=O)CC2,5371,x0434,active-noncovalent,x0434,-7.473879
c1ccc(c(c1)CC(Cc2ccccc2F)NC(=O)Nc3cccnc3)F,7820,x0434,active-noncovalent,x0434,-7.473025
C[NH+](C)CCNC(=O)c1cccc(c1)CNC(=O)Nc2cccnc2,9904,x0434,active-noncovalent,x0434,-7.472584
CC(C)(C)[C@H](Cc1ccccc1C(F)(F)F)NC(=O)Nc2cccnc2,11715,x0434,active-noncovalent,x0434,-7.471939
COC(=O)[C@@H]1c2ccccc2C[C@H]1NC(=O)Nc3cccnc3,6269,x0434,active-noncovalent,x0434,-7.471401
C[NH+]1CCC(CC1)(c2ccccc2)NC(=O)Nc3cccnc3,8196,x0434,active-noncovalent,x0434,-7.471190
CC[C@H](c1ccc(cc1)C(C)C)NC(=O)Nc2cccnc2,1029,x0434,active-noncovalent,x0434,-7.470152
C[C@@H]1CC[C@H](OC1)CNC(=O)Nc2cccnc2,3709,x0434,active-noncovalent,x0434,-7.467114
CC[C@H](c1cc(cc(c1)Br)F)NC(=O)Nc2cccnc2,12488,x0434,active-noncovalent,x0434,-7.467088
Cn1cc(cn1)[C@@H](C(F)(F)F)NC(=O)Nc2cccnc2,14651,x0434,active-noncovalent,x0434,-7.467000
c1cc(cnc1)NC(=O)N[C@H]2CCCc3c2occ3,3385,x0434,active-noncovalent,x0434,-7.466678
c1ccc(cc1)CO[C@@H]2[C@@H]3CCC[C@@H]3[C@@H]2NC(=O)Nc4cccnc4,1894,x0434,active-noncovalent,x0434,-7.466662
c1cc(cnc1)NC(=O)N[C@@H]2C[C@H]3[C@@H]2[C@@H]4CC[C@H]3C4,11446,x0434,active-noncovalent,x0434,-7.466331
C[C@@H](c1ccccc1Cl)NC(=O)Nc2cccnc2,9136,x0434,active-noncovalent,x0434,-7.466031
C[C@@H](c1ccccc1Cl)NC(=O)Nc2cccnc2,3443,x0434,active-noncovalent,x0434,-7.466031
c1ccc2c(c1)[C@H](CS2(=O)=O)NC(=O)Nc3cccnc3,1198,x0434,active-noncovalent,x0434,-7.464006
c1ccc2c(c1)CCC(CC2)CNC(=O)Nc3cccnc3,2629,x0434,active-noncovalent,x0434,-7.463853
COCCOCCOCCCCNC(=O)Nc1cccnc1,8373,x0434,active-noncovalent,x0434,-7.463818
C[C@@H](C12CCC(C1)CC2)NC(=O)Nc3cccnc3,7638,x0434,active-noncovalent,x0434,-7.463143
CCOC(=O)[C@@H](CCc1ccccc1)NC(=O)Nc2cccnc2,6190,x0434,active-noncovalent,x0434,-7.463124
C[C@@H](c1cccc(c1Cl)Cl)NC(=O)Nc2cccnc2,5129,x0434,active-noncovalent,x0434,-7.463120
c1cc(cnc1)NC(=O)NC2(CCC2)c3ccc(cc3)OC(F)(F)F,9846,x0434,active-noncovalent,x0434,-7.463038
c1cc(cnc1)NC(=O)NC2(CCC2)c3ccc(cc3F)F,14245,x0434,active-noncovalent,x0434,-7.462517
Cc1ccccc1CC(C)(C)NC(=O)Nc2cccnc2,6838,x0434,active-noncovalent,x0434,-7.462248
c1cc(cnc1)NC(=O)NCCCNC(=O)C2CCC2,7050,x0434,active-noncovalent,x0434,-7.461948
C[C@H](CCN1CCOC1=O)NC(=O)Nc2cccnc2,7089,x0434,active-noncovalent,x0434,-7.461684
c1cc(cnc1)NC(=O)N[C@@H]2CC[C@@H]2c3ccc(cc3F)F,16,x0434,active-noncovalent,x0434,-7.461177
CCn1cc(cn1)CNC(=O)Nc2cccnc2,3524,x0434,active-noncovalent,x0434,-7.459269
c1cc(cnc1)NC(=O)NCCCc2ccc(c(c2)Cl)Cl,8705,x0434,active-noncovalent,x0434,-7.458651
C[C@@H](c1ccc(c(c1)F)F)NC(=O)Nc2cccnc2,5209,x0434,active-noncovalent,x0434,-7.458087
c1ccc(cc1)[C@H](Cn2ccccc2=O)NC(=O)Nc3cccnc3,7993,x0434,active-noncovalent,x0434,-7.458035
C[C@@H](CNC(=O)Nc1cccnc1)SC,9406,x0434,active-noncovalent,x0434,-7.456655
c1cc(cnc1)NC(=O)NC[C@@H]2CCC[C@H]2O,1827,x0434,active-noncovalent,x0434,-7.456188
c1cc(cnc1)NC(=O)NCCc2[nH]cc[nH+]2,7462,x0434,active-noncovalent,x0434,-7.455879
CC(C)C(=O)NCCCNC(=O)Nc1cccnc1,1601,x0434,active-noncovalent,x0434,-7.455777
C#C[C@@H](c1cccc(c1)Br)NC(=O)Nc2cccnc2,6890,x0434,active-noncovalent,x0434,-7.453113
CCN(CC)C(=O)C1(CCCCC1)NC(=O)Nc2cccnc2,2719,x0434,active-noncovalent,x0434,-7.452799
c1cc(c(c(c1)F)CCNC(=O)Nc2cccnc2)F,10887,x0434,active-noncovalent,x0434,-7.452678
c1cc(cnc1)NC(=O)NC2(CC2)C(F)(F)F,15230,x0434,active-noncovalent,x0434,-7.452593
c1cc(cnc1)NC(=O)NCCc2ccc(cc2N(=O)=O)Cl,2828,x0434,active-noncovalent,x0434,-7.452294
c1cc(cnc1)NC(=O)N[C@H](CCc2ccc(c(c2)Cl)F)c3ccc(c(c3)C(F)(F)F)F,7558,x0434,active-noncovalent,x0434,-7.452198
c1cc(cnc1)NC(=O)NCc2c(cc(cc2F)F)F,10813,x0434,active-noncovalent,x0434,-7.451806
CC[C@@H]1CCCC[N@H+]1CCNC(=O)Nc2cccnc2,3298,x0434,active-noncovalent,x0434,-7.451745
c1cc(cnc1)NC(=O)NC[C@@]23COCCN2C(=O)COC3,9577,x0434,active-noncovalent,x0434,-7.451305
Cc1[nH+]cc(n1C)CNC(=O)Nc2cccnc2,7371,x0434,active-noncovalent,x0434,-7.449358
Cc1ccc(c(c1)Sc2ccccc2NC(=O)Nc3cccnc3)C,13759,x0434,active-noncovalent,x0434,-7.449232
CCC1CCC(CC1)[C@](C)(CNC(=O)Nc2cccnc2)O,911,x0434,active-noncovalent,x0434,-7.449146
C[C@@H](c1ccc(cc1)C(C)C)NC(=O)Nc2cccnc2,6963,x0434,active-noncovalent,x0434,-7.449002
Cc1ccn(n1)c2ccccc2CNC(=O)Nc3cccnc3,740,x0434,active-noncovalent,x0434,-7.448812
Cc1ccc(cc1)[C@H](CF)NC(=O)Nc2cccnc2,8763,x0434,active-noncovalent,x0434,-7.448152
COCCNC(=O)[C@H](Cc1ccccc1)NC(=O)Nc2cccnc2,9859,x0434,active-noncovalent,x0434,-7.447746
CCOc1ccc(cc1)C2(CCC2)NC(=O)Nc3cccnc3,14070,x0434,active-noncovalent,x0434,-7.447453
CCOc1ccc(cc1)[C@H](c2cccc(c2)Cl)NC(=O)Nc3cccnc3,2219,x0434,active-noncovalent,x0434,-7.446883
c1ccc(cc1)[C@@H](CC2CC2)NC(=O)Nc3cccnc3,1199,x0434,active-noncovalent,x0434,-7.446096
CN1CCC[NH+]=C1C2(CCC2)NC(=O)Nc3cccnc3,9487,x0434,active-noncovalent,x0434,-7.446064
c1ccc(c(c1)c2cc(ccc2NC(=O)Nc3cccnc3)Cl)Cl,10033,x0434,active-noncovalent,x0434,-7.445504
