SMILES,TITLE,docked_fragment,site,inspiration frags,Chemgauss4
c1ccc(cc1)NC(=O)C2(CC2)NC(=O)Nc3cccnc3,10315,x0434,active-noncovalent,x0434,-5.449962
Cc1c(ccc(n1)OC)CNC(=O)Nc2cccnc2,1324,x0434,active-noncovalent,x0434,-5.449799
c1cc(cc(c1)NS(=O)(=O)C2CC2)NC(=O)Nc3cccnc3,2628,x0434,active-noncovalent,x0434,-5.449742
c1cc(cnc1)NC(=O)NC[C@]2(CCC[C@H](C2)C(F)(F)F)O,8383,x0434,active-noncovalent,x0434,-5.449125
c1cc(cnc1)NC(=O)Nc2cc(ccc2OC3CCCCC3)Cl,704,x0434,active-noncovalent,x0434,-5.449022
C[C@H]([C@@H](C)O)NC(=O)Nc1cccnc1,11326,x0434,active-noncovalent,x0434,-5.448848
c1cc(cnc1)NC(=O)NCc2cc(n[nH]2)C3CC3,7227,x0434,active-noncovalent,x0434,-5.448741
CO[C@@H]1COC[C@H]1NC(=O)Nc2cccnc2,174,x0434,active-noncovalent,x0434,-5.448569
COC(=O)[C@@H]1CCCC[C@@H]1NC(=O)Nc2cccnc2,3886,x0434,active-noncovalent,x0434,-5.448425
c1cc(cnc1)NC(=O)N[C@@H](CCc2ccncc2)CO,3050,x0434,active-noncovalent,x0434,-5.448396
Cc1ccc(cc1)[C@H](C(C)(C)C)NC(=O)Nc2cccnc2,10431,x0434,active-noncovalent,x0434,-5.448377
CC1([C@H](C[C@H]1OC(C)(C)C)NC(=O)Nc2cccnc2)C,1126,x0434,active-noncovalent,x0434,-5.448013
c1cc(cc(c1)NC(=O)Nc2cccnc2)C(=O)N3CCC[C@H](C3)O,487,x0434,active-noncovalent,x0434,-5.447839
CC(C)(CC(=O)OC)CNC(=O)Nc1cccnc1,12874,x0434,active-noncovalent,x0434,-5.447708
c1ccc(cc1)n2c(nnn2)CNC(=O)Nc3cccnc3,4744,x0434,active-noncovalent,x0434,-5.447426
c1cc(cnc1)NC(=O)NC[C@H]2CCC[NH2+]C2,5531,x0434,active-noncovalent,x0434,-5.447040
c1cc(cnc1)NC(=O)NCc2ccc3c(c2)nsn3,10784,x0434,active-noncovalent,x0434,-5.446919
CC(C)(C)c1ccc(cc1)C(C)(C)NC(=O)Nc2cccnc2,12106,x0434,active-noncovalent,x0434,-5.446832
c1cncc(c1)NC(=O)N[C@H]2C[C@H](C2)Cn3nncc3,11398,x0434,active-noncovalent,x0434,-5.446516
C[C@@H]([C@H]1C[N@](CC[N@@H+]1C)C)NC(=O)Nc2cccnc2,8812,x0434,active-noncovalent,x0434,-5.446352
C[C@@H](c1ccc(c(c1)OC)OC(C)C)NC(=O)Nc2cccnc2,6242,x0434,active-noncovalent,x0434,-5.446234
COC(=O)[C@H](c1ccc(cc1)NC(=O)Nc2cccnc2)O,2796,x0434,active-noncovalent,x0434,-5.445793
COCc1cc(ccc1Cl)NC(=O)Nc2cccnc2,7052,x0434,active-noncovalent,x0434,-5.445497
c1cc(cc(c1)Br)c2nc(on2)CNC(=O)Nc3cccnc3,8277,x0434,active-noncovalent,x0434,-5.444797
c1cc(cc(c1)F)Oc2ccc(cn2)CNC(=O)Nc3cccnc3,545,x0434,active-noncovalent,x0434,-5.444716
c1cc(cc(c1)Br)[C@@H](CO)NC(=O)Nc2cccnc2,10833,x0434,active-noncovalent,x0434,-5.444610
c1cc(cnc1)NC(=O)NCc2ccc3cncn3c2,12644,x0434,active-noncovalent,x0434,-5.444450
CC1(C[C@@H](CC[C@H]1O)NC(=O)Nc2cccnc2)C,12835,x0434,active-noncovalent,x0434,-5.444312
c1cc(cc(c1)N2CCC2=O)CNC(=O)Nc3cccnc3,12273,x0434,active-noncovalent,x0434,-5.444137
c1cc(cc(c1)n2cncn2)CNC(=O)Nc3cccnc3,10344,x0434,active-noncovalent,x0434,-5.443849
Cc1ccc(cc1C)SCCNC(=O)Nc2cccnc2,3072,x0434,active-noncovalent,x0434,-5.443782
c1cc(cnc1)NC(=O)NCc2ccc(o2)C(=O)N,11008,x0434,active-noncovalent,x0434,-5.442932
c1cc(cc(c1)C(F)(F)F)C#CCNC(=O)Nc2cccnc2,10232,x0434,active-noncovalent,x0434,-5.442776
c1cc(cnc1)NC(=O)NCc2ccc(cn2)Cl,13159,x0434,active-noncovalent,x0434,-5.442755
c1cc(cnc1)NC(=O)NCCC2CCCC2,3631,x0434,active-noncovalent,x0434,-5.442710
c1cc(cnc1)NC(=O)NCC#CCO,9387,x0434,active-noncovalent,x0434,-5.442452
CCS(=O)(=O)N1CCC(CC1)CNC(=O)Nc2cccnc2,2923,x0434,active-noncovalent,x0434,-5.442158
c1cc(cnc1)NC(=O)NCc2cnsn2,1825,x0434,active-noncovalent,x0434,-5.441900
CC(C)Nc1cc[nH+]cc1NC(=O)Nc2cccnc2,5108,x0434,active-noncovalent,x0434,-5.441783
c1cc(cnc1)NC(=O)N[C@@H]2CCCn3c2ccn3,3920,x0434,active-noncovalent,x0434,-5.441741
COC(=O)C1(CC[NH+](CC1)Cc2ccccc2)CNC(=O)Nc3cccnc3,13409,x0434,active-noncovalent,x0434,-5.441556
c1cc(cnc1)NC(=O)NCc2ccnn2C3CCC3,7632,x0434,active-noncovalent,x0434,-5.441553
C[C@@H]1CCNC(=O)[C@H]1NC(=O)Nc2cccnc2,13068,x0434,active-noncovalent,x0434,-5.441409
CCn1c(ncn1)CNC(=O)Nc2cccnc2,5425,x0434,active-noncovalent,x0434,-5.441150
c1ccc(c(c1)[C@H](CNC(=O)Nc2cccnc2)[NH+]3CCOCC3)Cl,9929,x0434,active-noncovalent,x0434,-5.441115
c1cc(cnc1)NC(=O)Nc2cc(c(cc2I)F)Br,3891,x0434,active-noncovalent,x0434,-5.440796
c1cc(cnc1)NC(=O)NCCc2nc3c(s2)CCCC3,4948,x0434,active-noncovalent,x0434,-5.439333
C[C@@H](c1cccc(c1)S(=O)(=O)N(C)C)NC(=O)Nc2cccnc2,11975,x0434,active-noncovalent,x0434,-5.438727
c1cc(cnc1)NC(=O)NCc2ccnc(c2)N3CCN(CC3)c4ccc(cc4)F,9676,x0434,active-noncovalent,x0434,-5.438164
c1cncc(c1)NC(=O)N[C@H]2CC[C@@H](CC2)CCO,3399,x0434,active-noncovalent,x0434,-5.437480
CC(C)c1nc(cs1)[C@@H](CO)NC(=O)Nc2cccnc2,231,x0434,active-noncovalent,x0434,-5.437284
COC(=O)[C@@H](C1(CCOCC1)OC)NC(=O)Nc2cccnc2,7543,x0434,active-noncovalent,x0434,-5.437273
CC1(CC[C@H](OC1)CNC(=O)Nc2cccnc2)C,13433,x0434,active-noncovalent,x0434,-5.437032
c1cncc(c1)NC(=O)NC[C@H]2C[C@H](C2)n3cncc3,9578,x0434,active-noncovalent,x0434,-5.436521
c1cc(cnc1)NC(=O)Nc2ccc3nccn3c2,13495,x0434,active-noncovalent,x0434,-5.436170
c1cc2c(c(c1)Br)C[C@@H](CO2)NC(=O)Nc3cccnc3,14465,x0434,active-noncovalent,x0434,-5.435863
Cn1cc(c(n1)OC2CCC2)NC(=O)Nc3cccnc3,10552,x0434,active-noncovalent,x0434,-5.435638
CC1(CC[C@H]([C@@H](C1)NC(=O)Nc2cccnc2)O)C,13430,x0434,active-noncovalent,x0434,-5.434986
c1cc(cnc1)NC(=O)NCC2(C[C@H]3CCC[C@H]3C2)CO,11327,x0434,active-noncovalent,x0434,-5.434703
C[C@@H](CC(=O)OCc1ccccc1)NC(=O)Nc2cccnc2,795,x0434,active-noncovalent,x0434,-5.434677
C[C@](CNC(=O)Nc1cccnc1)(C2CCC2)O,7295,x0434,active-noncovalent,x0434,-5.434543
c1cc(cnc1)NC(=O)Nc2ccc(cc2NC(=O)c3ccco3)Cl,7959,x0434,active-noncovalent,x0434,-5.434352
c1ccc2c(c1)c(no2)CNC(=O)Nc3cccnc3,14738,x0434,active-noncovalent,x0434,-5.434202
COc1ccc(cc1)Cc2[nH]c3ccc(cc3n2)NC(=O)Nc4cccnc4,13601,x0434,active-noncovalent,x0434,-5.434160
CC(C)(C)OC(=O)[C@@H](Cc1ccccc1)NC(=O)Nc2cccnc2,2283,x0434,active-noncovalent,x0434,-5.433818
c1cc(cc(c1)NC(=O)Nc2cccnc2)C(=O)N3CCCC3,4530,x0434,active-noncovalent,x0434,-5.433560
c1ccc(cc1)n2cc(cn2)CCCCNC(=O)Nc3cccnc3,13702,x0434,active-noncovalent,x0434,-5.433399
CSCC1CCC(CC1)NC(=O)Nc2cccnc2,9704,x0434,active-noncovalent,x0434,-5.433268
c1cc(cnc1)NC(=O)Nc2ccc(c(c2)F)Br,9322,x0434,active-noncovalent,x0434,-5.433194
CCC1(CC[NH+](CC1)Cc2ccccc2)CNC(=O)Nc3cccnc3,13661,x0434,active-noncovalent,x0434,-5.432748
COCCOCCOc1cc(ccc1Br)NC(=O)Nc2cccnc2,7870,x0434,active-noncovalent,x0434,-5.432559
Cc1ccc(cc1OCC2CCOCC2)NC(=O)Nc3cccnc3,444,x0434,active-noncovalent,x0434,-5.432526
Cn1cc(n(c1=O)Cc2ccc(cc2NC(=O)Nc3cccnc3)C(=O)N)[O-],11643,x0434,active-noncovalent,x0434,-5.432344
c1cc(cnc1)NC(=O)N[C@@H]2CCc3cc(ccc3[C@H]2O)Br,3687,x0434,active-noncovalent,x0434,-5.432212
CC(C)(C)C[C@@H](CO)NC(=O)Nc1cccnc1,7334,x0434,active-noncovalent,x0434,-5.432110
Cn1c(c(nn1)CNC(=O)Nc2cccnc2)C(F)F,6889,x0434,active-noncovalent,x0434,-5.431920
c1cc(cc(c1)Cl)[C@@H]2C[C@H]2NC(=O)Nc3cccnc3,3895,x0434,active-noncovalent,x0434,-5.431914
CC1(Cc2ccccc2C1)NC(=O)Nc3cccnc3,8917,x0434,active-noncovalent,x0434,-5.431283
c1cc(cnc1)NC(=O)Nc2cc(c(cc2F)F)N,9046,x0434,active-noncovalent,x0434,-5.431033
c1cc(cnc1)NC(=O)NCc2csc(n2)Cl,11169,x0434,active-noncovalent,x0434,-5.431031
c1cc(cnc1)NC(=O)NCc2[nH]c3cc(c(cc3n2)Cl)Cl,6507,x0434,active-noncovalent,x0434,-5.430922
COC(=O)CCNC(=O)Nc1cccnc1,15286,x0434,active-noncovalent,x0434,-5.430629
C[C@H]1CCC[NH2+][C@@H]1CNC(=O)Nc2cccnc2,13078,x0434,active-noncovalent,x0434,-5.429945
CC[C@H](C)[C@H](CNC(=O)Nc1cccnc1)O,15281,x0434,active-noncovalent,x0434,-5.429870
C[C@@H](COCC1CC1)NC(=O)Nc2cccnc2,11160,x0434,active-noncovalent,x0434,-5.429667
CC[C@@H]([C@@H](C)NC(=O)Nc1cccnc1)O,7484,x0434,active-noncovalent,x0434,-5.429645
CN(C)S(=O)(=O)[N@@]1CCCC[C@H]1CNC(=O)Nc2cccnc2,2733,x0434,active-noncovalent,x0434,-5.429644
Cc1cccc(c1OC[C@@H](CNC(=O)Nc2cccnc2)O)C,2664,x0434,active-noncovalent,x0434,-5.429640
c1cc(cnc1)NC(=O)NC[C@H](CC2CCCC2)CO,1363,x0434,active-noncovalent,x0434,-5.429535
CC(C)(C)C1=NO[C@H](C1)CNC(=O)Nc2cccnc2,14798,x0434,active-noncovalent,x0434,-5.429279
CN(C)c1cnc(nc1)CNC(=O)Nc2cccnc2,10703,x0434,active-noncovalent,x0434,-5.428707
c1cc(cnc1)NC(=O)NC[C@]2(C[C@@H]2c3ccc(cc3)F)CO,6419,x0434,active-noncovalent,x0434,-5.428466
c1ccc2c(c1)CCN(C2)C(=O)CNC(=O)Nc3cccnc3,834,x0434,active-noncovalent,x0434,-5.428391
c1ccc(cc1)c2nc(on2)CCNC(=O)Nc3cccnc3,8252,x0434,active-noncovalent,x0434,-5.428306
CC1([C@H]2CC[C@H](C2)[C@@H]1NC(=O)Nc3cccnc3)C,12930,x0434,active-noncovalent,x0434,-5.428082
C#Cc1cccc(c1)NC(=O)CNC(=O)Nc2cccnc2,14340,x0434,active-noncovalent,x0434,-5.427830
Cc1c2ccccc2sc1CNC(=O)Nc3cccnc3,14472,x0434,active-noncovalent,x0434,-5.427771
Cc1ccc(cc1n2c(c[nH]c2=O)[O-])NC(=O)Nc3cccnc3,13815,x0434,active-noncovalent,x0434,-5.427370
c1cc(cnc1)NC(=O)Nc2ccc(c(c2)C(=O)NC3CCCCC3)Cl,5986,x0434,active-noncovalent,x0434,-5.427264
Cc1cc(ccc1I)CNC(=O)Nc2cccnc2,10908,x0434,active-noncovalent,x0434,-5.426853
c1ccc2c(c1)nc(s2)Oc3ccc(cc3Cl)NC(=O)Nc4cccnc4,2199,x0434,active-noncovalent,x0434,-5.426777
C#CCOC(=O)CNC(=O)Nc1cccnc1,13192,x0434,active-noncovalent,x0434,-5.425862
CC(C)c1ccc(cc1)CNC(=O)Nc2cccnc2,1439,x0434,active-noncovalent,x0434,-5.425657
c1cc(cnc1)NC(=O)NCc2ncc(cn2)Br,11117,x0434,active-noncovalent,x0434,-5.425158
c1cc(cnc1)NC(=O)NCc2cc(c(cc2F)C(F)(F)F)F,12023,x0434,active-noncovalent,x0434,-5.424925
CCc1c(n(c(=O)[nH]1)c2cccc(c2)NC(=O)Nc3cccnc3)[O-],4141,x0434,active-noncovalent,x0434,-5.424822
CC(C)CCOc1cccc(c1)NC(=O)Nc2cccnc2,12484,x0434,active-noncovalent,x0434,-5.424822
CS(=O)(=O)Cc1cccc(c1)NC(=O)Nc2cccnc2,6864,x0434,active-noncovalent,x0434,-5.424711
COCCOc1ccc(cc1NC(=O)Nc2cccnc2)F,4758,x0434,active-noncovalent,x0434,-5.424619
COCc1nc(on1)CCNC(=O)Nc2cccnc2,8927,x0434,active-noncovalent,x0434,-5.424592
CC[C@H](c1nnc2n1CCCCC2)NC(=O)Nc3cccnc3,8243,x0434,active-noncovalent,x0434,-5.423998
c1cc(cnc1)NC(=O)NCc2ccc(cc2)OC(F)(F)F,2934,x0434,active-noncovalent,x0434,-5.423790
c1cc(cnc1)NC(=O)NC[C@H]2CCC[NH2+]C2,3591,x0434,active-noncovalent,x0434,-5.423106
COC(=O)C12CCC(C1)(CC2)NC(=O)Nc3cccnc3,3126,x0434,active-noncovalent,x0434,-5.423053
c1ccc(cc1)C[C@]2(CCOC2)NC(=O)Nc3cccnc3,2838,x0434,active-noncovalent,x0434,-5.422460
c1ccc(cc1)[C@H](CNC(=O)Nc2cccnc2)[N@H+]3CCc4c(ccs4)C3,9706,x0434,active-noncovalent,x0434,-5.421914
c1ccc(cc1)CS(=O)(=O)NCCNC(=O)Nc2cccnc2,2740,x0434,active-noncovalent,x0434,-5.421909
C[N@H+]1CCC[C@H](C1)NC(=O)Nc2cccnc2,5497,x0434,active-noncovalent,x0434,-5.421678
C[C@H]([C@@H](C#C)NC(=O)Nc1cccnc1)OC,13173,x0434,active-noncovalent,x0434,-5.421079
COC(=O)[C@H](CNC(=O)Nc1cccnc1)Oc2ccc(cc2)F,8018,x0434,active-noncovalent,x0434,-5.420986
C[C@@H]1CC[C@H](CS1(=O)=O)NC(=O)Nc2cccnc2,5825,x0434,active-noncovalent,x0434,-5.420879
c1cc(cnc1)NC(=O)Nc2cc(cc(c2)F)O,15034,x0434,active-noncovalent,x0434,-5.420847
CCn1c2cc(ccc2cn1)NC(=O)Nc3cccnc3,13054,x0434,active-noncovalent,x0434,-5.420845
c1cc(cnc1)NC(=O)N[C@@H]2C[C@H]3[C@@H]4C[C@@H]4[C@@H]2O3,7597,x0434,active-noncovalent,x0434,-5.420812
c1ccc(cc1)C[N@@H+]2CCSC[C@@H]2CNC(=O)Nc3cccnc3,13840,x0434,active-noncovalent,x0434,-5.420590
c1cc(cnc1)NC(=O)N[C@H](CO)[C@@H]2CCOC2,3541,x0434,active-noncovalent,x0434,-5.420575
CCC[N@@H+]1CCCC[C@H]1CNC(=O)Nc2cccnc2,10845,x0434,active-noncovalent,x0434,-5.420063
c1ccc(cc1)C[NH+]2[C@@H]3CC[C@H]2CC(C3)NC(=O)Nc4cccnc4,466,x0434,active-noncovalent,x0434,-5.420053
C[C@@](CNC(=O)Nc1cccnc1)(COCc2ccccc2)OC,6130,x0434,active-noncovalent,x0434,-5.419471
CC(C)(C)c1cccc(c1)OCCNC(=O)Nc2cccnc2,14406,x0434,active-noncovalent,x0434,-5.419040
C[C@@H](c1ccc(cc1)NC(=O)c2ccncc2)NC(=O)Nc3cccnc3,336,x0434,active-noncovalent,x0434,-5.419032
CC(c1nc(on1)CNC(=O)Nc2cccnc2)(F)F,13476,x0434,active-noncovalent,x0434,-5.418373
Cc1ccc(cc1)C[C@@H](CNC(=O)Nc2cccnc2)CO,8522,x0434,active-noncovalent,x0434,-5.418117
c1cc(cnc1)NC(=O)Nc2ccc(cc2c3[nH]ncn3)Br,10418,x0434,active-noncovalent,x0434,-5.417819
C[C@H]1CCCCN1C(=O)[C@@H](C)NC(=O)Nc2cccnc2,14604,x0434,active-noncovalent,x0434,-5.417500
CC(C)([C@H](c1ccccc1)NC(=O)Nc2cccnc2)O,4792,x0434,active-noncovalent,x0434,-5.417294
c1cc(cc(c1)F)NCCCNC(=O)Nc2cccnc2,8635,x0434,active-noncovalent,x0434,-5.417169
Cc1cc(cc(c1N2CCC[C@@H](C2)NC(=O)Nc3cccnc3)C)Br,13686,x0434,active-noncovalent,x0434,-5.417085
CCOC1CC(C1)(CNC(=O)Nc2cccnc2)O,5193,x0434,active-noncovalent,x0434,-5.417014
C[C@H]1CCCCC[C@@H]1NC(=O)Nc2cccnc2,1770,x0434,active-noncovalent,x0434,-5.416930
Cc1cccc(c1)COc2cccc(c2)NC(=O)Nc3cccnc3,4169,x0434,active-noncovalent,x0434,-5.416547
Cn1c(c(cn1)NC(=O)Nc2cccnc2)C(=O)OC,1327,x0434,active-noncovalent,x0434,-5.416214
c1cc(cnc1)NC(=O)NCCC(=O)N2CCCCCC2,10653,x0434,active-noncovalent,x0434,-5.415894
CC1(C(=O)N(C(=O)N1)c2cccc(c2)NC(=O)Nc3cccnc3)C,458,x0434,active-noncovalent,x0434,-5.415089
CCCNC(=O)[C@H](CC)NC(=O)Nc1cccnc1,8987,x0434,active-noncovalent,x0434,-5.415072
c1ccc(cc1)NC(=O)CNC(=O)Nc2cccnc2,14919,x0434,active-noncovalent,x0434,-5.415049
COC(=O)[C@H](CNC(=O)c1ccc(s1)Cl)NC(=O)Nc2cccnc2,1987,x0434,active-noncovalent,x0434,-5.414986
c1cc(nc(c1)Oc2ccc(cc2)F)CNC(=O)Nc3cccnc3,9821,x0434,active-noncovalent,x0434,-5.414857
c1cc(cnc1)NC(=O)NC/C=C/c2ccc(cc2)F,3933,x0434,active-noncovalent,x0434,-5.414618
Cc1ccc(cc1NC(=O)Nc2cccnc2)C(=O)N,7095,x0434,active-noncovalent,x0434,-5.414543
Cc1csc(n1)CCCCNC(=O)Nc2cccnc2,3224,x0434,active-noncovalent,x0434,-5.414015
Cc1ccc2c(c1)n(cc2CCNC(=O)Nc3cccnc3)C,766,x0434,active-noncovalent,x0434,-5.413859
c1cncc(c1)NC(=O)NCC[C@H]2C[C@H](C2)O,11176,x0434,active-noncovalent,x0434,-5.413856
c1cc(cnc1)NC(=O)Nc2ccnc3c2cc(cc3)Br,13116,x0434,active-noncovalent,x0434,-5.413843
CC(CCCCNC(=O)Nc1cccnc1)(F)F,11061,x0434,active-noncovalent,x0434,-5.413568
COCCOCCOCCOc1ccc(cc1)NC(=O)Nc2cccnc2,4009,x0434,active-noncovalent,x0434,-5.413532
CC1(COCC[C@@H]1CNC(=O)Nc2cccnc2)C,2025,x0434,active-noncovalent,x0434,-5.413119
c1cc(cnc1)NC(=O)N[C@@H](CCO)C2CCOCC2,8915,x0434,active-noncovalent,x0434,-5.412669
c1cncc(c1)NC(=O)N[C@H]2C[C@@H](C2)n3nccc3,14301,x0434,active-noncovalent,x0434,-5.412369
c1cc(cnc1)NC(=O)NC[C@@H]2CCOc3c2cc(cc3)Br,12231,x0434,active-noncovalent,x0434,-5.412264
c1cc(cnc1)NC(=O)Nc2cnn3c2ncc(c3)Br,12638,x0434,active-noncovalent,x0434,-5.412014
c1cc(nc(c1)n2cccn2)CNC(=O)Nc3cccnc3,8460,x0434,active-noncovalent,x0434,-5.411986
c1ccc(cc1)CC[N@@H+]2CC[C@@H](C2)CNC(=O)Nc3cccnc3,685,x0434,active-noncovalent,x0434,-5.411984
Cc1ccc(c(c1)[C@@H](C)NC(=O)Nc2cccnc2)OC,3067,x0434,active-noncovalent,x0434,-5.411925
CSc1c(cccc1F)NC(=O)Nc2cccnc2,3358,x0434,active-noncovalent,x0434,-5.411415
C[C@@H](c1nc(no1)c2cccc(c2)OC)NC(=O)Nc3cccnc3,7929,x0434,active-noncovalent,x0434,-5.411001
COC(=O)Nc1cc(ccc1F)NC(=O)Nc2cccnc2,8524,x0434,active-noncovalent,x0434,-5.410969
C[C@@H](c1ccc(cc1)OCC(=O)NC2CC2)NC(=O)Nc3cccnc3,7888,x0434,active-noncovalent,x0434,-5.410196
CC(C)C(CNC(=O)Nc1cccnc1)C(C)C,9170,x0434,active-noncovalent,x0434,-5.409828
C[C@H]([C@@H](C(=O)OC(C)(C)C)NC(=O)Nc1cccnc1)OC,5722,x0434,active-noncovalent,x0434,-5.409449
C[C@@H]([C@H](CNC(=O)Nc1cccnc1)O)O,1834,x0434,active-noncovalent,x0434,-5.409247
COC(=O)N1CC(C1)NC(=O)Nc2cccnc2,1725,x0434,active-noncovalent,x0434,-5.408573
c1cc(c2ccoc2c1)NC(=O)Nc3cccnc3,5326,x0434,active-noncovalent,x0434,-5.408526
C[C@H](Cc1cnccn1)NC(=O)Nc2cccnc2,1610,x0434,active-noncovalent,x0434,-5.408365
CCOC(=O)[C@@](C)(CNC(=O)Nc1cccnc1)O,10973,x0434,active-noncovalent,x0434,-5.408279
c1cc(cnc1)NC(=O)Nc2c[nH]c(=O)[nH]c2=O,9217,x0434,active-noncovalent,x0434,-5.407929
CC[C@@H](Cn1cc(nn1)CNC(=O)Nc2cccnc2)O,13118,x0434,active-noncovalent,x0434,-5.407905
CC1(CC1)c2cccc(c2)NC(=O)Nc3cccnc3,5049,x0434,active-noncovalent,x0434,-5.407843
CC(C)C[C@H](CNC(=O)Nc1cccnc1)C(=O)OC,8891,x0434,active-noncovalent,x0434,-5.407722
c1cc(cnc1)NC(=O)NC2CCC3(CC2)CC3,1712,x0434,active-noncovalent,x0434,-5.407605
Cn1ccc(c1)S(=O)(=O)NCCNC(=O)Nc2cccnc2,10508,x0434,active-noncovalent,x0434,-5.407037
c1ccc(cc1)COc2ccc3c(c2)c(c[nH]3)CCNC(=O)Nc4cccnc4,4052,x0434,active-noncovalent,x0434,-5.406599
Cn1ccn2c(c1=O)c(cn2)CNC(=O)Nc3cccnc3,3734,x0434,active-noncovalent,x0434,-5.406598
CC(C)c1nc([nH]n1)CNC(=O)Nc2cccnc2,7215,x0434,active-noncovalent,x0434,-5.406191
Cc1ccc(cc1NC(=O)N(C)C)NC(=O)Nc2cccnc2,4390,x0434,active-noncovalent,x0434,-5.405979
Cc1ccc(c(c1)N(=O)=O)NCCCNC(=O)Nc2cccnc2,2493,x0434,active-noncovalent,x0434,-5.405959
Cc1c(cccn1)CNC(=O)Nc2cccnc2,5471,x0434,active-noncovalent,x0434,-5.405748
C[C@H](CNC(=O)Nc1cccnc1)S(=O)(=O)N2CCN(CC2)c3ccccc3,3965,x0434,active-noncovalent,x0434,-5.405395
c1cc(cnc1)NC(=O)N[C@H]2CC(=O)N(C2)c3ccc(c(c3)F)Cl,4282,x0434,active-noncovalent,x0434,-5.405305
c1cc(cnc1)NC(=O)N[C@@H]2CCO[C@@H]2C(=O)N,131,x0434,active-noncovalent,x0434,-5.405180
COC(=O)[C@@H](C1(CCC1)OC)NC(=O)Nc2cccnc2,5803,x0434,active-noncovalent,x0434,-5.405138
CC(C)[C@H](C(=O)OC)NC(=O)Nc1cccnc1,5417,x0434,active-noncovalent,x0434,-5.404469
c1cc(cnc1)NC(=O)NCc2nc(no2)C3CCCCC3,4738,x0434,active-noncovalent,x0434,-5.404461
CO[C@@H]1[C@@H]2CCC[C@@H]2[C@H]1NC(=O)Nc3cccnc3,11370,x0434,active-noncovalent,x0434,-5.404348
Cc1cc(ccc1O)NC(=O)Nc2cccnc2,9245,x0434,active-noncovalent,x0434,-5.404341
C[NH+](C)[C@@H]1CC[C@H]1NC(=O)Nc2cccnc2,5769,x0434,active-noncovalent,x0434,-5.404115
Cc1cc(cc(c1)NC(=O)Nc2cccnc2)C(=O)N,8856,x0434,active-noncovalent,x0434,-5.403986
C[C@H](C[N@@H+](C)Cc1ccccc1)NC(=O)Nc2cccnc2,14182,x0434,active-noncovalent,x0434,-5.403843
CC[NH2+]C[C@H](C(C)C)NC(=O)Nc1cccnc1,11051,x0434,active-noncovalent,x0434,-5.403328
CO[C@H]1C[C@](C1)(NC(=O)Nc2cnccc2)CO,77,x0434,active-noncovalent,x0434,-5.403308
CC[NH2+]C[C@@H](C)NC(=O)Nc1cccnc1,9402,x0434,active-noncovalent,x0434,-5.402937
c1cc(cnc1)NC(=O)NCCOCCC2CC2,1688,x0434,active-noncovalent,x0434,-5.402439
c1cc(cnc1)NC(=O)NC2(CC2)C(=O)Nc3ccc(cc3)F,718,x0434,active-noncovalent,x0434,-5.402383
c1cc(cnc1)NC(=O)NCC2CCCCCC2,7435,x0434,active-noncovalent,x0434,-5.402012
Cc1c(cccc1Cl)NC(=O)CCNC(=O)Nc2cccnc2,12180,x0434,active-noncovalent,x0434,-5.401826
COC1(CCSCC1)CNC(=O)Nc2cccnc2,10937,x0434,active-noncovalent,x0434,-5.401663
c1cc(cnc1)NC(=O)Nc2cc(c(cc2F)Br)Cl,14903,x0434,active-noncovalent,x0434,-5.401641
C[C@@H](c1cccc(c1)OC(F)(F)F)NC(=O)Nc2cccnc2,12049,x0434,active-noncovalent,x0434,-5.400878
C[C@@H](c1cccc(c1)OC(F)(F)F)NC(=O)Nc2cccnc2,776,x0434,active-noncovalent,x0434,-5.400878
c1cncc(c1)NC(=O)NC[C@H]2C[C@@H](C2)n3nccc3,71,x0434,active-noncovalent,x0434,-5.400699
CC(C)Nc1cccc(c1)CNC(=O)Nc2cccnc2,12485,x0434,active-noncovalent,x0434,-5.400473
CCOCC[N@H+](C)C[C@H](Cc1ccccc1)NC(=O)Nc2cccnc2,9749,x0434,active-noncovalent,x0434,-5.400379
Cn1c(=O)c2ccccc2c(n1)CNC(=O)Nc3cccnc3,4383,x0434,active-noncovalent,x0434,-5.400150
CCOC(=O)c1ccn(n1)c2ccc(cc2F)NC(=O)Nc3cccnc3,161,x0434,active-noncovalent,x0434,-5.400110
CCCCOc1ccc(cc1NC(=O)Nc2cccnc2)OC,4588,x0434,active-noncovalent,x0434,-5.399739
c1cc(cnc1)NC(=O)NCC2(CCCC2)O,11229,x0434,active-noncovalent,x0434,-5.399491
CC(C)n1cnnc1CNC(=O)Nc2cccnc2,14966,x0434,active-noncovalent,x0434,-5.399285
CC(C)(CO)C(C)(C)NC(=O)Nc1cccnc1,9189,x0434,active-noncovalent,x0434,-5.399066
CNC(=O)c1cc(ccn1)Oc2ccccc2NC(=O)Nc3cccnc3,3990,x0434,active-noncovalent,x0434,-5.398744
c1ccc(c(c1)N2CCC[C@@H](C2)NC(=O)Nc3cccnc3)F,6332,x0434,active-noncovalent,x0434,-5.398251
Cc1ccc(cc1)COc2ccc(cc2)C[C@@H](C)NC(=O)Nc3cccnc3,5881,x0434,active-noncovalent,x0434,-5.398013
COC(=O)C1(CCOCC1)CNC(=O)Nc2cccnc2,4896,x0434,active-noncovalent,x0434,-5.397867
