smiles,Mpro-x0072_dock,Mpro-x0104_dock,Mpro-x0107_dock,Mpro-x0161_dock,Mpro-x0195_dock,Mpro-x0305_dock,Mpro-x0354_dock,Mpro-x0387_dock,Mpro-x0395_dock,Mpro-x0397_dock,Mpro-x0426_dock,Mpro-x0434_dock,Mpro-x0540_dock,Mpro-x0678_dock,Mpro-x0874_dock,Mpro-x0946_dock,Mpro-x0967_dock,Mpro-x0991_dock,Mpro-x0995_dock,Mpro-x1077_dock,Mpro-x1093_dock,Mpro-x1249_dock
Clc1ccc(cc1)Oc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,,,-11.922761917114258,,,-12.61424446105957,,,,,-12.431680679321287,,
Clc1ccc2c(c1)[nH]c(c2)C(=O)NC(c1nc2c([nH]1)cccc2)C,,,,,,,,,,-10.635838508605957,,,,,,,,,,,,
Clc1ccc2c(c1)c(=O)n1c(n2)C(=Cc2ccc3c(c2)cccc3)CC1,,,,,-11.527223587036133,,,,,,,,,,,,,,,,,
Clc1ccc2c(c1)cc([nH]2)C(=O)NCc1ccccn1,,,,,,,,,-11.435367584228516,,,,,,,,,,,,,
Clc1ccc2c(c1)nccc2Sc1ncnc2c1c1CCCCc1s2,,,,,,,,,,,,,,,,,-12.268567085266113,,,,,
Clc1cccc(c1)C1CC1NC(=O)c1cccnc1,,,,,,,,,,,-10.315978050231934,,,,,,,,,,,
Clc1cccc(c1)NC(=O)c1cc(=O)[nH]c(=O)[nH]1,,,,,,,,,,-10.728590965270996,,,,,,,,,-10.909378051757812,,,
Clc1ccccc1C(c1c[nH]c2c1cccc2)CNCc1ccccn1,,,,,,,,,,-10.763138771057127,,,,,,,,,,,,
Clc1ccccc1Cn1ncc2c1nc(cc2C(=O)N1CCCC1)c1cccnc1,,,-11.367192268371582,,,,,,,,,,,,,,,,,,,
Clc1cnc(c(c1)S(=O)(=O)N1CCC(C1)Oc1cccnc1)N,,,-11.410585403442385,,,,,,,,,,,,,,,,,,,
Clc1cnc2c(c1)nc([nH]2)SCC(=O)N(C(C)C)C(C)C,,,,,,,,,,,,,,,,,,,-10.889273643493652,,,
Cn1ccnc1CN(c1nc(nc2c1cccc2)c1cccnc1)C,,,,,,,,,,,,-11.807724952697756,,,-12.29283046722412,,,,,-12.58781623840332,,
Cn1cnnc1CC1(O)CCCN(C1)Cc1ccc2c(c1)OCCO2,,,-11.46190357208252,,,,,,,,,,,,,,,,,,,
Cn1ncc(c1C)[C@H]1OCC[C@@H]1NCc1cncc2c1cccc2,,,,,,,,,,,,,,,,,-12.32416820526123,,,,,
Cn1ncc2c1ncnc2SCCC12CC3CC(C2)CC(C1)C3,,,,,,,-11.801310539245605,,,,,,,,,,,,,,,
FC(Oc1ccc(cc1)C=Cc1ccc2c(n1)c(O)ccc2)F,,,,-12.623624801635742,,,,,,,,,,,,,,,,,,
FC(c1ccc(cc1)CCNc1ncnc2c1cn[nH]2)(F)F,,,,,,,,,,,,,,,,,-12.963211059570312,,,,,
F[C@@H]1CN([C@@H](C1)CN(C(=O)c1ccoc1C)C)Cc1nccn1C,-12.136804580688475,,,,,,,,,,,,,,,,,,,,,
F[C@@H]1CN([C@@H](C1)CNC1CCc2c(C1)cccc2)Cc1cncnc1,,,,,,,,,,,,-11.825133323669435,,,,,,,,,,
F[C@H]1C[C@H](N(C1)c1ccncn1)CN(C(=O)c1cncnc1)C,,,,,,,,-10.291863441467283,,,,,,,,,,,,,,
Fc1c[nH]c(c1)C(=O)NCc1cccnc1,,,,,,,,,,-10.655014991760254,,,,,,,,,,,,
Fc1c[nH]c(c1)C(=O)NCc1ccncc1,,,,,,,,,,,-10.617036819458008,,,,,,,,,,,
Fc1ccc(c(c1)Br)Oc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,-11.686269760131836,,,,,,-12.081624984741213,,,,-10.995261192321776,-13.583516120910645,,
Fc1ccc(c(c1)Cl)Oc1nc(nc2c1cccc2)c1cccnc1,,,,,,-12.26873016357422,,,-11.397943496704102,,,,,,,,,,-11.458515167236328,-13.393165588378904,,
Fc1ccc(c(c1)F)N1CCC(C1)NC(c1cncc(c1)F)C,,,,,,,,,,,,,,,,,,-11.085169792175293,,,,
Fc1ccc(c(c1)F)NC(=O)c1cc(=O)[nH]c(=O)[nH]1,,,,,,,,,,,,,,,,,,,-10.850577354431152,,,
Fc1ccc(c(c1)NC(=O)c1cc(=O)[nH]c(=O)[nH]1)F,,,,,,,,,,-10.712770462036133,,,,,,,,,,,,
Fc1ccc(c2c1CN(CC2)C(=O)c1cccnc1)Br,,,,,,,,-10.841547012329102,,,,,,,,,,,,,,
Fc1ccc(c2c1CN(CC2)C(=O)c1ccnnc1)Br,,,,,,,,-10.862222671508787,,,,,,,,,,,,,,
Fc1ccc(cc1)C(c1nccn1C)NCc1cnn(c1)C.Cl,-11.929303169250488,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(cc1)C1(CCCC1)CNC(=O)c1cccnc1,,,,,,,,,,,,,,-13.654754638671875,,,,,,,,
Fc1ccc(cc1)C1CCCN1Cc1[nH]c(=O)c2c(n1)n(C)nc2,,,,,,,,,,,,,,-12.729753494262695,,,,,,,,
Fc1ccc(cc1)C1OCCN(C1)c1cn[nH]c(=O)c1Cl,,,,,,,,,,,,,-9.9398193359375,,,,,,,,,
Fc1ccc(cc1)CCN(C(=O)Cc1ccc(nc1)C)C1CCCC1,,,,,,,,,,,,,,,-12.218130111694336,,,,,,,
Fc1ccc(cc1)N1CCN(CC1)c1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,-11.736309051513672,,,-12.636924743652346,,,,,,,,-12.279276847839355,,
Fc1ccc(cc1)S(=O)(=O)N(C1CC1)Cc1cccnc1,,,,,,,,,,,,,,-12.298317909240724,,,,,,,,
Fc1ccc(cc1)c1nc2n(c1NC(=O)c1cnccn1)ccs2,,,,,,,,,,,,-12.044557571411133,,,,,,,,,,
Fc1ccc2c(c1)[nH]cc2C1=CCN(CC1)C(=O)c1cnccn1,,,,,,,,,,,,,,,,,,-11.166486740112305,,,,
Fc1ccc2c(c1)[nH]cc2C1CCN(CC1)C(c1cnccn1)C,,,,,,,,,-11.43272876739502,,,,,,,,,-13.043630599975586,,,,-11.85873031616211
Fc1ccc2c(c1)[nH]cc2C1CCN(CC1)C(c1nnnn1C)C,,,,,,,,,,,,,,,,,,-11.098976135253906,,,,
Fc1ccc2c(c1)c(c1nc3c([nH]1)cccc3)c([nH]2)c1ccccc1,,,,-12.60708999633789,,,,,,,,,,,,,,,,,,
Fc1ccc2c(c1)ncn(c2=O)CCOc1cccc(c1)C,,,,,,,,,,,,,,,,,,,,,-12.089750289916992,
Fc1cccc(c1CSc1nc2ccccc2c(=O)[nH]1)Cl,,,,,,,,,,,,,,-13.120561599731445,,,,,,,,
Fc1cccc(c1c1n[nH]cc1CNc1ccc2c(c1)cn[nH]2)F,,,,,-11.558298110961914,,,,,,,,,,,,,,,,,
Fc1ccccc1N1CCC(C1)NCc1cncnc1,,,,,,,-12.058040618896484,,,,,,,,,,,,,,,
Fc1cncc(c1)C(=O)N1CCC2(CC1)CCCCC2,,,,,,,,,,,,,,,,,,,,,-12.046526908874512,
Fc1cncc(c1)C(=O)N1CCCC1CN(c1ccccc1)C,,,,,,,-11.883185386657715,,,,,,,,,,,,,,,
Fc1cncc(c1)C(=O)N1CCCc2c1c(O)ccc2,,,,,,,,,,,,,-10.07858943939209,,,,,,,,,
Fc1cncc(c1)C(=O)NCCOC1CCCCCC1,,,-11.305060386657715,,,,,,,,,,,,,,,,,,,
Fc1cncc(c1)C(=O)Nc1ccc2c(c1)n(nc2)C(C)C,,,,,,,-11.772469520568848,,,,,,,,,,,,,,,
Fc1cncc(c1)S(=O)(=O)N1CCC2(C1)CCCCC2,,,,,,,,,,,-11.05954360961914,,,,,,,,-10.937987327575684,-12.548891067504885,,
N#CCCN(C12CC3CC(C2)CC(C1)C3)C(=O)C(c1cccnc1)C,,,,,,,,-10.249269485473633,,,,,,,,,,,,,,
N#CCCN(C12CC3CC(C2)CC(C1)C3)C(=O)Cc1cccnc1,,,,-12.495518684387207,,,,,-11.412323951721193,,,,,,,,,,-11.63422966003418,,,
N#Cc1c(C=Cc2cccs2)cc(n2c1nc1c2cccc1)c1cccc(c1)F,,,,,,-12.35517120361328,,,,,,,,,,,,,,,,
N#Cc1c(CN2CCCC(C2)c2[nH]cnn2)cn2c1cccc2,,,,,-11.531261444091795,,,,,,,,,,,,,,,,,
N#Cc1c(NC(=O)c2cccnc2)sc2c1CCCC2,,,,,,,-11.88707447052002,,,,,,,,,,,,,,,
N#Cc1c[nH]c(c1)C(=O)N(C[C@@H]1C[C@@H](CN1c1ccncn1)F)C,,,,,,,,-10.222269058227539,,,,,,,,,,,,,,
N#Cc1ccc(nc1)C(=O)N1CCCC1c1[nH]nc(n1)c1ccccc1,,,,,,,,,,,,-11.984298706054688,,,,,,,,,,
N#Cc1ccccc1Oc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,,,,,,,,,,,-12.512255668640135,,
N#Cc1cccnc1NCCNc1cncc(c1)Br,,,,,,,,,,,,,,,,,-12.271075248718262,,,,,
N#Cc1cncc(n1)N1CCC(C1)(F)c1cc(C)cc(c1)C,,,,,,,,,,,,,,,,,,,-11.506539344787598,,,
N#Cc1cncc(n1)N1CCN(C(C1)Cc1ccccc1)C,,,,,,,,,,,,,,,,,,-11.610968589782715,-10.896016120910645,,,
N#Cc1nccnc1N(Cc1nc2c(s1)CCCC2)C,,-12.37611484527588,,,,,,,,,,,,,,,,,,,,
NC(=O)C1CC(C)N(c2c1cccc2)Cc1nc2ccccc2c(=O)[nH]1,,,,,,,,,,,-10.660283088684082,,,,,,,,,,,-11.644960403442385
NC(=O)CCC/N=C(\c1cc(F)ccc1O)/c1ccc(cc1)Cl,-12.460000038146973,,,,,,,,,,,,,,,,,,,,,
NC(=O)NC(=O)C(C(C)C)Sc1ccc2c(c1)cccc2,,,,,-11.556833267211914,,,,,,,,,,,,,,,,,
NC(=O)[C@@H]1C[C@H](CN1C(=O)Cc1c[nH]c2c1cccn2)F,,,,,,,-11.754608154296875,,,,,,,,,,,,,,,
NC(=O)c1ccc(cc1)Nc1nc(nc2c1cccc2)c1cccnc1,,,,,,,,,,,,,,,,,,,,-12.446735382080078,,
NC(=O)c1ccc(cc1)S(=O)(=O)NCc1cccnc1,,,,,,,,-10.385139465332033,,,,,,,,,,,,-12.322941780090332,,
NC(=O)c1cccc(c1)CN(C1CCNCCC1)Cc1cncnc1,,,,,,,,,,,-10.427863121032717,,,,,,,,,,,
NC(=O)c1cccc2c1CCCN2S(=O)(=O)c1ccc2c(c1)oc(=O)n2C,,,,,,,,,,,,,,,,-11.145879745483398,,,,,,
NC(=O)c1cnn2c1CCC(C2)CNCc1sccc1C,,,,,,,,,,,,,,,,,-12.400146484375,,,,,
N[C@@H](c1ccccc1)c1ccc(cc1)c1ncnc2c1nc[nH]2,,-12.919886589050293,,,,,,,,,,,,,,,,,,,,
Nc1[nH]c(=O)c2c(n1)c(CCc1ccccc1)c1c(c2)[nH]cn1,,,,,,,,,,,,,-10.987523078918457,,,,,,-11.122215270996094,,,
Nc1c(ncnc1n1cccn1)NCc1ccncc1,,,,,,,,,,,,,-10.522340774536133,,,,,,,,,
Nc1cc(=O)[nH]c(n1)SC(C(=O)c1c[nH]c2c1cccc2)c1ccccc1,,,,,,,,,,,,,,-12.296501159667967,,,,,,,,
Nc1ccc(nn1)C1CCCN1C(=O)c1cnccc1N(C)C,,,,,,,,,,,-10.933506965637207,,,,,,,,,,,
Nc1ccccc1CC(c1c[nH]c2c1cccc2)c1c[nH]c2c1cccc2,,,,,,,,,,,,,,,,,,,,-12.2744140625,,
Nc1nc(NCc2ccncc2)cc(n1)n1cccn1,,,,,,,,,,,,,-10.971272468566896,,,,,,,,,
Nc1nc2cc3nc([nH]c3cc2c(=O)[nH]1)NCc1cccs1,,,,,,,,,,,,,-10.707282066345217,,,,,,,,,
Nc1nnc(s1)SCc1coc(n1)c1ccccc1,,,,,,,,,,,-10.46196460723877,,,,,,,,,,,
O=C(C(=O)c1c(C)nn(c1C)c1ccccc1)N1CCN(CC1)c1ccccc1O,,,,-13.443208694458008,,,,,,,,,,,,,,,,,,
O=C(C(NC(=O)c1ccccc1)Cc1ccccc1)N1CCN(CC1)Cc1nc2ccccc2c(=O)[nH]1,,,,,,,,,-11.44100284576416,,,,,,,,,,,,,
O=C(C(Sc1nnc(s1)N)C)Nc1ccccc1C(=O)c1ccccc1,,,,,,,,,,,,,,,,-11.200902938842773,,,,,,
O=C(C(c1ccccc1)c1ccccc1)Nc1cccnc1,-12.269648551940918,,,,,,,,,,,,,,-12.645913124084473,,,,,,,
O=C(C1(CCCC1)c1ccc2c(c1)OCCO2)Nc1cccnc1O,,,-12.271844863891602,,,,,,,,,,,,,,,-11.20916748046875,-11.398054122924805,,,
O=C(C1CC1c1cccc(c1)Br)Nc1nnc[nH]1,,,,,-11.536439895629885,,,,,,,,,,,,,,,,,
O=C(C1CC1c1ccccc1Br)Nc1nnc[nH]1,,,,,-11.64946174621582,,,,,,,,,,,,,,,,,
O=C(C1CCCCN1Cc1cccnc1)NCCCc1onc(n1)C,,,,,,,,,,,,,,,,-11.453993797302244,,,,,,
O=C(C1CCCN1C(=O)C12CC3CC(C2)CC(C1)C3)NCc1cccc(c1)Cl,,,,,,,,,,,,,,,,-11.117547988891602,,,,,,
O=C(C1CCCN1C(=O)C12CC3CC(C2)CC(C1)C3)Nc1cnccc1O,,,,,,,,,,,,,,,,,,-11.380860328674315,,,,
O=C(C1CCCOC1C)NCc1nc2c([nH]1)nccc2,,,,-12.550800323486328,,,,,,,,,,-14.09282684326172,,-11.050174713134766,,,,,,
O=C(C1CCCc2c1cccc2O)NCC1CCn2c(C1)c(cn2)C(=O)N,,,,,,,-11.979867935180664,,,,,,,,,,,,,,,
O=C(C1CCCc2c1cn[nH]2)NCCOc1ccccc1,,,,,,,,,,,,,,,,,,,,,-12.436212539672852,
O=C(C1CCN(C1)c1ccccc1Cl)NCc1c[nH]cn1,,,,,,,,,,,,,,,,-10.978777885437012,,,,,,
O=C(C1CCc2c(C1)[nH]c(n2)C(C)C)NC(c1cccnc1)C,,,,,,,,,,-10.834991455078123,,,,,,,,,,,,
O=C(C1CCc2c(C1)[nH]c(n2)C(C)C)NCCc1ccccc1,,,,,,,,,,,,,,,,-11.25467300415039,,,,,,
O=C(C1CCc2c(C1)[nH]c(n2)C(C)C)NCCn1cccc1,,,,,,,,,,,,,,,,-11.051712036132812,,,,,,
O=C(C1CCn2c(C1)cnc2)Nc1ccc2c(c1)C(=O)NC2,,,,,,,,,,,,,,,,,,,,,-12.244768142700195,
O=C(CC(c1ccccc1)c1ccccc1)Nc1cccnc1,,,,,,-12.449433326721193,,-10.479755401611328,-12.464632987976074,,,,,,,,,-11.137935638427734,,,,-11.74604606628418
O=C(CC12CC3CC(C1)CC(C2)(C3)O)Nc1cnccc1O,,,,,,,,,,,,,,,,,,-11.72822380065918,-11.90286636352539,,,
O=C(CCC(=O)c1cccs1)NCCc1c[nH]c2c1cccc2,,,,,-11.576042175292967,,,,,,,,,,,,,,,,,
O=C(CN1CCOc2c1cc(Cl)cc2)NCCCn1cncc1,,,,,,,-11.932531356811525,,,,,,,,,,,,,,,
O=C(CNC(=O)N)NCC(c1c[nH]c2c1cccc2)c1ccccc1Cl,,,,,,,,,,,,,-9.873194694519043,,,,,,,,,
O=C(CSc1nnnn1c1ccc(cc1)C)NCCc1c[nH]c2c1cccc2,,,,,,,,,,,,,,,,-11.076984405517578,,,,,,
O=C(Cc1c(C)nc2c(c1C)cccc2)NCc1ccc(cc1)F,,,,,,,,,,,,,,,,-11.179598808288574,,,,,,
O=C(Cc1c(C)nn(c1C)CC(C)C)NC(c1cccc(c1)C(F)(F)F)C,,-12.399553298950195,,,,,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)CC(C)C)NCc1ccccc1,,,,,,,,,,,,,,,,-11.175753593444824,,,,,,
O=C(Cc1c(C)nn(c1C)c1ccc(cc1)Cl)NC(c1cccnc1)C,,-13.652510643005373,,,,-13.207891464233398,,,,,,,,,,,,,,,,-11.744068145751953
O=C(Cc1c(C)nn(c1C)c1ccc(cc1)Cl)NCc1cccs1,,-12.784936904907227,,,,-13.5721435546875,,,,,,,,,,,,,,,,-11.951425552368164
O=C(Cc1c(C)nn(c1C)c1ccc(cc1Cl)Cl)NC(c1ccncc1)C,,-12.536033630371096,,,,-12.621185302734375,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)c1ccc(cn1)C(F)(F)F)NC(c1cccc(c1)F)C,,-13.728350639343262,,,,-13.84347152709961,,,-11.532857894897461,,,,,,,,,,,,,-11.829389572143555
O=C(Cc1c(C)nn(c1C)c1ccc(cn1)C(F)(F)F)NC(c1ccccc1F)C,,-12.954251289367676,,,,-13.1751708984375,,,,,,,,,,,,,,,,-11.980042457580565
O=C(Cc1c(C)nn(c1C)c1ccc(cn1)C(F)(F)F)NCc1cc[nH]n1,,,,,,-12.366987228393555,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)c1ccc(cn1)C(F)(F)F)NCc1ccc(c(c1)C)F,,-13.20949935913086,,,,-12.908750534057615,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)c1ccc(cn1)C(F)(F)F)NCc1ccc(cc1)Cl,,-12.807493209838867,,,,-12.586640357971193,,,,,,,,,,,,,,,,-11.662028312683105
O=C(Cc1c(C)nn(c1C)c1cccc(c1)C(F)(F)F)NC(c1ccncc1)C,,-12.746787071228027,,,,-12.643868446350098,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)c1cccc(c1)C(F)(F)F)NCCNc1nccnc1,,,,,,-12.515510559082033,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)c1cccc(c1)C(F)(F)F)NCc1ccncc1,,-12.738795280456545,,,,-12.505196571350098,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)c1ccccc1)NCc1ccc(n1C)C,,-12.349164009094238,,,,,,,,,,,,,,,,,,,,
O=C(Cc1c(C)nn(c1C)c1ccccc1)NCc1ccco1,,-13.118430137634276,,,,-12.894577026367188,,,,,,,,,,-12.795818328857422,,,,,,
O=C(Cc1c(C)nn(c1C)c1ccccc1F)NC(c1ccncc1)C,,-13.408991813659668,,,,-12.449094772338867,,,,,,,,,,,,,,,,-11.669754028320312
O=C(Cc1coc2c1cc(C)c(c2)C)NCc1ccco1,,,,,,,,,,,,,,,,-11.32884407043457,,,,,,
O=C(Cc1coc2c1ccc(c2)C)NCc1ccccc1F,,,,,,,,,,,,,,,,-11.116493225097656,,,,,,
O=C(Cc1coc2c1ccc(c2)C)NCc1ccco1,,,,,,,,,,,,,,,,-11.316619873046875,,,,,,
O=C(Cc1scc(n1)C12CC3CC(C2)CC(C1)C3)NCc1ccccc1.Br,,,,,,,,,,,,,,,,-11.33613109588623,,,,,,
O=C(Cn1[nH]c(=O)ccc1=O)Nc1cccc(c1)C=Cc1ccccn1,,,,,-12.051630973815918,,,,,,,,,,,,,,,,,
O=C(Cn1c(=O)c(ccc1C(F)(F)F)C(=O)N)NCCc1cccs1,,,,,,,-12.449285507202148,,,,,,,,,,,,,,,
O=C(Cn1c(=O)oc2c1cccc2)NC(c1cccs1)c1ccccc1,,,,,,,,,,,,,,,,,,,,,-12.021245956420898,
O=C(Cn1c(nc2c1cccc2)CS(=O)(=O)C)Nc1cccc(c1)c1ccn[nH]1,,,,,,,-11.814620971679688,,,,,,,,,,,,,,,
O=C(Cn1c2ccccc2nc1C(F)(F)F)Nc1cnccc1O,,,,-12.88571071624756,,,,,,,,,,,,,,,,,,
O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccccc1N1CCc2c(C1)cccc2,,,,,,,,,,,,,,,,,,,,,,-11.633916854858398
O=C(Cn1ccccc1=O)NC1CCCCNC1=O,,,,,,,,,,,,,,,,,,,,,-12.072927474975586,
O=C(Cn1cn[nH]c1=O)NC(C(C)(C)C)Cc1ccccc1,,,,,,,,,,,,,,,,-11.286394119262695,-12.752856254577635,,,,,
O=C(N(C1CCCC1)CCc1ccccc1)c1cn2c(n1)nccc2,-12.263665199279785,,,,,,,,,,,,,-12.765199661254885,,,,,,,,
O=C(N(C1CCCc2c1cccc2)C1CC1)Cc1cncnc1,,,,,-12.36244010925293,,,,,,,,,,,-12.131784439086914,-12.507749557495115,,,,,
O=C(N(C1CCN(CC1C)Cc1ccccc1)C)Cc1cccnc1,,,,,,,,,-11.69672966003418,,,,,,,,,,,,,
O=C(N(C1CCOC1)CCc1ccccc1)c1cccnc1,,,,,,,,,,-11.189199447631836,,,,,,,,,,,,
O=C(N(CC(O)(C)C)Cc1ccccc1)Cc1cccnc1,,,-11.706060409545898,,,,,,,,-11.445989608764648,,,,,,,,-11.540590286254885,,,
O=C(N(Cc1cccnc1)Cc1ccco1)CC1CC2CC1CC2,-12.01410675048828,,,,,-12.38463020324707,,,,,,,,,,,,,,,,
O=C(N(Cc1nc2ccccc2c(=O)[nH]1)C)c1sc2c(c1)CCC2,,,-11.32584285736084,,,,,,,,,,,,,,,,,,,
O=C(N1CC2(C1c1ccccc1)CCCCC2)Cn1cn[nH]c1=O,-12.224361419677734,,,,,,,,,,,,,,,,,,,,-12.325730323791506,
O=C(N1CC2CC3CC1CC(C2)C3)c1cn2c(n1)nccc2,,,,,,,,,,,,,-10.26575756072998,,,,,,,,,
O=C(N1CCCC1)CSc1ccccc1C(=O)N1CCC(=CC1)c1c[nH]c2c1cccn2,,,-11.752338409423828,,,,,,,,,-12.171661376953125,,,,,,,,,,
O=C(N1CCCC1)[C@@H]1CC[C@@H](C1)NC(c1cccnc1)c1ncc[nH]1,,,,,,,,,-11.425331115722654,,,,,,,,,,,,,-11.844215393066404
O=C(N1CCCC1C1CCCc2c1cccc2)c1cn2c(n1)nccc2,,,,,,,,,,,,,,,,-11.446215629577635,,,,,,
O=C(N1CCCC1c1nc2c([nH]1)cccc2)Cn1c(C)cc2c1cccc2,,,-11.263195991516113,,,,,,,,,,,,,,,,,,,
O=C(N1CCCc2c1cc(cc2)[N+](=O)[O-])CCCOc1cccnc1,,,,,-12.203266143798828,,,,,,,,,,,,,,,,,
O=C(N1CCCc2c1cccc2)c1cn(nc1c1cccnc1)Cc1ccccc1,,,,-12.733665466308596,,,,,,,,,,,,,,,,,,
O=C(N1CCCc2c1cccc2[N+](=O)[O-])c1nccc(c1)n1cccn1,,,,,,,-11.92175006866455,,,,,,,,,,,,,,,
O=C(N1CCNC(=O)c2c1cccc2C)C1CC1c1ccc2c(c1)cccc2,,,,,,,,,,,,,,,,-11.208353042602539,,,,,,
O=C(N1CCOC(C1)c1ccnc(n1)N(C)C)Cc1cccnc1,,,,,,,,,,,,-12.033370971679688,,,,,,,,,,
O=C(N1CCSc2c1cc(cc2)C(F)(F)F)c1cccnc1,,,,-12.503496170043945,,,,,,,,,,,,,,,,,,
O=C(N1CCc2c(C1C(=O)N)cccc2)Cc1c(C)n[nH]c1C,,,,,,,,,,,,,,,-11.923815727233887,,,,,,,
O=C(NC(=O)N)CCN(Cc1ccccc1)Cc1ccccc1,,,,,,-12.248003005981445,,,,,,,,,,,,,,,,
O=C(NC(=O)N)CCn1c(C)nc2c(c1=O)cccc2,,,,,-11.873297691345215,,,,,,,,,,,,,,,,,
O=C(NC(C(=O)N)C(=O)N)NCC(c1ccc2c(c1)OCCO2)(C)C,,,,,-11.663818359375,,,,,,,,,,,,,,,,,
O=C(NC(C(=O)N)C(=O)N)NCC1(CCCCC1)c1cccc(c1)C,,,,,,,,,,,,,,-13.005163192749025,,,,,,,,
O=C(NC(C(=O)N)C(=O)N)NCc1cccc(c1)Cn1ccnc1C,,,,,,,,-10.30746364593506,-11.429129600524902,,,,,,,,,,,,,
O=C(NC(c1ccc(cc1)n1cncc1)C)Nc1ccc(c(c1)Cl)Cl,,,,,,,,-11.03009796142578,,,,,,,,,,,,,,
O=C(NC(c1ccc2c(c1)CC(=O)N2)C)Nc1ccccn1,,,,,,,,-10.506335258483887,,,,,,,,,,,,,,
O=C(NC(c1ccc2c(c1)CCCC2)C)CSc1nnc(n1CCC(=O)N)C1CC1,,,,,,-12.501739501953125,,,,,,,,,,,,,,,,
O=C(NC(c1nc2c([nH]1)cccc2)C)Nc1cccc(c1)C(F)(F)F,,,,-12.500860214233398,,,,,,,,,,,,,,,,,,
O=C(NC(c1ncc[nH]1)C)Cc1coc(n1)c1ccc(cc1)Cl,,,,,,,,,,,,,,,-12.10163116455078,,,,,,,
O=C(NC1CCCCC1)CSc1ncnc2c1oc1c2cccc1,,,,,,,,,,,,,,,,,,,,,-12.004509925842285,
O=C(NCC(c1ccccc1)(C)C)CCc1cccnc1,,,,-13.158369064331055,,,,,,,,,,,,,,,,,,
O=C(Nc1c[nH]nc1)NCc1cccc(c1)N1CC=CC1,,,,,-11.509980201721193,,,,,,,,,,,,-12.43976879119873,,,,,
O=C(Nc1cc(Br)c[nH]c1=O)C[C@@H]1C[C@H]1c1ccccc1,,,,,,,,,,,,,,,,,-12.25027561187744,,,,,
O=C(Nc1ccc(cc1)F)CSc1ccccc1C(=O)N1CCN(CC1)Cc1ccncc1,,,,,,,,,,,,-11.887164115905762,,,,,,,,,,
O=C(Nc1ccc2c(c1)OC1(O2)CCCC1)CCCc1nc2ccccc2c(=O)[nH]1,,,,,,,,,-11.894140243530273,,,,,,,,,,,,,
O=C(Nc1cccc(c1)n1cnnn1)CCc1ccc(o1)c1ccccc1,,,,,,,,,,,,,,,,-11.455205917358398,,,,,,
O=C(Nc1ccccc1Oc1ccccc1)CSc1nnc(o1)c1n[nH]c2c1cccc2,,,,,,,,,,,,,,,,-11.430444717407227,,,,,,
O=C(Nc1ccccn1)CCNC(=O)C(=O)c1ccc(cc1)C,,,,,-11.457630157470705,,,,,,,,,,,,,,,,,
O=C(Nc1ccccn1)NC1CCN2C1CCCC2,,,,,,,,,,,,-11.966636657714846,,,,,,,,,,
O=C(Nc1cccnc1)CNC(=O)c1c[nH]cc1c1ccc(cc1)F,,,,,,,,-10.49605941772461,,,,,,,,,,,,,,
O=C(Nc1cccnc1)NCC1CCCc2c1nc(s2)C,,,,,,,,,,,,,,,,,,,,,,-11.840712547302244
O=C(Nc1cccnc1)NCCc1ccn(n1)c1ccc(cc1)F,-11.62464714050293,,,,,,,,,,,,,,,-11.745712280273438,,,,,,-11.771279335021973
O=C(Nc1nc2c(s1)cc(cc2)F)CCc1onc(n1)c1ccncc1,,,,,,,,,,,,,,,,,,,,,-12.768527030944824,
O=C(Nc1nnc(s1)c1ccccn1)CCc1cccc(c1F)F,,,,,,,,,,-10.689647674560547,,,,,,,,,,,,
O=C(Nc1scc(n1)c1cccnc1)CCn1[nH]c(=O)c2c(c1=O)cccc2,,,,,,,,,,,-10.530051231384276,,,,,,,,,,,
O=C([C@H]1CCO[C@@H]1c1c(C)nn(c1C)c1ccccc1)N1CCc2c(C1)c(=O)[nH]cn2,,-12.330297470092773,,,,,,,,,,,,,,,,,,,,-12.012447357177734
O=C(c1[nH]c(c(c1C)C(=O)C)C)N1CCCC1c1cccnc1,,,,,,,,,,-10.961627960205078,,,,,,,,,,,,
O=C(c1[nH]ccc1C1CC1)N[C@H]1CCO[C@H]1c1ncn[nH]1,,,,,,,,,,-11.34427547454834,,,,,,,,,,,,
O=C(c1[nH]nc2c1CCCC2)NC1CCCN(C1)c1ncc[nH]c1=O,,,,,,,,-10.296463966369627,,,,,,,,,,,,,,
O=C(c1[nH]nc2c1CCCC2)NCC1(O)CSCC1,,,,,,,,,,,,,,-12.326796531677244,,,,,,,,
