SMILES,TITLE,dockvalent_id,number_of_overlapping_fragments,overlapping_fragments,overlap_score,docked_fragment
Cc1cc(cc(c1)Cl)NC2CCN(CC2)C(=O)[CH2-],NIR-THE-0d6-9,2609_NCL.0,0,,1281.4573890289328,x0195
[CH2-]C(=O)N1Cc2ccccc2C(=C1C(=O)Nc3cccnc3)Cc4cc5cc(ccc5s4)S(=O)(=O)N,GER-FIO-88d-2,1311_NCL.0,0,,1281.2085837301438,x0874
[CH2-]C(=O)N1Cc2cc3c(cccc3[N+](=O)[O-])cc2[C@H](C1)c4ccccc4,SAL-INS-1c7-5,2458_NCL.0,0,,1280.7298177656087,x1392
[CH2-]CC(=O)N1CC[N@]([C@H](C1)CCc2ccccc2O)S(=O)(=O)c3ccc(cc3)Cl,SAL-INS-1ea-4,2426_NCL2ACR.0,0,,1280.6286455961867,x1308
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)CCl)F,DAR-DIA-fb2-11,48_ACL.0,0,,1280.3893800301753,x0830
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)CCl)F,JOO-PER-d7a-1,434_ACL.0,0,,1280.3893800301753,x0830
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2NC3CCN(CC3)C(=O)CCl)F,NIR-THE-0d6-3,2603_ACL.0,0,,1280.336752011537,x0830
C[C@@H](c1ccc(cc1)CNC(=O)C[CH2-])NC(=O)OC(C)(C)C,VIJ-CYC-1a3-10,2485_ACR.0,0,,1280.1014862512907,x0995
Cc1ccc(cc1)CC[C@H](c2cccc(c2)C#N)N3CCN(CC3)C(=O)[CH2-],PAU-WEI-b9b-6,722_NCL.0,0,,1280.0065030626622,x1380
[CH2-]CC(=O)N1CCN(CC1)CC2=C[NH2+][C@@H]3[C@H]2C=C(C=C3)C#N,JAN-GHE-bf4-9,693_ACR.0,0,,1279.9020021058463,x0305
[CH2-]CC(=O)N1C[C@H]2C[NH+](C[C@H]2C1)CC3=CN[C@H]4[C@@H]3C=C(C=C4)C#N,JAN-GHE-bf4-12,696_ACR.0,0,,1279.853302055676,x0692
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2NC3CCN(CC3)C(=O)C[CH2-])F,NIR-THE-0d6-3,2603_NCL2ACR.0,0,,1279.705691568972,x0770
C[C@@H](C1=CC(=C[C@H]2[C@@H]1CSC2)Cl)NC(=O)[CH2-],DAV-CRI-eab-8,257_NCL.0,0,,1279.627181355303,x1382
[CH2-]C(=O)N1Cc2ccccc2[C@@H](C1)[c-]3[cH-][c-]4[c-]([cH-][c-]3Cl)[c-]([cH-][nH]4)C5CC5,DOU-UNK-b53-14,868_ACL.0,0,,1279.416858470259,x0770
Cc1cc(nc(n1)F)c2ccc(cc2F)CN3CCN(CC3)C(=O)[CH2-],BEN-VAN-c98-16,573_ACL.0,0,,1278.8185471174784,x0995
Cc1cccc(c1)CC2C[C@H]3CC[C@@H](C2)N3C(=O)C[CH2-],MAK-UNK-af8-8,932_NCL2ACR.0,0,,1278.6047944835354,x0387
CCNc1c(cc(cn1)[C+]=[NH2+])CN2CCC(CC2)O,PET-SGC-39d-2,2119_NIT.0,0,,1278.4602846302525,x0305
CCNc1c(cc(cn1)[C+]=[NH2+])CN2CCC(CC2)O,JAN-UNI-2e9-3,2277_NIT.0,0,,1278.4602846302525,x0305
CCNc1cc(c(cn1)[C+]=[NH2+])Nc2c(csc2Cl)[C@@H]3CCC[C@@H]3C(=O)NC(=O)C=C,BEN-VAN-d2b-14,465_NIT.0,0,,1278.1813044043556,x0305
CCC[c-]1[c-]2[c-]([c-]([cH-][c-]([c-]2Cl)F)OC3CCN(CC3)C(=O)C[CH2-])[nH][c-]1Cl,BEN-VAN-d8f-29,432_ACL2ACR.0,0,,1278.0906059876306,x0946
[CH2-]CC(=O)N1Cc2ccccc2[C@@H]([C@H]1Cc3cccnc3)c4ccccc4,DAV-CRI-1c7-1,2466_NCL2ACR.0,0,,1277.8657014548787,x1384
CCOc1cccc(c1)[C@@H]2c3ccccc3CN([C@H]2CC4=c5cccnc5=[NH+][CH+]4)C(=O)[CH2-],DOU-UNK-b53-15,869_ACL.0,0,,1277.7361454528618,x0104
C[C@@H](c1cc(cc(c1)Cl)c2ccc(c(c2)[O-])S(=O)(=O)N)NC(=O)[CH2-],DAV-CRI-14a-2,2512_NCL.0,0,,1277.0249898999969,x1382
C[C@@H](c1cc(cc(c1)Cl)c2ccc(c(c2)[O-])S(=O)(=O)N)NC(=O)[CH2-],DAV-CRI-14a-3,2513_NCL.0,0,,1277.0249898999969,x1382
[CH2-]CC(=O)N1CCN(CC1)Cc2cc(cnc2CNC(=O)N3CCOCC3)C#N,DAR-DIA-fb2-17,54_NCL2ACR.0,0,,1276.6982980166013,x0830
CCNc1ccc(cn1)NCc2cc(c(nc2)C)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-af8-27,951_NCL.0,0,,1276.3510616083993,x0104
[CH2-]C(=O)N1CCN(CC1)[C@@H](c2cccs2)[C@@H]3[C@H](CCC[N@H+]3Cc4ccccc4)O,MAK-UNK-b1d-6,917_ACL.0,0,,1276.0537026947334,x1418
CCNc1ccc(cn1)NCc2cc(c(nc2)C)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-af8-27,951_NCL.0,0,,1275.8435462603145,x0195
[CH2-]CC(=O)N1Cc2ccccc2[C@H](C1)c3cccc(c3)N,NIR-THE-c33-1,622_NCL2ACR.0,0,,1275.7907349084053,x0305
[CH2-]CC(=O)N1CCC(CC1)Nc2ccc3ccc(cc3c2)S(=O)(=O)N,NIR-THE-0d6-5,2605_NCL2ACR.0,0,,1275.6610904155352,x0770
[CH2-]C(=O)N1Cc2ccccc2[C@@H](C1)c3cc(cnc3CNC(=O)N4CCOCC4)C#N,DAR-DIA-cab-12,550_NCL.0,0,,1275.5475575076327,x0830
C[C@@H]([c-]1[cH-][cH-][c-]2[c-]([cH-]1)n([cH-][c-]2CCNC(=O)[CH2-])C)NC(=O)CCl,TAM-UNI-d1c-23,503_ACL.0,0,,1275.1288685715178,x1386
CCNc1c2cc(ccc2c(cn1)C#N)N(c3cccc(c3)C(=O)N4CCSCC4)C(=O)C[CH2-],NIR-THE-ed2-2,191_NCL2ACR.0,0,,1274.8164629456978,x0786
[CH2-]C(=O)N1CCN(CC1)[C@H](CCc2ccccc2)c3cccc(c3)Cl,PAU-WEI-b9b-1,717_NCL.0,0,,1274.0938968499136,x0770
CCNc1c(cc(cn1)[C+]=[NH2+])CCNS(=O)(=O)C,PET-SGC-90a-1,1203_NIT.0,0,,1273.8001404661964,x0305
CC(=O)NCCC[c-]1[cH-]n([c-]2[c-]1[cH-][cH-][c-]([cH-]2)[C@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)C[CH2-])C,TAM-UNI-d1c-11,491_NCL2ACR.0,0,,1273.7966270779489,x1392
[CH2-]C(=O)N1CCN(CC1)Cc2cc(cc3c2cccc3)Cl,DAR-DIA-fb2-8,45_NCL.0,0,,1273.7289849484252,x0195
Cc1ccc(c(c1)CC2=NC=[NH+][CH+]2)N([C@@H]3CS(=O)(=O)C=C3)C(=O)C[CH2-],SAL-INS-1c7-9,2462_NCL2ACR.0,0,,1273.7160344612237,x1392
CNc1cnc(nc1F)c2c(cc(s2)F)[C@@H]3CCC[C@H]3C(=O)NC(=O)C[CH2-],BEN-VAN-d2b-19,470_ACR.0,0,,1273.574200813889,x0874
[CH2-]C(=O)N1Cc2ccccc2[C@@H]([C@H]1Nc3cccnc3)c4ccccc4,DAV-CRI-1c7-2,2467_NCL.0,0,,1273.4753292196103,x0831
CN1c2cc(ccc2CC[C@@H]1[C@@H]3CN(Cc4c3cccc4)C(=O)[CH2-])S(=O)(=O)N,HEI-REL-0c9-6,2627_ACL.0,0,,1272.778274972744,x1392
CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)NCN2CCN(CC2)C(=O)C[CH2-],NIM-UNI-ed9-1,166_NCL2ACR.0,0,,1272.6333670417216,x0770
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3cccc(c3)N,NIR-THE-c33-1,622_NCL.0,0,,1272.3399176781122,x0874
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2C[c-]3[nH][c-]4[cH-][cH-][cH-][cH-][c-]4[n-]3)F,GAB-REV-4a4-3,2019_ACL2ACR.0,0,,1272.322522877277,x0104
[CH2-]C(=O)N1CC[N@]([C@H](C1)c2ccccc2)Cc3ccc(s3)Br,SAL-INS-1c7-11,2464_NCL.0,0,,1272.3070367621112,x1385
[CH2-]C(=O)N1CCN(CC1)C(=O)[C@H](c2c(cccn2)Cl)F,JON-UIO-066-4,2673_ACL.0,2,"x1402,x0755",1272.188791143627,x1382
COc1cccc(c1)[N+]2=NN=C([CH+]2)CN3CCN(CC3)C(=O)[CH2-],ANT-STE-dbb-2,400_NCL.0,0,,1271.7640986449885,x1386
COc1cccc(c1)[N+]2=NN=C([CH+]2)CN3CCN(CC3)C(=O)[CH2-],JOH-UNK-14e-8,2510_ACL.2,0,,1271.7640986449885,x1386
CCOc1cccc(c1)[C@@H]2c3ccccc3CN([C@H]2CC4=c5cccnc5=[NH+][CH+]4)C(=O)[CH2-],DOU-UNK-b53-15,869_ACL.0,0,,1271.4473400976397,x0770
[CH2-]C(=O)N1CCO[C@@H]([C@@H]1Nc2cnccn2)c3ccc(cc3)F,FOC-CAS-e3a-2,298_NCL.0,0,,1271.0596138094536,x0107
c1cc(cc(c1)NC(=O)Nc2cc(cnc2)N)[C+]=[NH2+],DAR-DIA-23a-8,2361_NIT.0,0,,1271.0344316641385,x0305
Cc1ccncc1N(C(=O)C[CH2-])C(=O)N2CCN(CC2)c3ccccc3,SEL-UNI-842-4,1357_ACL2ACR.0,0,,1270.742263817358,x1478
CC(=O)N(c1cc(cnc1)N)C(=O)C[CH2-],DAN-PUR-19f-2,2490_NCL2ACR.0,1,x1093,1270.6431887936794,x0995
c1cc(cc(c1)[C+]=[NH2+])CNC(=O)CC2=c3cccnc3=[NH+][CH+]2,TRY-UNI-1fd-6,2402_NIT.0,0,,1270.0024925542652,x0305
CCNc1cc(c(cn1)[C+]=[NH2+])Nc2csc(c2[C@@H]3CCC[C@@H]3C(=O)NC(=O)C=C)OC,BEN-VAN-d2b-12,463_NIT.0,0,,1269.2175509794793,x0995
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)C[CH2-])F,NAU-LAT-f72-1,124_NCL2ACR.0,0,,1268.8781719515332,x1308
[CH2-]C(=O)Nc1cncc2c1CCN(C2)C(=O)NC3CCCCC3,DOU-UNK-b53-2,856_ACL.0,0,,1268.8636409574424,x0104
C[C@@H](N)N[C@@H](CC(=O)N)C(=O)N[C@@H]1CC[C@H](CN1C(=O)[CH2-])c2nc3cc(ccc3s2)Cc4cccc(c4)S(=O)(=O)N,DAV-CRI-f9b-10,73_NCL.1,0,,1268.3104603777656,x0749
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2NC3CCN(CC3)C(=O)C[CH2-])F,NIR-THE-0d6-3,2603_NCL2ACR.0,0,,1268.2930811974747,x1334
CC(=O)Nc1cc(cc(c1)[C+]=[NH2+])CN2CCN(CC2)C(=O)CCl,TAM-UNI-d1c-16,496_NIT.0,0,,1268.1425719506624,x1392
[CH2-]C(=O)N1C[C@@H](c2cc(ccc2[C@@H]1[C@H]3CS(=O)(=O)C[C@@H]3N4CCCC4=O)O)c5ccccc5,DAV-CRI-f47-3,134_NCL.0,0,,1267.7581357378187,x1375
[CH2-]CC(=O)N1Cc2ccccc2[C@@H]([C@H]1C(=O)Nc3cccnc3)c4ccccc4,DAV-CRI-1c7-6,2471_NCL2ACR.0,0,,1265.7233499280453,x0831
C[C@@H](Cc1c(ccc(c1F)F)[C@H]2CN(CCO2)C(=O)[CH2-])Nc3ccc(cn3)C#N,BEN-VAN-77c-9,1493_ACL.0,0,,1264.2921245760526,x0759
CS(=O)(=O)NCC[c-]1[cH-][c-]([cH-][c-]2[c-]1[nH][cH-][c-]2/C=C\NC(=O)[CH2-])F,SAM-UNK-83e-2,1359_ACL.0,0,,1263.9939773669219,x0104
[CH2-]C(=O)Nc1cnccc1C(=O)N2CCN(CC2)S(=O)(=O)c3ccsc3,MAK-UNK-726-1,1514_ACL.0,1,x1351,1263.9715599785122,x0689
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2[C@@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)C[CH2-])F,DAR-DIA-cab-6,544_NCL2ACR.0,0,,1263.7915191743614,x1392
c1cc(cc(c1)NC(=O)Cc2cccnc2)[C+]=[NH2+],DAR-DIA-23a-4,2357_NIT.0,0,,1263.7815922374157,x1093
c1c(c(c(s1)NCO)CN2CCN(CC2)C(=O)CCl)[C+]=[NH2+],DAV-CRI-d1e-5,479_NIT.0,0,,1263.711474309463,x1386
CCNc1ccc(cn1)NCc2cc(c(nc2)C)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-af8-27,951_NCL.0,0,,1263.6608906733638,x0161
[CH2-]C(=O)N1CCN(CC1)[C@H](c2ccsc2)C(=O)N3CCN(CC3)Cc4cccs4,MAK-UNK-902-1,1207_ACL.0,0,,1263.5053311016072,x1418
Cc1ccncc1N2[C@@H]3[C@H](CC2=O)[N@](C[C@@H](N3C(=O)[CH2-])c4cccc(c4)N5CCCC5=O)[C@@H](c6cccs6)O,DOU-UNK-b53-6,860_ACL.0,0,,1263.4738347136297,x0387
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][c-]([c-]2[C@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)CCl)F,NIR-THE-c33-3,624_ACL2ACR.0,0,,1263.1087662091973,x0305
[CH2-]C(=O)N[C@H](c1ccccc1CS(=O)(=O)F)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)CCl,JIA-UNI-997-2,1139_ACL.0,0,,1262.8419521929898,x0434
[CH2-][C@H]([C@H](c1cccnc1)C(=O)Nc2ccccc2)C(=O)N3CCC(CC3)C(=O)N,BEN-DND-031-6,2730_NCL2ACR.0,0,,1262.6881966633887,x0540
CCNc1cc(c(cn1)[C+]=[NH2+])Nc2c(csc2F)[C@@H]3CCC[C@@H]3C(=O)NC(=O)C=C,BEN-VAN-d2b-13,464_NIT.0,0,,1262.536660382115,x0995
[CH2-]C(=O)N[C@H]([C@H](c1ccc(cc1)O)S(=O)(=O)NCCc2ccccc2)C(=O)NCC#CBr,MAK-UNK-c44-5,603_ACL.0,0,,1262.048363082949,x0072
[CH2-]C(=O)N1CCC[C@H](C1)[N+]2=NN=C([CH+]2)COCc3ccccc3,STE-KU -2e0-6,2285_NCL.0,0,,1262.0448335550054,x1418
CCn1[cH-][c-]([c-]2[c-]1[cH-][cH-][c-]([cH-]2)[C+]=[NH2+])CCNC(=O)C,PET-SGC-708-1,1605_NIT.0,0,,1261.8782657480972,x0305
Cc1ccncc1N2[C@@H]3[C@H](CC2=O)[N@@](CCN3C(=O)[CH2-])[C@@H](c4cccs4)O,DOU-UNK-b53-3,857_ACL.0,0,,1261.8138277272906,x1392
Cc1c(ccc2c1ccc(n2)S(=O)(=O)N)C[N@@]3CCN(C[C@@H](C3)c4cccnc4)C(=O)[CH2-],KEI-UNI-85a-10,1324_ACL.1,0,,1261.725105494476,x0434
[CH2-]CC(=O)N1C[C@@H](c2cc(ccc2[C@@H]1[C@H]3CS(=O)(=O)C[C@@H]3N4CCCC4=O)F)c5ccccc5,DAV-CRI-f47-2,133_NCL2ACR.0,0,,1261.6357799083364,x1375
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2NC3CCN(CC3)C(=O)C[CH2-])F,NIR-THE-0d6-3,2603_NCL2ACR.0,0,,1261.5618502700909,x0692
[CH2-]CC(=O)N1CC[N@@]([C@@H]2[C@H]1N(C(=O)N2)c3cccnc3)Cc4ccccc4,NIM-UNI-36e-2,2139_ACL2ACR.0,0,,1261.2234515638213,x0692
[CH2-]C(=O)N1Cc2c(cccc2NCc3cc(n(c3)S(=O)(=O)c4cccnc4)c5ccccc5F)[C@H](C1)c6ccccc6,MAK-UNK-702-8,1613_NCL.0,0,,1261.1323639879513,x0387
Cc1cccc(c1)[C@H]2CN(Cc3c2cccc3)C(=O)[CH2-],NIR-THE-c33-6,627_NCL.0,0,,1261.0634783273597,x0874
CCNc1c(cc(cn1)[C+]=[NH2+])[C@@H](c2ccc(s2)Br)N3CCN(CC3)C(=O)CCl,PAU-WEI-f73-3,123_NIT.0,0,,1260.9048246373945,x0305
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)CCl)Cl,DAR-DIA-fb2-15,52_ACL.0,0,,1260.8087915310466,x0104
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)C)[C+]=[NH2+],JOH-MSK-d60-1,435_NIT.0,0,,1260.4613596250201,x0830
C[C@@H](c1ccccc1CNC(=O)N2CCOCC2)NC(=O)[CH2-],TAM-UNI-d1c-21,501_NCL.0,0,,1260.2492160134777,x1386
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2CN3CCN(CC3)C(=O)CCl,DUN-NEW-f8c-24,111_ACL.0,0,,1260.1554514724685,x0072
CC[n@]1[cH-][c-]([c-]2[c-]1[c@-]([cH-][c-]([cH-]2)[C+]=[NH2+])[C@H](C)NC(=O)C)CCNC(=O)C,ROB-UNI-b2e-8,892_NIT.0,0,,1259.942960919875,x1249
[CH2-]CC(=O)N1CC[N@@](C[C@H](C1)c2cc(ccc2O)O)Cc3cc(ccc3O)O,AVI-UNI-70b-2,1582_NCL2ACR.1,0,,1259.5709328552796,x1382
c1cc(ccc1C2(CC2)[C+]=[NH2+])S(=O)(=O)NCCOc3c[nH+][n-]c3C(F)(F)F,VIJ-CYC-1a3-9,2484_NIT.0,0,,1259.4471646240715,x0072
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccc4ccc(cc4c3)S(=O)(=O)N,TAM-UNI-d1c-9,489_NCL.0,0,,1259.3822917808156,x1386
[CH2-]CC(=O)N1CCN(CC1)Cc2ncc(c(n2)N)Cc3ccsc3,MAK-UNK-e4a-22,290_NCL2ACR.0,0,,1259.0729531741372,x0692
[CH2-]C(=O)N1CC[N@](C[C@H](C1)c2cccnc2)Cc3ccc4cc(ccc4c3Br)S(=O)(=O)N,KEI-UNI-85a-2,1316_ACL.0,0,,1259.0694533302046,x0434
c1cc(cc(c1)NC(=O)Nc2cc(cnc2)N)[C+]=[NH2+],DAR-DIA-23a-8,2361_NIT.0,0,,1258.9913702981335,x1093
[CH2-]CC(=O)N1CCN(CC1)CCNC(=O)c2cccc3c2cccc3,STE-KU -2e0-2,2281_NCL2ACR.0,0,,1258.9189973427028,x0749
CNC(=O)[C@@H](c1cccc(c1)CN2CCN(CC2)C(=O)CCl)NCCNC(=O)[CH2-],MAK-UNK-176-2,2495_ACL.0,0,,1258.8634042331992,x0104
CNC(=O)c1ccc(cc1CN2CCN(CC2)C(=O)CCl)[C+]=[NH2+],TAM-UNI-d1c-17,497_NIT.0,0,,1258.7583807742428,x1392
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccc4ccc(cc4c3)S(=O)(=O)N,TAM-UNI-d1c-9,489_NCL.0,0,,1258.6244408572552,x0692
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2NC3CCN(CC3)C(=O)C[CH2-])F,NIR-THE-0d6-3,2603_NCL2ACR.0,0,,1258.6145919405194,x0830
C=CC(=O)N1CC(C1)[NH2+]CC2=CN[C@H]3[C@@H]2C=C(C=C3)[C+]=[NH2+],JAN-GHE-bf4-10,694_NIT.1,0,,1258.0413242062991,x0755
COc1cccc(c1)[N+]2=NN=C([CH+]2)CN3CCN(CC3)C(=O)C[CH2-],ANT-STE-dbb-2,400_NCL2ACR.0,0,,1257.8683800764393,x1386
COc1cccc(c1)[N+]2=NN=C([CH+]2)CN3CCN(CC3)C(=O)C[CH2-],JOH-UNK-14e-8,2510_ACL2ACR.2,0,,1257.8683800764393,x1386
C[C@@H](N)N[C@@H](CC(=O)N)C(=O)N[C@@H]1CC[C@H](CN1C(=O)[CH2-])c2nc3cc(ccc3s2)c4ccc(cc4)S(=O)(=O)N,DAV-CRI-f9b-1,64_NCL.1,0,,1257.5021961402929,x0749
COc1cccc(c1)NC(=O)Nc2cccc(c2)[C+]=[NH2+],ANN-UNI-263-6,2338_NIT.0,0,,1257.2525640311876,x0305
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2N3CCC[C@H]3C(=O)N,TAM-UNI-c14-16,667_ACL.0,0,,1257.1723983400511,x0946
CC(=O)Nc1c(c(cs1)C#N)CN2CCN(CC2)C(=O)[CH2-],DAV-CRI-d1e-6,480_NCL.0,0,,1256.062024895777,x0305
[CH2-]C(=O)NCC[c-]1[cH-]n([c-]2[c-]1[cH-][cH-][cH-][cH-]2)CC(=O)N3CCOCC3,DUN-NEW-f8c-13,100_ACL.0,0,,1255.86048426562,x0072
Cc1ccc(cc1)N([C@@H]2CS(=O)(=O)C=C2)C(=O)N(C3=CNCC=C3C)C(=O)[CH2-],SEL-UNI-842-1,1354_ACL.0,0,,1255.6700104404133,x0107
c1c(c(cnc1NCO)[C+]=[NH2+])CN2CCN(CC2)C(=O)CCl,DAV-CRI-d1e-3,477_NIT.0,0,,1255.567587098511,x1418
Cc1cccc(c1)CN2CCN(CC2)C(=O)[C@@H]([CH2-])NC=O,MAK-UNK-af8-10,934_NCL2ACR.0,0,,1255.2363038035967,x0072
[CH2-]C(=O)N1Cc2ccccc2[C@@H](C1)c3cc(cnc3CNC(=O)N4CCOCC4)F,DAR-DIA-cab-13,551_NCL.0,0,,1255.22571032345,x0305
C[C@@H]([c-]1[cH-][cH-][c-]2[c-]([cH-]1)n([cH-][c-]2CCNC(=O)[CH2-])C)NC(=O)CCl,TAM-UNI-d1c-23,503_ACL.0,0,,1255.0457356717347,x1382
C[C@@H](C1=CC(=C[C@H]2[C@H]1C[NH2+]C2)Cl)NC(=O)[CH2-],DAV-CRI-eab-5,254_NCL.0,0,,1254.965911210071,x1382
[CH2-]C(=O)Nc1ccc(cc1)[C@@H]2CCN(CO2)C(=O)CCl,NIM-UNI-43f-7,2055_ACL.0,0,,1254.7074695855463,x0759
[CH2-][C@H](C(=O)N1Cc2ccccc2[C@@H](C1)c3ccccc3)NCc4cc(n(c4)S(=O)(=O)c5cccnc5)c6ccccc6F,MAK-UNK-702-2,1607_NCL2ACR.1,0,,1254.6559911417048,x0387
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)C#N)F,NAU-LAT-f72-2,125_ACL.0,0,,1254.6337199823229,x1336
C[C@@H](CNC(=O)C[CH2-])[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([c-]([cH-]2)Cl)OC,JOH-MSK-ec6-1,200_ACL2ACR.0,0,,1254.3873845341557,x0104
CS(=O)(=O)NCC[c-]1[cH-][cH-][cH-][c-]2[c-]1[nH][cH-][c-]2CCNC(=O)C[CH2-],DUN-NEW-f8c-10,97_ACL2ACR.0,0,,1253.879134958876,x1458
[CH2-]CC(=O)NC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][cH-]2)C#N,SCO-VAN-260-5,2345_ACL2ACR.0,0,,1253.2470609080174,x0072
[CH2-]C(=O)N1CCN(CC1)Cc2c(csc2NCO)C#N,DAV-CRI-d1e-5,479_NCL.0,0,,1253.0666932977756,x1418
c1cc(cc(c1)[C+]=[NH2+])CNC(=O)CC2=c3cccnc3=[NH+][CH+]2,TRY-UNI-1fd-6,2402_NIT.0,0,,1253.057928274158,x0387
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)C#N)F,NAU-LAT-f72-2,125_ACL.0,0,,1252.9739893331025,x0072
Cc1cccc(c1)N(c2ccc(s2)N)C3CCN(CC3)C(=O)C[CH2-],NIR-THE-0d6-12,2612_NCL2ACR.0,0,,1252.7558938999534,x0692
[CH2-]CC(=O)N1CCN(CC1)[C@@H](c2cccs2)[C@@H]3[C@H](CCC[N@H+]3Cc4ccccc4)O,MAK-UNK-b1d-6,917_ACL2ACR.0,0,,1252.6930243423108,x1418
CCNc1c(cc(cn1)[C+]=[NH2+])NC2CCN(CC2)C(=O)CCl,NIR-THE-0d6-7,2607_NIT.0,0,,1252.637485548159,x1334
[CH2-]CC(=O)NCCC1=CCc2c1cc(cc2CN3CCN(CC3)C(=O)CCl)F,DAR-DIA-fb2-10,47_ACL2ACR.0,0,,1252.096094380618,x0305
[CH2-]CC(=O)N1Cc2ccccc2[C@@H](C1)[c-]3[cH-][c-]4[c-]([cH-][c-]3Cl)[c-]([cH-][nH]4)C5CC5,DOU-UNK-b53-14,868_ACL2ACR.0,0,,1251.7059973359796,x0387
COc1ccccc1[N+]2=NN=C([CH+]2)CN3CCN(CC3)C(=O)C[CH2-],ANT-STE-dbb-3,401_NCL2ACR.0,0,,1251.372356225394,x1386
c1cc(cnc1)NC(=O)c2cc(cnc2[C+]=[NH2+])N3CCCOCC3,JOH-UNI-abd-2,1002_NIT.0,0,,1251.3332671654327,x0434
[CH2-]C(=O)N1CCN(CC1)S(=O)(=O)C2=CC[S@@H]=C2,MAK-UNK-235-1,2374_ACL.0,0,,1251.27127045883,x0689
COc1ccc(cc1)[n+]2cc([nH+][n-]2)CN3CCN(CC3)C(=O)C[CH2-],JOH-UNK-14e-7,2509_ACL2ACR.0,0,,1251.1839331199747,x1386
COC(=O)c1cccc(c1)NS(=O)(=O)[C@@H](c2cccs2)N3CCN(CC3)C(=O)C[CH2-],MAK-UNK-902-12,1218_ACL2ACR.1,0,,1250.9434091156222,x1386
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[c-]([c-]([cH-][c-]2[c-]3[c-](o[cH-][n-]3)CC#C[C-]4[CH-][CH-][CH-][N-][CH-]4)C#N)Cl,MAT-GIT-dea-4,355_ACL2ACR.0,0,,1250.8149335431585,x0434
[CH2-]CC(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-bb6-1,711_NCL2ACR.0,0,,1250.669829974831,x0195
[CH2-]CC(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-594-2,1874_NCL2ACR.0,0,,1250.669829974831,x0195
[CH2-]CC(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-022-1,2733_ACL2ACR.0,0,,1250.669829974831,x0195
CCNc1c(cc(cn1)C#N)CCN[C@H]2CN(CC[N@@]2S(=O)(=O)c3cccc(c3)Cl)C(=O)[CH2-],BEN-DND-362-3,2191_ACL.0,0,,1250.5655124419154,x0107
