SMILES,TITLE,dockvalent_id,number_of_overlapping_fragments,overlapping_fragments,overlap_score,docked_fragment
CC(=O)NCC[c-]1[cH-]n([c-]2[c-]1[cH-][c-]([cH-][cH-]2)[C+]=[NH2+])CC(=O)N3CCOCC3,ROB-UNI-b2e-12,896_NIT.0,0,,657.9067205872561,x0072
[CH2-]CC(=O)Nc1cc(cc(c1)C#N)CN2CCN(CC2)C(=O)CCl,TAM-UNI-d1c-16,496_ACL2ACR.0,0,,657.8572376036321,x0692
Cc1ccc(cc1)N([C@@H]2CS(=O)(=O)C=C2)C(=O)CCCN(c3cnccc3C)C(=O)C[CH2-],HAN-NEW-5f5-5,1804_ACL2ACR.0,0,,657.3405052520766,x0104
CC[NH2+][C@@H](COc1cccc(c1)CN2CCN(CC2)C(=O)CCl)OC[C+]=[NH2+],MAK-UNK-af8-20,944_NIT.0,0,,657.1941015604085,x0387
c1cc(cnc1)NC(=O)Nc2ccc(cc2)[C+]=[N-],JOH-UNK-14e-1,2503_NIT.0,0,,656.9852497706406,x0692
C[C@H]1C[C@H](C[C@H](C1)[NH2+]CCNc2ccc(cn2)C#N)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-af8-23,947_NCL.1,0,,656.2241861920714,x0195
[CH2-]CC(=O)N1CC[N@](C[C@H](C1)c2cccnc2)Cc3ccc4c(c3Br)ccc(n4)C(=O)N,KEI-UNI-85a-8,1322_ACL2ACR.0,0,,656.1547244441767,x0831
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccc4ccc(cc4c3)S(=O)(=O)N,TAM-UNI-d1c-9,489_NCL.0,0,,655.9565319646783,x1392
[CH2-]CC(=O)N1CCN(CC1)CC(=O)c2cccc(c2)CS(=O)(=O)N,JAN-GHE-1d9-6,2432_ACL2ACR.0,0,,655.8034845590579,x0161
C[C@@H](CC(=O)NCCCc1ccc(cc1)[C+]=[NH2+])O,NEL-UNI-146-8,2549_NIT.0,0,,655.3293985861969,x1249
CCn1[cH-][c-]([c-]2[c-]1[c-]([cH-][c-]([cH-]2)C#N)[C@H](C)NC(=O)C)CCNC(=O)C[CH2-],ROB-UNI-b2e-8,892_ACL2ACR.0,0,,655.3055443229531,x0072
CC(=O)Sc1ccc(cc1)[C@@H]2CCN(CO2)C(=O)[CH2-],NIM-UNI-43f-11,2059_NCL.0,0,,655.2296484776151,x0759
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2CCC[C@@H]3CN(CCN3C(=O)C)C(=O)[CH2-],HAN-NEW-5f5-4,1803_NCL.0,0,,654.7646826948805,x1493
CC(=O)N1CCN(C[C@@H]1CCC[c-]2[cH-][cH-][cH-][c-]3[c-]2[nH][cH-][c-]3CCNC(=O)[CH2-])C(=O)CCl,HAN-NEW-5f5-4,1803_ACL.0,0,,654.5823768338413,x0104
CS(=O)(=O)NCCc1[cH-]c(c[n+]-2c(cnc12)CCNC(=O)C[CH2-])Cl,BEN-DND-362-7,2195_ACL2ACR.0,0,,654.5482085470999,x0161
CCNc1c(cc(cn1)C#N)[C@@H](c2ccc(s2)Br)N3CCN(CC3)C(=O)C[CH2-],PAU-WEI-f73-3,123_NCL2ACR.0,0,,654.4095803364427,x0830
CS(=O)(=O)NCCc1cc(cc2c1nccc2CCNC(=O)C[CH2-])Cl,ROB-UNI-b2e-9,893_ACL2ACR.0,0,,654.0594890558843,x0104
c1cc(cc(c1)[C@@H](CCc2ccc(cc2)C(F)(F)F)N3CCN(CC3)C(=O)CCl)[C+]=[NH2+],PAU-WEI-b9b-5,721_NIT.0,0,,653.8646227792716,x0104
[CH2-]C(=O)N1CCN(CC1)CC2=NN=[N+]([CH+]2)Cc3ccccc3,STE-KU -2e0-7,2286_NCL.0,0,,653.8245939237663,x0749
Cc1c(nco1)[c-]2[cH-][c-]([c-]([c-]3[c-]2[nH][cH-][c-]3CCNC(=O)[CH2-])Cl)C#N,MAT-GIT-dea-3,354_ACL.0,0,,653.5032452303883,x0104
C[C@H](C1=CC(=C[C@H]2[C@@H]1CC[NH2+]2)Cl)NC(=O)[CH2-],DAV-CRI-eab-4,253_NCL.0,0,,653.3478425068477,x0831
[CH2-]CC(=O)N[C@@H](CO)C(=O)N[C@@H](C[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][cH-]2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=O)N)C(=O)N,SAL-INS-68b-6,1685_ACL2ACR.0,0,,653.2787970076806,x0874
C[C@@H](c1cc(cc(c1)Cl)C[C@H]2C=CC(=C2)S(=O)(=O)N)NC(=O)[CH2-],DAV-CRI-14a-5,2515_NCL.0,0,,653.1754263498837,x0161
Cc1ccncc1NC(=O)CNc2ccc(cc2)NC(=O)[CH2-],GAB-REV-70c-21,1578_ACL.0,0,,652.873327373621,x0107
CC[c-]1[cH-][nH][c-]2[c-]1[c-]([c-]([cH-][c-]2OC3CCN(CC3)C(=O)C[CH2-])F)Cl,BEN-VAN-d8f-26,429_ACL2ACR.0,0,,652.8710947070501,x0104
[CH2-]C(=O)N1CCC(CC1)Nc2ccc3ccc(cc3c2)S(=O)(=O)N,NIR-THE-0d6-5,2605_NCL.0,0,,652.8614571871087,x0161
[CH2-]CC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(c(c2)C[C@@H]3CN(CCO3)C(=O)NCc4ccc(cc4)[N+](=O)[O-])Cl,PED-UNI-b79-1,739_NCL2ACR.0,0,,652.6043228234514,x1249
Cc1ccncc1NC(=O)Cc2cc(ccc2CNC(=O)N3CCOCC3)[C+]=[NH2+],PET-SGC-276-1,2314_NIT.0,0,,651.8137689408809,x1249
CNc1cnc(nc1F)c2c(cc(s2)F)[C@@H]3CCC[C@H]3C(=O)NC(=O)C[CH2-],BEN-VAN-d2b-19,470_ACR.0,0,,651.4622341398546,x0305
COC1CC[NH+](CC1)C[c-]2[cH-][c-]([cH-][c-]3[c-]2[nH][cH-][c-]3CNC(=O)C[CH2-])F,SCO-VAN-260-6,2346_ACL2ACR.0,0,,651.3637586187019,x0072
COc1ccc(cc1)[n+]2cc([nH+][n-]2)CN3CCN(CC3)C(=O)[CH2-],JOH-UNK-14e-7,2509_ACL.0,0,,651.3540314592963,x1386
[CH2-]CC(=O)N1CCN(CC1)[C@H](c2cccs2)C(=O)N(c3ccc(cc3)F)[C@@H]4CS(=O)(=O)C=C4,MAK-UNK-902-5,1211_ACL2ACR.0,0,,651.0573210332166,x1418
CCNc1c(cc(cn1)C#N)CN2CCN(CC2)C(=O)[CH2-],DAR-DIA-fb2-4,41_NCL.0,0,,651.0378843228842,x0830
CN(C1=NC=[NH+][CH+]1)C(=O)c2ccc3c(c2)CN(C[C@@H]3c4ccccc4)C(=O)[CH2-],SAL-INS-1c7-2,2455_NCL.0,0,,650.9673248677509,x1374
CC[NH2+][C@H]1C[C@H](CC[C@@H]1OC#N)Oc2cccc(c2)CN3CCN(CC3)C(=O)C[CH2-],MAK-UNK-af8-19,943_NCL2ACR.0,0,,650.8606176328042,x0161
[CH2-]CC(=O)N1CCC(CC1)CN2CCc3ccc(cc3C2=O)S(=O)(=O)N,HEI-REL-0c9-3,2624_ACL2ACR.0,0,,650.5030431619435,x0770
CO[C@@H]1CN(C[C@H]1CN2CCN(CC2)C(=O)[CH2-])C(=O)CCNc3ccc(cn3)C#N,MAK-UNK-af8-26,950_NCL.0,0,,650.3163271335999,x0161
CCNc1ccc(cc1CN2CCN(CC2)C(=O)C[CH2-])C#N,DAR-DIA-fb2-3,40_NCL2ACR.0,0,,650.3114230068796,x0830
Cc1cccc(c1)N(c2ccc(s2)Br)C3CCN(CC3)C(=O)C[CH2-],NIR-THE-0d6-10,2610_NCL2ACR.0,0,,650.2909787291192,x0830
c1ccc(cc1)NC(=O)Nc2cnccc2Nc3ccc(cn3)[C+]=[NH2+],MAK-UNK-30a-15,2250_NIT.0,0,,649.7063965008354,x0540
[CH2-]C(=O)N1CCN(CC1)S(=O)(=O)c2ccc(s2)CN3CCN(CC3)S(=O)(=O)c4cccc5c4cc(c(c5)CCc6ccc(s6)Cl)Cc7cccs7,MAK-UNK-e05-1,314_NCL.0,0,,649.6894822845202,x1402
[CH2-]C(=O)N1CCN(CC1)Cc2cccc3c2C(=O)NCCC3,TAM-UNI-d1c-15,495_NCL.0,0,,649.6455040573126,x1392
CO[C@@H]1CCC[C@@H](C1)Oc2cccc(c2)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-3c3-1,2117_NCL.0,0,,648.9959635521935,x0692
CO[C@@H]1CCC[C@@H](C1)Oc2cccc(c2)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-176-4,2497_NCL.0,0,,648.9959635521935,x0692
Cc1cccc(c1Cl)C2CCN(CC2)/N=C\3/[NH+]C=C(C=N3)NC(=O)C[CH2-],LUI-IND-2c4-1,2288_ACL2ACR.0,0,,648.3689223948054,x0161
c1cc(cc(c1)NC(=O)Nc2cccnc2)Nc3ccc(cn3)[C+]=[NH2+],MAK-UNK-30a-11,2246_NIT.0,0,,648.2225688205261,x0540
c1cc(cc(c1)NC(=O)Nc2cccnc2)Nc3ccc(cn3)[C+]=[NH2+],MAK-UNK-30a-13,2248_NIT.0,0,,648.2225688205261,x0540
C=CC(=O)N1CCN(CC1)S(=O)(=O)c2c(cccc2F)OCCCNc3ccc(cn3)[C+]=[NH2+],JAN-GHE-bf4-1,685_NIT.0,0,,648.009553814824,x0755
c1cc(ccc1CNC(=O)N2CCO[C@@H](C2)Cc3cc(ccc3Cl)S(=O)(=O)N4CCN(CC4)C(=O)CCl)[C+]=[NH2+],PED-UNI-b79-2,740_NIT.0,0,,647.9572563860014,x1249
[CH2-]CC(=O)N1CCC(CC1)Cc2ccc3ccc(cc3c2)S(=O)(=O)N,NIR-THE-0d6-4,2604_NCL2ACR.0,0,,647.934825083047,x0692
c1cc(ncc1[C+]=[NH2+])NCCOc2c(ccc(n2)NCN3CCN(CC3)C(=O)CCl)C#N,MAK-UNK-af8-32,956_NIT.0,0,,647.9046412243763,x0195
[CH2-]CC(=O)N1CC[C@H]2CC[c-]3[cH-][c-]([nH][c-]3N2C1)S(=O)(=O)N,HAN-UNI-e16-1,309_ACL2ACR.0,0,,647.1144871576828,x0161
CCNc1c(cc(cn1)C#N)[C@@H](c2ccc(s2)Br)N3CCN(CC3)C(=O)[CH2-],PAU-WEI-f73-3,123_NCL.0,0,,646.7347682991244,x0104
Cc1cccc(c1)N(c2ccc(s2)Cl)C3CCN(CC3)C(=O)[CH2-],NIR-THE-0d6-11,2611_NCL.0,0,,646.34893170731,x0692
CO[C@@H]1CN(C[C@H]1CN2CCN(CC2)C(=O)[CH2-])C(=O)CCNc3ccc(cn3)C#N,MAK-UNK-af8-26,950_NCL.0,0,,646.1823271407245,x0104
C[C@@H](Cc1cc(c(cc1[C@H]2CN(CCO2)C(=O)C)F)F)Nc3ccc(cn3)[C+]=[NH2+],BEN-VAN-77c-8,1492_NIT.0,0,,645.8985509345108,x1478
c1ccc(cc1)NC(=O)Nc2cccnc2Nc3ccc(cn3)[C+]=[NH2+],MAK-UNK-30a-10,2245_NIT.0,0,,645.8607251970225,x0434
c1ccc(cc1)NC(=O)Nc2cccnc2Nc3ccc(cn3)[C+]=[NH2+],MAK-UNK-30a-18,2253_NIT.0,0,,645.8607251970225,x0434
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)CCl)F,NAU-LAT-f72-1,124_ACL2ACR.0,0,,645.8017017772002,x1308
CC[NH2+][C@H]1C[C@H](CC[C@@H]1OC#N)Oc2cccc(c2)CN3CCN(CC3)C(=O)C[CH2-],MAK-UNK-af8-19,943_NCL2ACR.0,0,,645.1812179587536,x0072
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2N3CCC[C@H]3C(=O)N,TAM-UNI-c14-16,667_ACL.0,0,,645.1661584672778,x0434
CC(C)N(c1cc(cnc1)S(=O)(=O)n2cc(cc2c3ccccc3F)C[NH2+]C)C(=O)C4CCN(CC4)C(=O)C[CH2-],MAK-UNK-8fd-22,1246_NCL2ACR.0,0,,645.1559561720646,x0305
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CC3CCN(CC3)C(=O)C[CH2-])F,NIR-THE-0d6-2,2602_NCL2ACR.0,0,,644.7273015646377,x0195
Cc1cc(ccc1[C@H]2[C@@H]([C@@H]([C@@H](O2)CO)OCN3CCC(CC3)O)O)CN4CCN(CC4)C(=O)C[CH2-],MAK-UNK-e4a-19,287_NCL2ACR.0,0,,644.5297162888368,x0692
[CH2-]C(=O)N1CCN[C@@H](C1)c2ccc(cc2NC(=O)Nc3cc(cnc3)CCCC(=O)[O-])O,JAN-LUN-04a-1,2694_NCL.0,0,,644.0299526202,x1412
CS(=O)(=O)NCC[c-]1[cH-][c-]([cH-][c-]2[c-]1[nH][cH-][c-]2/C=C/NC(=O)[CH2-])F,SAM-UNK-83e-2,1359_ACL.0,0,,643.7788986559813,x0387
Cc1c(ccc2c1ccc(c2)S(=O)(=O)N)C[N@@H+]3CCN(C[C@@H](C3)c4cccnc4)C(=O)[CH2-],KEI-UNI-85a-3,1317_ACL.0,0,,643.317800642484,x0678
CCNc1ccc(cn1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)O)NCN3CCN(CC3)C(=O)[CH2-])O)O,MAK-UNK-af8-30,954_NCL.0,0,,643.0961335576792,x0195
[CH2-]CC(=O)N1CCN(CC1)Cc2cccs2,MAK-UNK-643-2,1704_ACL2ACR.0,0,,642.3692093814618,x0689
Cc1cccc(c1)N(c2ccc(s2)N)C3CCN(CC3)C(=O)C[CH2-],NIR-THE-0d6-12,2612_NCL2ACR.0,0,,642.2039528212792,x0161
CCNc1c(cc(cn1)C#N)CC2CCN(CC2)C(=O)[CH2-],NIR-THE-0d6-6,2606_NCL.0,0,,642.194281184069,x0830
CO[c-]1[cH-][c-]2[c-]([cH-][nH][c-]2[c-]([cH-]1)[C@@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)CCl)CCNC(=O)C[CH2-],DAR-DIA-cab-4,542_ACL2ACR.0,0,,642.1681353757515,x1392
CO[c-]1[cH-][c-]([c-]2[c-]([cH-]1)[c-]([cH-][nH]2)CCNC(=O)[CH2-])CN3CCN(CC3)C(=O)CCl,DAR-DIA-fb2-14,51_ACL.0,0,,642.0241180529671,x0830
[CH2-]CC(=O)NC[C@@H]([c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][cH-]2)F)N3CCN(CC3)C(=O)C[c-]4[cH-][nH][c-]5[c-]4[cH-][cH-][cH-][n-]5,MAK-UNK-105-1,2576_ACL2ACR.0,0,,641.8714356344015,x1093
CCNc1c(cc(cn1)[C+]=[NH2+])NCc2cc(n(c2)S(=O)(=O)c3cccnc3)c4ccccc4F,MAK-UNK-148-4,2522_NIT.0,0,,641.5691256853506,x0305
[CH2-]C(=O)N1CCN(CC1)CNC(=[NH2+])Nc2ccc(cc2)F,ISA-SCH-8e9-2,1268_ACL.0,0,,641.3371560408034,x0434
[CH2-]CC(=O)N1CCN(CC1)CCNC(=O)c2cccc3c2cccc3,STE-KU -2e0-2,2281_NCL2ACR.0,0,,641.0474421654906,x0692
C[C@@H]([c-]1[cH-][c-]([cH-][c-]2[c-]1[nH][cH-][c-]2CCNC(=O)C[CH2-])Cl)NC(=O)C,ROB-UNI-b2e-6,890_ACL2ACR.0,0,,640.2179641863585,x0072
C[C@H](c1cc(cc(c1)Cl)/C(=C/2\C=CC(=C2)S(=O)(=O)N)/O)NC(=O)C[CH2-],DAV-CRI-14a-6,2516_NCL2ACR.0,0,,639.9246923923018,x0161
[CH2-]CC(=O)NC1CN(C1)CC2=C[NH2+][C@@H]3[C@H]2C=C(C=C3)C#N,JAN-GHE-bf4-11,695_ACR.0,0,,639.82740308388,x0305
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2CCC[C@@H]3CN(CCN3C(=O)C)C(=O)[CH2-],HAN-NEW-5f5-4,1803_NCL.0,0,,639.7636279385291,x1375
Cc1c(ccc2c1ccc(c2)S(=O)(=O)N)C[N@@H+]3CCN(C[C@@H](C3)c4cccnc4)C(=O)C[CH2-],KEI-UNI-85a-3,1317_ACL2ACR.0,0,,639.0127197066622,x0946
[CH2-]CC(=O)N1CC[N@@]([C@@H](C1)C(=O)N)Cc2cccc(c2)Cl,DAN-LON-a5f-1,1037_NCL2ACR.0,0,,638.23083774741,x0770
C[C@@H](N)N[C@@H](CC(=O)N)C(=O)N[C@@H]1CC[C@H](CN1C(=O)C[CH2-])c2nc3cc(ccc3s2)c4cccc(c4)S(=O)(=O)N,DAV-CRI-f9b-3,66_NCL2ACR.1,0,,637.9251488755162,x0161
CCNc1c(cc(cn1)C#N)[C@@H](c2ccc(s2)Br)N3CCN(CC3)C(=O)[CH2-],PAU-WEI-f73-3,123_NCL.0,0,,637.8052687806227,x1249
C[C@H]1[C@H]([C@H]([C@@H](O1)CN2CCN(CC2)C(=O)CCl)O)OCCCNc3ccc(cn3)[C+]=[NH2+],MAK-UNK-af8-25,949_NIT.0,0,,637.6261593729399,x0195
[CH2-]CC(=O)Nc1cc(cc(c1)C#N)CN2CCN(CC2)C(=O)CCl,TAM-UNI-d1c-16,496_ACL2ACR.0,0,,637.5937905529713,x1392
CCNc1ccc(cc1C(=O)N2CCN(CC2)C(=O)C[CH2-])C#N,JAN-GHE-fd8-7,8_ACL2ACR.0,0,,637.5390135678908,x0305
CCNc1ccc(cn1)Oc2c-3c([n+](cc3cn[n-]2)C)CN4CCN(CC4)C(=O)C[CH2-],MAK-UNK-af8-28,952_NCL2ACR.0,0,,637.3253301500891,x0072
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccccc3NCc4cc(n(c4)S(=O)(=O)c5cccnc5)c6ccccc6F,MAK-UNK-702-12,1617_NCL.0,0,,636.6812874508479,x0387
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccccc3NCc4cc(n(c4)S(=O)(=O)c5cccnc5)c6ccccc6F,MAK-UNK-702-16,1621_NCL.0,0,,636.6812874508479,x0387
CCNc1ccc(cn1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)O)NCN3CCN(CC3)C(=O)[CH2-])O)O,MAK-UNK-af8-30,954_NCL.0,0,,636.5590933234823,x0072
Cc1cccc(c1)C[C@H]2CCN([C@H](C2)C(=O)[O-])C(=O)C[CH2-],MAK-UNK-af8-5,929_NCL2ACR.0,0,,635.8697144568229,x0104
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2[C@@H]([c-]3[cH-][cH-][c-](s3)Br)N4CCN(CC4)C(=O)[CH2-],PAU-WEI-f73-1,121_NCL.0,0,,635.7466262685427,x0104
Cc1cc(cc(c1)NC[C@@H](C)c2ccc(cc2)S(=O)(=O)N)CN3CCN(CC3)C(=O)C[CH2-],MAK-UNK-af8-17,941_NCL2ACR.0,0,,635.6470767861904,x0195
CS(=O)(=O)NCC[c-]1[cH-][c-]([cH-][c-]2[c-]1[nH][cH-][c-]2/C=C/NC(=O)C[CH2-])F,SAM-UNK-83e-2,1359_ACL2ACR.0,0,,635.5641486437781,x0104
[CH2-]CC(=O)NCC(=O)[C@@H]1CCCN1C(=O)c2ccccc2,GIA-UNK-d2d-7,449_NCL2ACR.0,0,,635.4669780646683,x0540
CC(C)N(c1ccc(cn1)S(=O)(=O)n2cc(cc2c3ccccc3F)C[NH2+]C)C(=O)C4CCN(CC4)C(=O)C[CH2-],MAK-UNK-8fd-23,1247_NCL2ACR.0,0,,635.451996575491,x0305
CCNc1ccc(cn1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)O)NCN3CCN(CC3)C(=O)[CH2-])O)O,MAK-UNK-af8-30,954_NCL.0,0,,635.3544452782539,x0161
CC(C)[N@H+](C)/C(=C/NCc1cc(n(c1)S(=O)(=O)c2cccnc2)c3ccccc3F)/C4CCN(CC4)C(=O)[CH2-],MAK-UNK-8fd-39,1263_NCL.0,0,,635.3136403576704,x0305
[CH2-]CC(=O)NC1CN(C1)S(=O)(=O)c2c(cccc2F)OCCCNc3ccc(cn3)C#N,JAN-GHE-bf4-7,691_ACR.0,0,,634.9055806016851,x0755
[CH2-]C(=O)N1CCN(CC1)Cc2cnc(nc2)c3ccccc3,MAK-UNK-af8-1,925_NCL.0,0,,633.2358966384732,x0161
[CH2-]CC(=O)N1CCN(CC1)Cc2cc(cc3c2ccc(c3)S(=O)(=O)N)F,DAR-DIA-fb2-12,49_NCL2ACR.0,0,,633.2033029359028,x0830
[CH2-]CC(=O)N1Cc2ccc(cc2[C@H](C1)c3ccc(cc3NC(=O)Nc4cc(cnc4)CCCC(=O)[O-])O)O,JAN-LUN-04a-7,2700_NCL2ACR.0,0,,633.0851573416177,x1392
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2[C@H](C(=O)N[C-]3[CH-][CH-][N-][CH-][CH-]3)N[C-]4[CH-][CH-][CH-][N-][CH-]4)F,TAM-UNI-c14-22,673_ACL2ACR.0,0,,632.3726536548654,x0946
[CH2-]C(=O)N1CCN(CC1)Cc2cccc(c2)CCS(=O)(=O)N,JAN-GHE-1d9-2,2428_ACL.0,0,,632.0828127298831,x1386
CCOc1cccc(c1)[C@@H]2c3ccccc3CN([C@H]2CC4=c5cccnc5=[NH+][CH+]4)C(=O)C[CH2-],DOU-UNK-b53-15,869_ACL2ACR.0,0,,631.9069881726898,x1093
[CH2-]CC(=O)N1Cc2ccc(cc2[C@H](C1)c3ccc(cc3NC(=O)NC4=[NH+]C5=C(=C4)C=C(C=N5)C(=O)[O-])O)O,JAN-LUN-04a-5,2698_NCL2ACR.0,0,,631.8701823298495,x1412
C[C@@H](c1ccc(c(c1)c2cc(cn2S(=O)(=O)c3cccnc3)C[NH2+]C)F)N(C)C(=O)C4CCN(CC4)C(=O)[CH2-],MAK-UNK-8fd-14,1238_NCL.0,0,,631.7643964730645,x0305
C=CC(=O)NC1CN(C1)S(=O)(=O)c2ccccc2c3ccc(cc3)Nc4ccc(cn4)[C+]=[NH2+],JAN-GHE-bf4-6,690_NIT.0,0,,631.6796579742823,x0305
[CH2-]CC(=O)N1Cc2ccccc2[C@@H](C1)[c-]3[cH-][c-]4[c-]([cH-][c-]3Cl)[c-]([cH-][nH]4)C5CC5,DOU-UNK-b53-14,868_ACL2ACR.0,0,,631.5170338913232,x1093
CC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)[CH2-])F,BEN-VAN-d8f-21,424_ACL.0,0,,630.7694573055563,x0995
Cc1ccc(cc1)CC[C@H](c2cccc(c2)C#N)N3CCN(CC3)C(=O)C[CH2-],PAU-WEI-b9b-6,722_NCL2ACR.0,0,,630.6761140419774,x0104
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2[C@@H](CCc3ccc(cc3)C(F)(F)F)[NH+]4CCN(CC4)C(=O)CCl,PAU-WEI-b9b-9,725_ACL2ACR.0,0,,630.4929638726468,x1385
Cc1ccc(cc1)CC[C@H](c2cccc(c2)C#N)N3CCN(CC3)C(=O)C[CH2-],PAU-WEI-b9b-6,722_NCL2ACR.0,0,,630.4308741544648,x0770
[CH2-]C(=O)N1CCC(CC1)Nc2ccc3ccc(cc3c2)S(=O)(=O)N,NIR-THE-0d6-5,2605_NCL.0,0,,630.1809982065624,x0195
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2[C@H](C(=O)N[C-]3[CH-][CH-][N-][CH-][CH-]3)N[C-]4[CH-][CH-][CH-][N-][CH-]4)F,TAM-UNI-c14-22,673_ACL2ACR.0,0,,630.1260928864594,x1093
CS(=O)(=O)NCCCc1ccc(cc1NC(=O)Nc2cccnc2)[C+]=[NH2+],WAR-XCH-6eb-3,1636_NIT.0,0,,630.0396344897455,x0072
Cc1nc(cc(n1)F)c2ccc(cc2F)CN3CCN(CC3)C(=O)[CH2-],BEN-VAN-c98-17,574_ACL.0,0,,629.385614351296,x0692
C[C@H](c1cc(cc(c1)Cl)/C(=C\2/C=CC(=C2)S(=O)(=O)N)/O)NC(=O)[CH2-],DAV-CRI-14a-6,2516_NCL.0,0,,628.9042480103551,x1382
[CH2-]CC(=O)N1CCN(CC1)S(=O)(=O)c2c(cccc2F)OCCCNc3ccc(cn3)C#N,JAN-GHE-bf4-1,685_ACR.0,0,,628.6689032530592,x0305
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2[C@@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)C[CH2-])OC,DAR-DIA-cab-4,542_NCL2ACR.0,0,,628.55565591304,x0305
[CH2-]CC(=O)N1CC[N@]([C@H](C1)[NH2+]CCc2ccccc2)S(=O)(=O)c3cccc(c3)Cl,BEN-DND-362-1,2189_ACL2ACR.1,0,,626.8707056845592,x0107
[CH2-]CC(=O)N1CCC(CC1)C(=O)N2CCCCC2,VIR-GIT-7b3-2,1480_NCL2ACR.0,0,,626.8238304974581,x1380
Cc1cccc(c1C[C@H]([C@H](C)O)NC(=O)CS(=O)(=O)N)CN2CCN(CC2)C(=O)[CH2-],MAK-UNK-af8-15,939_NCL.0,0,,626.6655960939261,x0387
CCNc1c(cc(cn1)[C+]=[NH2+])C[N@]2CCCN(CC2)C(=O)C,JAN-GHE-fd8-6,7_NIT.0,0,,626.3402268560751,x1249
CS(=O)(=O)NCCc1[cH-]c(c[n+]-2c(cnc12)CCNC(=O)C[CH2-])Cl,BEN-DND-362-7,2195_ACL2ACR.0,0,,626.0349191685452,x0072
CC(=O)NCC[NH2+]Cc1cc(cnc1NC2CC2)[C+]=[NH2+],JAN-GHE-fd8-11,12_NIT.0,0,,625.9731897672057,x0692
Cc1[nH]c(=O)c(c(n1)CN2CCN(CC2)C(=O)[CH2-])CCCc3ccsc3,MAK-UNK-e4a-25,293_NCL.0,0,,625.5740727226155,x0692
C[C@@H]([c-]1[cH-][c-]([cH-][c-]2[c-]1[nH][cH-][c-]2CCNC(=O)C[CH2-])Cl)NC(=O)C,ROB-UNI-b2e-6,890_ACL2ACR.0,0,,625.279156966675,x1249
Cc1ccc(cc1)CC[C@H](c2cccc(c2)Cl)N3CCN(CC3)C(=O)C[CH2-],PAU-WEI-b9b-3,719_NCL2ACR.0,0,,625.2108850229691,x1385
[CH2-]C(=O)N1CCN(CC1)Cc2cc(ccc2CNC(=O)N3CCOCC3)C#N,JAN-GHE-fd8-12,13_ACL.0,0,,624.8829465747873,x0305
[CH2-]C(=O)N1CCN(CC1)Cc2cc(ccc2CNC(=O)N3CCOCC3)C#N,DAR-DIA-fb2-16,53_NCL.0,0,,624.8829465747873,x0305
[CH2-]C(=O)N1CCN(CC1)S(=O)(=O)c2ccc(s2)CN3CCN(CC3)S(=O)(=O)c4cccc5c4cc(c(c5)CCc6ccc(s6)Cl)Cc7ccsc7,MAK-UNK-e05-2,315_NCL.0,0,,624.8001051917763,x1402
[CH2-]CC(=O)N1CC(C1)NS(=O)(=O)c2c(cccc2F)OCCCNc3ccc(cn3)C#N,JAN-GHE-bf4-8,692_ACR.0,0,,624.348018833355,x0692
C[C@@H]([c-]1[cH-][c-]([cH-][c-]2[c-]1[nH][cH-][c-]2CCNC(=O)C[CH2-])C#N)NC(=O)C,ROB-UNI-b2e-7,891_ACL2ACR.0,0,,624.3378234019752,x0305
